name,attributes_cyl_path,agency_maint,inc_crc,fmel_upd_d,length_m,longitude,latitude
kml_734,Jurong Lake District - Taman Jurong,LTA (Others),3D9C8314B3153127,2022-02-16 13:57:18,1.758275162768983,103.7228516848825,1.3491515142905048
kml_735,Jurong Lake District - Taman Jurong,LTA (Others),B174FA81516D0B5A,2022-02-16 13:57:18,1.791048701068679,103.72332406082913,1.347566006397527
kml_736,Jurong Lake District - Taman Jurong,LTA (Others),A3631B6C2E8B0D57,2022-02-16 13:57:18,3.706481664275045,103.7233112192755,1.347481570150255
kml_737,Jurong Lake District - Taman Jurong,LTA (Others),DB26E4B3B1F52419,2022-02-16 13:57:18,1.7534455532382598,103.7241253282025,1.346610807823295
kml_738,Jurong Lake District - Taman Jurong,LTA (Others),31A6BFABD6037D5E,2022-02-16 13:57:18,6.41122603880905,103.725957361082,1.3475373217511
kml_739,Jurong Lake District - Taman Jurong,Land Transport Authority,73007D913F21C099,2022-02-16 13:57:18,6.47987803529289,103.7254612607475,1.34898956487917
kml_740,Jurong Lake District - Taman Jurong,Land Transport Authority,9257A4C9E29B23C6,2022-02-16 13:57:18,29.327477614656736,103.7255269959405,1.349325032612
kml_741,Jurong Lake District - Taman Jurong,LTA (Others),D46D9399A0EE5190,2022-02-16 13:57:18,7.5899413404754625,103.7254740234275,1.349051506615385
kml_742,Jurong Lake District - Taman Jurong,Land Transport Authority,CFE675957863C3AC,2022-02-16 13:57:18,10.778944753109322,103.72549272656649,1.34913224218054
kml_743,Jurong Lake District - Taman Jurong,LTA (Others),1787F5F5D48A979E,2022-02-16 13:57:18,1.6030700984618804,103.725502523398,1.349187356297195
kml_744,Jurong Lake District - Taman Jurong,Land Transport Authority,BD0AE138DA4F5D1D,2022-02-16 13:57:18,21.49825233059403,103.7255786284602,1.3495786825148668
kml_745,Jurong Lake District - Taman Jurong,LTA (Others),AEC9908AE1DCA13E,2022-02-16 13:57:18,3.252650869226037,103.7255527733205,1.3494700515067901
kml_746,Jurong Lake District - Taman Jurong,Land Transport Authority,B9C3770AA473B639,2022-02-16 13:57:18,20.647839464287614,103.72566730465174,1.3498480077976802
kml_747,Jurong Lake District - Taman Jurong,Land Transport Authority,5A5340E2621A50DB,2022-02-16 13:57:18,6.638760097353534,103.72561701614501,1.3497006397617
kml_748,Jurong Lake District - Taman Jurong,LTA (Others),D0D04B11841F6CBB,2022-02-16 13:57:18,3.6049923256524896,103.7256326743555,1.34974419683441
kml_749,Jurong Lake District - Taman Jurong,Land Transport Authority,6889F73D651AAC65,2022-02-16 13:57:18,20.269769672552357,103.725592043163,1.34996979104266
kml_750,Jurong Lake District - Taman Jurong,Land Transport Authority,9AA9F73C8B25B627,2022-02-16 13:57:18,32.020415851145636,103.72447718211549,1.350367927038085
kml_751,Jurong Lake District - Taman Jurong,LTA (Others),15A64AA449E06937,2022-02-16 13:57:18,30.81380417003572,103.7258149799825,1.3499155382958752
kml_752,Jurong Lake District - Taman Jurong,Land Transport Authority,AB2F1AA453A32D84,2022-02-16 13:57:18,85.89649881048557,103.74141401149923,1.3304943480705458
kml_753,Jurong Lake District - Taman Jurong,Land Transport Authority,017CF46965598CE4,2022-02-16 13:57:18,34.86537232689381,103.74218225627192,1.329995363220703
kml_754,Sengkang,Land Transport Authority,6AE90122CA2FFC0D,2022-02-16 13:57:18,30.499251832417748,103.89027869961969,1.39445658247359
kml_755,Sengkang,Land Transport Authority,5FE18EE893DF9021,2022-02-16 13:57:18,70.01878498747818,103.88798187852646,1.394656594122631
kml_756,Sengkang,Land Transport Authority,C59C8DCAFD993DB2,2022-02-16 13:57:18,30.195161750971113,103.88842396111187,1.3946205410305619
kml_757,Tampines,Land Transport Authority,0D745D48E787EF8A,2022-02-16 13:57:18,185.3756641256946,103.94228312285723,1.3560402038330435
kml_758,Punggol,Land Transport Authority,173791B11B0040F1,2022-02-16 13:57:18,69.2649010803315,103.89998323568445,1.402544734814424
kml_759,Punggol,LTA (Others),ED3A25B7F5872A17,2022-02-16 13:57:18,2.5465310499393943,103.90658224482743,1.4029568902369207
kml_760,Punggol,LTA (Others),1C5BF9562CF408E1,2022-02-16 13:57:18,64.32616789184385,103.914779241509,1.39700448235769
kml_761,Punggol,LTA (Others),F03056F746202C8B,2022-02-16 13:57:18,3.64284832875443,103.90418816292016,1.404399664602578
kml_762,Punggol,LTA (Others),B9BDC0DE6B645180,2022-02-16 13:57:18,7.037367210735987,103.901446068982,1.4019611500679
kml_763,Jurong Lake District - Taman Jurong,Land Transport Authority,D89C7672AFF6D822,2022-02-16 13:57:18,15.081880609078878,103.73912179704807,1.3356969841856725
kml_764,Jurong Lake District - Taman Jurong,Land Transport Authority,060E6332D253746B,2022-02-16 13:57:18,29.244444541955765,103.7397371817262,1.3364274577432207
kml_765,Jurong Lake District - Taman Jurong,Land Transport Authority,12F00CCA9A8347AD,2022-02-16 13:57:18,48.8032648272102,103.73998093289927,1.3366793306497764
kml_766,Jurong Lake District - Taman Jurong,Land Transport Authority,9C498B34B205FE46,2022-02-16 13:57:18,27.478930506203508,103.7402530250177,1.336887298683183
kml_767,Sengkang,LTA (Others),C6D22C94B71354A7,2022-02-16 13:57:18,8.774735286019546,103.892323272165,1.3939829304566
kml_768,Sengkang,LTA (Others),5A9F0D3DBE27DA77,2022-02-16 13:57:18,4.091122570387775,103.88907141689,1.3945406068948398
kml_769,Sengkang,LTA (Others),B78559A657B1D6A5,2022-02-16 13:57:18,34.693498352765765,103.8905624749905,1.3944574915200199
kml_770,Sengkang,LTA (Others),B37FBD1B6E50B40D,2022-02-16 13:57:18,45.92895291796612,103.88748884538929,1.3947717368266561
kml_771,Sengkang,Land Transport Authority,C8D4E11B7082CD6D,2022-02-16 13:57:18,45.334555084752964,103.89467930535152,1.39317039867214
kml_772,Sengkang,LTA (Others),DEBA4963A6B94E19,2022-02-16 13:57:18,6.4434613567263535,103.89445901086299,1.39324558870802
kml_773,Sengkang,LTA (Others),5EF3A994EA511297,2022-02-16 13:57:18,56.84016770006666,103.89372239629449,1.3935722693699049
kml_774,Jurong Lake District - Taman Jurong,Land Transport Authority,E43EB175A23B4011,2022-02-16 13:57:18,139.28474151226212,103.72366838517648,1.3393423001527252
kml_775,Jurong Lake District - Taman Jurong,Land Transport Authority,6C208309F91A8080,2022-02-16 13:57:18,12.52550020257843,103.723302336628,1.339908966466815
kml_776,Jurong Lake District - Taman Jurong,Land Transport Authority,DC02968729EA163D,2022-02-16 13:57:18,33.52234700688286,103.72414218547347,1.3385147147942507
kml_777,Jurong Lake District - Taman Jurong,Land Transport Authority,0FF01124BC22AFA6,2022-02-16 13:57:18,19.22105312148487,103.72402592761051,1.33872245057182
kml_778,Jurong Lake District - Taman Jurong,Land Transport Authority,097F697184FBC3EE,2022-02-16 13:57:18,19.657007540077515,103.72420510403082,1.3383001361512064
kml_779,Pasir Ris,Town Council,CFBA9CF0B6E60F23,2022-02-16 13:57:18,110.40612894262216,103.95839664126706,1.3658841000680062
kml_780,Pasir Ris,LTA (Others),93030647F749CD59,2022-02-16 13:57:18,6.994200703513625,103.95107805331901,1.372839321663755
kml_781,Pasir Ris,LTA (Others),2B6504978CBE44E1,2022-02-16 13:57:18,2.262172824635112,103.9510202784145,1.372774479032715
kml_782,Pasir Ris,LTA (Others),AF4036FACA7FE510,2022-02-16 13:57:18,6.5101127368590745,103.95081477767584,1.3725111564925903
kml_783,Pasir Ris,LTA (Others),6E8C8A76415EF788,2022-02-16 13:57:18,51.82719707911602,103.9569192180434,1.3689659732701238
kml_784,Pasir Ris,LTA (Others),747AA743FFD9FADD,2022-02-16 13:57:18,1.5328113955574167,103.9572350685775,1.369031502396755
kml_785,Pasir Ris,LTA (Others),FFED261BFB692A22,2022-02-16 13:57:18,1.9685845276282288,103.9576047862825,1.3689205174544998
kml_786,Pasir Ris,LTA (Others),04DB12CBF0C6BF41,2022-02-16 13:57:18,1.7258466292984762,103.9578026447295,1.36885248733768
kml_787,Pasir Ris,LTA (Others),44E3196649F432EA,2022-02-16 13:57:18,42.453071711460986,103.958213183287,1.368695790992045
kml_788,Bedok,Land Transport Authority,2A9CBF34D4900520,2022-02-16 13:57:18,159.3538931548948,103.91595150884513,1.3213521114034652
kml_789,Bedok,Land Transport Authority,26094BC2A28E7812,2022-02-16 13:57:18,48.62801783940595,103.91705778236908,1.3213675625822685
kml_790,Bedok,Land Transport Authority,BAB09CE12E3EAC34,2022-02-16 13:57:18,7.931916259510387,103.9173106619605,1.321380267209
kml_791,Bedok,Land Transport Authority,A9D2A2255C2764F7,2022-02-16 13:57:18,68.21931189023326,103.92308454324134,1.3238422030656132
kml_792,Bedok,Land Transport Authority,6187E8C542839C8B,2022-02-16 13:57:18,83.82750036093613,103.94434059772948,1.3202968600374922
kml_793,Bedok,Land Transport Authority,03B5FFD1EDB3065C,2022-02-16 13:57:18,12.800662056142619,103.94420149915388,1.3207115272096501
kml_794,Bedok,Land Transport Authority,3939D900F8BDDC54,2022-02-16 13:57:18,29.316504307861354,103.9445516016105,1.3195752262731602
kml_795,Bedok,Land Transport Authority,8C61528A2C1D7212,2022-02-16 13:57:18,15.69981204496106,103.9444936447905,1.319770244802035
kml_796,Bedok,Land Transport Authority,D4C5793975AEC592,2022-02-16 13:57:18,3.2160081214746414,103.9444494808975,1.3199188512554851
kml_797,Bedok,LTA (Others),560995EE393BE400,2022-02-16 13:57:18,7.693579030675059,103.9444635267365,1.319871589068435
kml_798,Bedok,Land Transport Authority,81DD3158E9DFE04F,2022-02-16 13:57:18,11.95471662591928,103.944587443372,1.3193917859412148
kml_799,Bedok,Land Transport Authority,83D7CC1C527C4D1F,2022-02-16 13:57:18,13.103951171786965,103.94576036556316,1.321139988944626
kml_800,Jurong Lake District - Taman Jurong,LTA (Others),9E3A4077DB35608D,2022-02-16 13:57:18,2.8865590149981335,103.7433460335265,1.3207897416501548
kml_801,Jurong Lake District - Taman Jurong,Land Transport Authority,41F26C047E1B51CC,2022-02-16 13:57:18,15.254094047099539,103.74336412430051,1.32129517254613
kml_802,Jurong Lake District - Taman Jurong,Land Transport Authority,A536CF727674E387,2022-02-16 13:57:18,13.9215959859368,103.738688323942,1.3217869298115001
kml_803,Bedok,LTA (Others),CD18CB62A914D5B2,2022-02-16 13:57:18,14.951512993100295,103.9314084397907,1.334266720150219
kml_804,Bedok,Land Transport Authority,A0E6F15CF2735BCE,2022-02-16 13:57:18,95.97358546458628,103.93230252049737,1.3244339901512359
kml_805,Bedok,Land Transport Authority,D5DC5AA5C6B0F6C4,2022-02-16 13:57:18,153.96762612853507,103.92606537443092,1.323535462903065
kml_806,Bedok,Land Transport Authority,9157133934A3A976,2022-02-16 13:57:18,113.94936344120003,103.91889116664093,1.3265671539246042
kml_807,Bedok,Land Transport Authority,B4A94C4E7D558F4D,2022-02-16 13:57:18,14.647928297804599,103.91935452961246,1.3260348271397824
kml_808,Bedok,Land Transport Authority,4A6BD3A851E23D11,2022-02-16 13:57:18,6.766421081228599,103.91941910496101,1.325943561784005
kml_809,Bedok,Land Transport Authority,2CEBABB64F4022BF,2022-02-16 13:57:18,81.99234662809002,103.92386576951507,1.322640625072202
kml_810,Bedok,Land Transport Authority,08AC7AD5324545BE,2022-02-16 13:57:18,56.27906246945265,103.914234370869,1.3211421668491599
kml_811,Bedok,Land Transport Authority,6AE93D74F09D0E80,2022-02-16 13:57:18,30.27123440611082,103.91501608285456,1.3212495238805482
kml_812,Bedok,Land Transport Authority,FF08D00723115437,2022-02-16 13:57:18,16.333240739139434,103.9147167083355,1.32120780103395
kml_813,Bedok,Land Transport Authority,9F97AC9A02F34FC7,2022-02-16 13:57:18,10.333116043783663,103.91483538149052,1.3212243401934698
kml_814,Bedok,LTA (Others),BD3CEDA9572C9595,2022-02-16 13:57:18,48.99785361673726,103.91756343176415,1.32135701175364
kml_815,Bedok,Land Transport Authority,6E866C0EEDCB4613,2022-02-16 13:57:18,190.05943612493286,103.91861575237188,1.3213375295647893
kml_816,Bedok,Land Transport Authority,9B60BCC593263703,2022-02-16 13:57:18,31.666478075860866,103.92589430543767,1.3310677439240777
kml_817,Bedok,Land Transport Authority,ED16AC38FBD310C5,2022-02-16 13:57:18,105.52944964734584,103.92518818043149,1.3310918411845352
kml_818,Bedok,Land Transport Authority,895B3BB3D6BA2371,2022-02-16 13:57:18,134.64427339208214,103.92409362947525,1.330928037829505
kml_819,Bedok,LTA (Others),359168D48DE485EB,2022-02-16 13:57:18,14.617660579871327,103.93047784067345,1.331686465905034
kml_820,Central,Land Transport Authority,7EC5E83D0D7F3A39,2022-02-16 13:57:18,73.86629894655061,103.8513746441411,1.300037183542244
kml_821,Central,Land Transport Authority,8459B40C4D0FE549,2022-02-16 13:57:18,8.43030132712265,103.8516149716096,1.3002832064985212
kml_822,Central,Land Transport Authority,00C9561CA4A946C9,2022-02-16 13:57:18,9.622004741592079,103.85046033823848,1.2989249324262202
kml_823,Central,Land Transport Authority,643CAC13A16565EC,2022-02-16 13:57:18,5.244253035693641,103.8494890139265,1.297816033450545
kml_824,Central,Land Transport Authority,9D5C8CE8EA5A36FD,2022-02-16 13:57:18,2.954447720878993,103.8490302164825,1.297253451824575
kml_824,Central,Land Transport Authority,9D5C8CE8EA5A36FD,2022-02-16 13:57:18,3.451202355698124,103.85157426851691,1.3003035514015364
kml_825,Jurong Lake District - Taman Jurong,Land Transport Authority,33DD67E342F8C784,2022-02-16 13:57:18,19.586810127986418,103.74740887065632,1.337228246956472
kml_826,Jurong Lake District - Taman Jurong,Land Transport Authority,FA6C6F6239C4B048,2022-02-16 13:57:18,45.34689165130482,103.74742052563663,1.33694066952544
kml_827,Jurong Lake District - Taman Jurong,Land Transport Authority,2172D842D166BE77,2022-02-16 13:57:18,100.57670911764392,103.74703659328861,1.3365880000443169
kml_828,Jurong Lake District - Taman Jurong,Land Transport Authority,284C65F7E971E02C,2022-02-16 13:57:18,30.519087694998635,103.74646332983114,1.336520255246604
kml_829,Jurong Lake District - Taman Jurong,LTA (Others),F73967034FBC358D,2022-02-16 13:57:18,2.7344708775316766,103.74632472290402,1.33651485705761
kml_830,Jurong Lake District - Taman Jurong,Land Transport Authority,FA11017D455B1E96,2022-02-16 13:57:18,10.238626301520007,103.74446857260449,1.33546797909189
kml_831,Jurong Lake District - Taman Jurong,LTA (Others),8C0A94668E588D04,2022-02-16 13:57:18,1.9792978819726297,103.738910813612,1.34284571228097
kml_832,Jurong Lake District - Taman Jurong,LTA (Others),4489A506BBA5E652,2022-02-16 13:57:18,15.346353772776583,103.73886275045601,1.34294254555896
kml_833,Jurong Lake District - Taman Jurong,Land Transport Authority,B5FD01DD069F85B0,2022-02-16 13:57:18,9.371362979490565,103.74430426132601,1.3356265279165749
kml_834,Jurong Lake District - Taman Jurong,Land Transport Authority,526EC3385DFCB233,2022-02-16 13:57:18,9.287423459048403,103.744242628162,1.335683717161085
kml_835,Pasir Ris,LTA (Others),92ED949E0B9CFA91,2022-02-16 13:57:18,7.64345724239208,103.959235359524,1.368189783250485
kml_836,Pasir Ris,LTA (Others),C68E1DD0E8A3F1E3,2022-02-16 13:57:18,2.5007794814163278,103.9590083081435,1.3683283439572
kml_837,Pasir Ris,LTA (Others),16042970244E5032,2022-02-16 13:57:18,3.2202080135843527,103.959488889742,1.36805748609235
kml_838,Toa Payoh,Land Transport Authority,FFDEC664F4F6D217,2022-02-16 13:57:18,154.29693698237878,103.85467722012883,1.3338947919333763
kml_839,Sembawang,Land Transport Authority,9F44DE0A08CC7ABA,2022-02-16 13:57:18,50.76518787684483,103.8240987106473,1.4424476774207182
kml_840,Ang Mo Kio,LTA (Others),5FF3A7BEE5479FA3,2022-02-16 13:57:18,5.971960963460055,103.836417858766,1.382618581073285
kml_841,Woodlands,Town Council,92DBFDC2162AE55B,2022-02-16 13:57:18,91.62634626002682,103.80041465479633,1.4410167461113785
kml_842,Ang Mo Kio,LTA (Others),7B87DE6867C4D6D0,2022-02-16 13:57:18,4.005200400217384,103.83637168719349,1.38255143390094
kml_843,Woodlands,Town Council,CEFF9942024B4D38,2022-02-16 13:57:18,55.592943915669736,103.80227722599,1.440182545674205
kml_844,Woodlands,Town Council,1A710B9EC68ECCF7,2022-02-16 13:57:18,81.02280135135905,103.80254811628026,1.43955691986413
kml_845,Woodlands,Town Council,2EA6C8B08501FF78,2022-02-16 13:57:18,34.35073931829998,103.80278498797341,1.4390166417632948
kml_846,Woodlands,Town Council,2CE4167CEF07A3C5,2022-02-16 13:57:18,166.70747302694355,103.80324129453851,1.4379750233066695
kml_847,Woodlands,Town Council,FFBA11FAD0394B1C,2022-02-16 13:57:18,264.86646181330786,103.80300478070937,1.4362144818980154
kml_848,Ang Mo Kio,Land Transport Authority,73A60BD3A0F92B8C,2022-02-16 13:57:18,166.74756822837975,103.83659581802607,1.3833941067725417
kml_849,Ang Mo Kio,Land Transport Authority,A6B7A1B34AEA3909,2022-02-16 13:57:18,106.35404233095548,103.8364306294851,1.3848401863746722
kml_850,Sembawang,Land Transport Authority,7E997F7781BBCF2D,2022-02-16 13:57:18,24.778254632203634,103.8243802244755,1.441667759923045
kml_851,Pasir Ris,LTA (Others),BA58045B10904827,2022-02-16 13:57:18,7.482211542059525,103.96045650405199,1.371969835599605
kml_852,Pasir Ris,LTA (Others),2F47BF4BCC220C0B,2022-02-16 13:57:18,11.70907129801964,103.96050516930796,1.3723219969292995
kml_853,Tampines,Land Transport Authority,6EF68AB79FB98B8F,2022-02-16 13:57:18,171.99483746947502,103.93825212769278,1.345711529293443
kml_854,Jurong Lake District - Taman Jurong,Land Transport Authority,AF89D9A58AB90DA6,2022-02-16 13:57:18,14.62452309712357,103.7440378065225,1.3284860210409901
kml_855,Jurong Lake District - Taman Jurong,Land Transport Authority,23995A0466F9DDFE,2022-02-16 13:57:18,14.792074104587558,103.74413526149756,1.328396172840288
kml_856,Jurong Lake District - Taman Jurong,Land Transport Authority,96A0263CFBCB1809,2022-02-16 13:57:18,9.990383997622173,103.743956963578,1.3285619584065151
kml_857,Jurong Lake District - Taman Jurong,Land Transport Authority,7A48A02C2EA8DB23,2022-02-16 13:57:18,42.24757106231848,103.74189913741382,1.330160899892465
kml_858,Jurong Lake District - Taman Jurong,LTA (Others),865D174D87BD633D,2022-02-16 13:57:18,1.3981451346554121,103.74173679001251,1.3302701761410798
kml_859,Jurong Lake District - Taman Jurong,Land Transport Authority,C98778631847219D,2022-02-16 13:57:18,7.007758203281802,103.74448999037496,1.328083105487314
kml_860,Jurong Lake District - Taman Jurong,Land Transport Authority,E590B792CC5EDADD,2022-02-16 13:57:18,4.370972590940542,103.74445729457801,1.328124998976465
kml_861,Jurong Lake District - Taman Jurong,Land Transport Authority,0D79CABD5F2DF633,2022-02-16 13:57:18,44.205075375894026,103.74463185962551,1.3279010565028584
kml_862,Jurong Lake District - Taman Jurong,Land Transport Authority,D1AA7A44FED14CD8,2022-02-16 13:57:18,42.41688968482343,103.74555356363894,1.325441229299727
kml_863,Jurong Lake District - Taman Jurong,LTA (Others),C1E69C960FD842E8,2022-02-16 13:57:18,18.03832452229997,103.7455507577482,1.3257071965985197
kml_864,Jurong Lake District - Taman Jurong,Land Transport Authority,26734F7B3E515C0E,2022-02-16 13:57:18,130.16024954528078,103.74551353905336,1.324704636895946
kml_865,Jurong Lake District - Taman Jurong,Land Transport Authority,447D5DF9678863E5,2022-02-16 13:57:18,93.49375595672491,103.74553585701612,1.3233906665256703
kml_866,Jurong Lake District - Taman Jurong,Land Transport Authority,185E6E2376401B35,2022-02-16 13:57:18,106.89951243907426,103.74548458687751,1.32224569789742
kml_867,Jurong Lake District - Taman Jurong,Land Transport Authority,6C517485796D420D,2022-02-16 13:57:18,14.5764284777724,103.74546195779686,1.3217002143083838
kml_868,Jurong Lake District - Taman Jurong,Land Transport Authority,0FD72977E6EADC0B,2022-02-16 13:57:18,27.70482851400842,103.7454064547816,1.3214050048927448
kml_869,Jurong Lake District - Taman Jurong,LTA (Others),F2B3215848A86554,2022-02-16 13:57:18,12.113300063413384,103.74544077903631,1.3215814389033598
kml_870,Jurong Lake District - Taman Jurong,Land Transport Authority,53E447D42C077A60,2022-02-16 13:57:18,108.24159960451632,103.74507868105495,1.3207238199538063
kml_871,Jurong Lake District - Taman Jurong,Land Transport Authority,0C675C1FC5859693,2022-02-16 13:57:18,16.368545584005048,103.74534847013457,1.3212145315710686
kml_872,Jurong Lake District - Taman Jurong,Land Transport Authority,7EC4502DE6BBA984,2022-02-16 13:57:18,62.2962533913386,103.74440231569012,1.320183095378508
kml_873,Jurong Lake District - Taman Jurong,LTA (Others),A821B9296544BA8C,2022-02-16 13:57:18,35.233514467985515,103.74550378953087,1.3228233629249941
kml_874,Jurong Lake District - Taman Jurong,LTA (Others),9B08C820F67DF56B,2022-02-16 13:57:18,40.24013288010194,103.74550307697416,1.3239850220405096
kml_875,Jurong Lake District - Taman Jurong,LTA (Others),2FC8E721949A373D,2022-02-16 13:57:18,29.780298209845938,103.744726415619,1.3202275215993349
kml_876,Jurong Lake District - Taman Jurong,Land Transport Authority,4E77AAB9717C2C86,2022-02-16 13:57:18,83.3870828609858,103.74367864538821,1.3203685928656692
kml_877,Jurong Lake District - Taman Jurong,Land Transport Authority,9F5368B840E6FFC2,2022-02-16 13:57:18,22.322003488082085,103.74334604588877,1.3206773747692184
kml_878,Jurong Lake District - Taman Jurong,Land Transport Authority,7D848EC32ADBC7AF,2022-02-16 13:57:18,4.804346177791603,103.7433463096925,1.32056874053534
kml_879,Jurong Lake District - Taman Jurong,LTA (Others),49355377578D8A53,2022-02-16 13:57:18,1.8061631212576674,103.74335854175149,1.3205415020035298
kml_880,Jurong Lake District - Taman Jurong,Land Transport Authority,4B30EB5B5679FC8B,2022-02-16 13:57:18,7.708685755730329,103.743349736985,1.3208375061971198
kml_881,Yishun,LTA (Others),BEBD5996DE1FA055,2022-02-16 13:57:18,23.04890677986429,103.83612955182043,1.435122108503149
kml_882,Yishun,LTA (Others),217B72C6AE67744E,2022-02-16 13:57:18,2.433842261075821,103.83608483097471,1.4351085829029424
kml_883,Yishun,LTA (Others),CE9A94D478A8EF1C,2022-02-16 13:57:18,45.906785436322465,103.84076278742441,1.432892312540912
kml_884,Yishun,LTA (Others),06FEEBA946D8CF58,2022-02-16 13:57:18,1.6893576748667876,103.841181472051,1.432483042998915
kml_885,Yishun,LTA (Others),0034579671EEF2F6,2022-02-16 13:57:18,1.6955311669101838,103.8413412272385,1.4323423767939598
kml_886,Yishun,LTA (Others),27FF96F72287E82F,2022-02-16 13:57:18,2.681408582765122,103.841599965382,1.4321147000233951
kml_887,Yishun,LTA (Others),0BFB52D216F863D6,2022-02-16 13:57:18,3.385738472466473,103.841777061973,1.431956964762425
kml_888,Yishun,LTA (Others),2E0F167FD4D822C8,2022-02-16 13:57:18,5.174357789790002,103.8419562485445,1.43176587337758
kml_889,Yishun,LTA (Others),BF8128159621D345,2022-02-16 13:57:18,6.388222405919128,103.8422551118995,1.431531930043235
kml_890,Jurong West,Town Council,482A9D80544440A5,2022-02-16 13:57:18,142.53117600831368,103.6994757003066,1.3468042742825062
kml_891,Jurong West,Town Council,1552F411473B93B4,2022-02-16 13:57:18,113.66496575255928,103.69926526722557,1.3488496269057724
kml_892,Jurong West,LTA (Others),BB932DD49CBE305A,2022-02-16 13:57:18,10.166076874425357,103.699754600994,1.3473856959800652
kml_893,Yishun,LTA (Others),3E3C6AC17D65FA94,2022-02-16 13:57:18,2.3388484429218255,103.84373567948951,1.42561071471492
kml_894,Yishun,LTA (Others),2208D31C72FD24FB,2022-02-16 13:57:18,2.087430089982226,103.84392726782201,1.42543096835723
kml_895,Yishun,LTA (Others),D68C48E25EEFEC33,2022-02-16 13:57:18,2.327396718458704,103.8441379857085,1.42523423794026
kml_896,Yishun,LTA (Others),A11EBD95FC18B8B7,2022-02-16 13:57:18,2.4109286189601735,103.8408082249885,1.4282480884972149
kml_897,Yishun,LTA (Others),1A51055B68FD757A,2022-02-16 13:57:18,10.770152791069085,103.835143370398,1.4146779457784953
kml_898,Yishun,LTA (Others),AC35FE37B5D79139,2022-02-16 13:57:18,0.8826391210485043,103.8351077894375,1.41461719741943
kml_899,Yishun,LTA (Others),8831B17AB1BD6FE9,2022-02-16 13:57:18,9.06331518155251,103.8346355466775,1.413668375709105
kml_900,Yishun,LTA (Others),E45C8CA48E599CD5,2022-02-16 13:57:18,9.064873538870675,103.83436065921548,1.4130375421992851
kml_901,Yishun,LTA (Others),69D4B55DD47A29A7,2022-02-16 13:57:18,2.135561471287098,103.83435164494152,1.41280500445597
kml_902,Yishun,LTA (Others),55863E951E602B8A,2022-02-16 13:57:18,1.969596604763959,103.834418560313,1.412528595077705
kml_903,Yishun,LTA (Others),D703729AE0E4F38F,2022-02-16 13:57:18,1.7518284835253382,103.8338416923055,1.4117225795391901
kml_904,Yishun,LTA (Others),B153EF282F403257,2022-02-16 13:57:18,1.9791811312460705,103.83356240810349,1.4115756240568
kml_905,Yishun,LTA (Others),6C35B67EC8735818,2022-02-16 13:57:18,2.2271984762873935,103.8333526345135,1.41144619466243
kml_906,Yishun,LTA (Others),23F7B4CD40179199,2022-02-16 13:57:18,8.135862949240503,103.83293929484199,1.41114884020815
kml_907,Yishun,LTA (Others),BB73B75426E66A69,2022-02-16 13:57:18,1.0157403243750478,103.832985983567,1.41118251330386
kml_908,Yishun,LTA (Others),8E243EB39FD22EA2,2022-02-16 13:57:18,1.4906793696554288,103.8328897706305,1.4111098811039149
kml_909,Yishun,LTA (Others),AA1E6F104CDA3E89,2022-02-16 13:57:18,43.552981222345636,103.83195450025899,1.41048747212061
kml_910,Yishun,LTA (Others),6AB5076561D8E544,2022-02-16 13:57:18,1.6955492985112643,103.846156035758,1.426654879100545
kml_911,Yishun,LTA (Others),FA0E28E4351B5855,2022-02-16 13:57:18,5.074588987765783,103.846165048877,1.4264552154132504
kml_912,Yishun,LTA (Others),C035859E680CE10B,2022-02-16 13:57:18,1.1813899169274893,103.84616904017348,1.42641035306668
kml_913,Yishun,LTA (Others),AC0ADEEE26C0530E,2022-02-16 13:57:18,1.4627999999283934,103.8461702154665,1.426317542270125
kml_914,Yishun,LTA (Others),644CE21AD09BED48,2022-02-16 13:57:18,12.45222545785499,103.8372442792885,1.42563954533618
kml_915,Yishun,LTA (Others),DBD533AF2FDB3D67,2022-02-16 13:57:18,38.36304886728564,103.83670432472383,1.4246811496394496
kml_916,Yishun,LTA (Others),DDF675E97D553803,2022-02-16 13:57:18,1.5236968023896478,103.83006799141751,1.4290445535327851
kml_917,Yishun,LTA (Others),43E86B605C7B1830,2022-02-16 13:57:18,1.3310756268105255,103.830171273565,1.428952284602095
kml_918,Yishun,LTA (Others),3AA4720823748B3D,2022-02-16 13:57:18,1.448520139688176,103.8303477758255,1.42879605508391
kml_919,Woodlands,Town Council (Others),1A04D79A2F0431A0,2022-02-16 13:57:18,8.592958938488938,103.801391951486,1.4428592691681401
kml_920,Sembawang,Land Transport Authority,7664E7B5D310088A,2022-02-16 13:57:18,45.25896900939167,103.82422887121093,1.4420369738736711
kml_921,Ang Mo Kio,LTA (Others),0CCD49E3E8BF3F1D,2022-02-16 13:57:18,7.570275541501581,103.83607887787,1.3852141519037748
kml_922,Toa Payoh,LTA (Others),B61C75C2212DA414,2022-02-16 13:57:18,17.4025567968364,103.852683363971,1.333594691304315
kml_923,Sembawang,LTA (Others),CEE12F9BAFD5FE8E,2022-02-16 13:57:18,3.834191710225401,103.82745877634082,1.4443531075821314
kml_924,Sembawang,Land Transport Authority,F3845031EF4649E8,2022-02-16 13:57:18,126.63265444149243,103.8239813308737,1.4432547307789874
kml_925,Tampines,Land Transport Authority,ED729402E5B29F72,2022-02-16 13:57:18,80.90583728838894,103.9335194151655,1.35061407775111
