Attributes STATION_NA,EXIT_CODE,INC_CRC,FMEL_UPD_D,last_updated,longitude,latitude
RAFFLES PLACE MRT STATION,Exit J,244D66DE744BCD47,20230127204435,2023-01-27 20:44:35,103.851296033431,1.28262623356678
RAFFLES PLACE MRT STATION,Exit F,0172739C99613BF7,20230127204435,2023-01-27 20:44:35,103.850960902093,1.28253857491919
RAFFLES PLACE MRT STATION,Exit I,5783A6CCBAC00283,20230127204435,2023-01-27 20:44:35,103.851433302399,1.28238230729746
TANJONG PAGAR MRT STATION,Exit E,BD38C5FD98D816FF,20230127204435,2023-01-27 20:44:35,103.847095791197,1.27625910113258
BENCOOLEN MRT STATION,Exit B,0DF43E9348A676BC,20230127204435,2023-01-27 20:44:35,103.849560477591,1.29819940045567
TAMPINES EAST MRT STATION,Exit C,FFF4C9A7B530851C,20230127204435,2023-01-27 20:44:35,103.955704711379,1.35555317150178
MATTAR MRT STATION,Exit A,6B8EB7C225C36578,20230127204435,2023-01-27 20:44:35,103.882732067245,1.3272514140918
TAMPINES MRT STATION,Exit E,CFE16BC8ECCE4D1A,20230127204435,2023-01-27 20:44:35,103.942658810694,1.35585344476425
UPPER CHANGI MRT STATION,Exit A,23F915FD4BA908AB,20230127204435,2023-01-27 20:44:35,103.961328480539,1.34186119734213
TAMPINES EAST MRT STATION,Exit B,192449D843551047,20230127204435,2023-01-27 20:44:35,103.955170014221,1.35558822639472
JALAN BESAR MRT STATION,Exit B,F845CB06D67E6A83,20230127204435,2023-01-27 20:44:35,103.855244564615,1.30546727989327
BEDOK NORTH MRT STATION,Exit A,D120C83FD7AA7B80,20230127204435,2023-01-27 20:44:35,103.918049823987,1.33512626621364
UPPER CHANGI MRT STATION,Exit A,FC43DB54B0E61973,20230127204435,2023-01-27 20:44:35,103.96096063019,1.3420065422681
BEDOK NORTH MRT STATION,Exit B,472D306FE205DA62,20230127204435,2023-01-27 20:44:35,103.919062823449,1.33416607444721
BENDEMEER MRT STATION,Exit B,5EC1075AF445471C,20230127204435,2023-01-27 20:44:35,103.863219231431,1.3134807250256
TAMPINES WEST MRT STATION,Exit A,6F2A56A935D2673D,20230127204435,2023-01-27 20:44:35,103.938196740006,1.34563058761391
UBI MRT STATION,Exit B,7CB7D918F6B5E915,20230127204435,2023-01-27 20:44:35,103.898585570916,1.32983077067473
FORT CANNING MRT STATION,Exit B,AF446178B7F1A586,20230127204435,2023-01-27 20:44:35,103.844425031565,1.29283027594572
BEDOK NORTH MRT STATION,Exit B,4D84939055694394,20230127204435,2023-01-27 20:44:35,103.919134302662,1.33437249020327
MATTAR MRT STATION,Exit B,63BE655DB172CD4E,20230127204435,2023-01-27 20:44:35,103.883748387313,1.32646352216707
FORT CANNING MRT STATION,Exit A,FC551044CAEAB201,20230127204435,2023-01-27 20:44:35,103.844170034197,1.29240609557825
UBI MRT STATION,Exit A,CAE96AD9A152877B,20230127204435,2023-01-27 20:44:35,103.899876690857,1.32995082828977
UPPER CHANGI MRT STATION,Exit C,9EAAA93AC64D4C2B,20230127204435,2023-01-27 20:44:35,103.96161727308,1.34199266734225
UPPER CHANGI MRT STATION,Exit B,D12B752513687695,20230127204435,2023-01-27 20:44:35,103.961476268426,1.34103767912256
TAMPINES EAST MRT STATION,Exit D,99EACB07EB87275F,20230127204435,2023-01-27 20:44:35,103.955717437922,1.35697019355667
TANJONG PAGAR MRT STATION,Exit F,39E16699C1976560,20230127204435,2023-01-27 20:44:35,103.846927580235,1.27737948810714
TANJONG PAGAR MRT STATION,Exit G,E1CC299B43F4C1C1,20230127204435,2023-01-27 20:44:35,103.846953147544,1.27778454036503
TANJONG PAGAR MRT STATION,Exit H,E922D2F204D2DA84,20230127204435,2023-01-27 20:44:35,103.846445088412,1.27545090434532
ESPLANADE MRT STATION,Exit E,5A8D40F4CDB7B0AD,20230127204435,2023-01-27 20:44:35,103.855567841069,1.29312881366023
ESPLANADE MRT STATION,Exit F,C6AC4E01D3816D01,20230127204435,2023-01-27 20:44:35,103.855104632111,1.29381950731267
ESPLANADE MRT STATION,Exit D,63956E6E46ECE3E0,20230127204435,2023-01-27 20:44:35,103.85583375579,1.29262374346665
PROMENADE MRT STATION,Exit B,BCC2873D65F6A92C,20230127204435,2023-01-27 20:44:35,103.860136884402,1.29386208787626
NICOLL HIGHWAY MRT STATION,Exit A,CE8447F8465B2FF7,20230127204435,2023-01-27 20:44:35,103.863505955243,1.30016968970884
STADIUM MRT STATION,Exit B,402BA10E05281F64,20230127204435,2023-01-27 20:44:35,103.876226233975,1.30337022602025
STADIUM MRT STATION,Exit A,CA5A16272BE38BEE,20230127204435,2023-01-27 20:44:35,103.874399988289,1.3025110877234
MOUNTBATTEN MRT STATION,Exit B,187A879D30D2F951,20230127204435,2023-01-27 20:44:35,103.883248292704,1.30604592566075
MOUNTBATTEN MRT STATION,Exit A,D4AA144302569724,20230127204435,2023-01-27 20:44:35,103.882597535734,1.30675271022847
DAKOTA MRT STATION,Exit A,A66FCFFDD49C15D3,20230127204435,2023-01-27 20:44:35,103.889307215344,1.30881418752426
DAKOTA MRT STATION,Exit B,AB5D405E46C647FB,20230127204435,2023-01-27 20:44:35,103.887979337682,1.30809675040545
PAYA LEBAR MRT STATION,Exit C,0EA7336E0E7F32CF,20230127204435,2023-01-27 20:44:35,103.891721121592,1.31814928543131
PAYA LEBAR MRT STATION,Exit D,786C0A6632548330,20230127204435,2023-01-27 20:44:35,103.892077699246,1.31658771946928
PROMENADE MRT STATION,Exit C,DF287781847E65C1,20230127204435,2023-01-27 20:44:35,103.860236484112,1.29410275636151
KHATIB MRT STATION,Exit D,67A576351EE1E7DB,20230127204435,2023-01-27 20:44:35,103.833231020039,1.41786903711686
SIMEI MRT STATION,Exit A,FE7E73B9E2A00E1D,20230127204435,2023-01-27 20:44:35,103.953818676297,1.34266179453371
BEDOK MRT STATION,Exit C,D5D6C1E315FDB9D7,20230127204435,2023-01-27 20:44:35,103.929404279689,1.32407464586546
BUGIS MRT STATION,Exit D,1AC0E726E51FF630,20230127204435,2023-01-27 20:44:35,103.856890654867,1.29907884888673
CITY HALL MRT STATION,Exit C,6F31D6D44E1CD68C,20230127204435,2023-01-27 20:44:35,103.852980287708,1.29304184790826
QUEENSTOWN MRT STATION,Exit C,45F7FB42BEF80E73,20230127204435,2023-01-27 20:44:35,103.805584729896,1.2954462560701
QUEENSTOWN MRT STATION,Exit D,323A1F8C0515C318,20230127204435,2023-01-27 20:44:35,103.805492204888,1.29538293052613
COMMONWEALTH MRT STATION,Exit C,4759AD8699CAAFEB,20230127204435,2023-01-27 20:44:35,103.798778572605,1.30207704580319
COMMONWEALTH MRT STATION,Exit D,5C10631FF88A2A31,20230127204435,2023-01-27 20:44:35,103.798720258772,1.30201271935133
CLEMENTI MRT STATION,Exit D,1BCD78C2E2F0AEBA,20230127204435,2023-01-27 20:44:35,103.765570116184,1.314078414345
CLEMENTI MRT STATION,Exit C,B42D779AB82F42CF,20230127204435,2023-01-27 20:44:35,103.765749815719,1.31416229810691
JURONG EAST MRT STATION,Exit D,F6949D2149A78ED9,20230127204435,2023-01-27 20:44:35,103.742298193307,1.33358133108919
ANG MO KIO MRT STATION,Exit D,2FA1606517F7F394,20230127204435,2023-01-27 20:44:35,103.84982457248,1.36988237526817
SOMERSET MRT STATION,Exit C,947DEBE26C775910,20230127204435,2023-01-27 20:44:35,103.838765584281,1.30043622058993
SOMERSET MRT STATION,Exit D,C8C03BAA2804D6D1,20230127204435,2023-01-27 20:44:35,103.839734148085,1.30024113867986
MARINA SOUTH PIER MRT STATION,Exit A,F068727788589ACD,20230127204435,2023-01-27 20:44:35,103.86233005097,1.27052998951863
MARINA SOUTH PIER MRT STATION,Exit B,C73EE0EE2FBED722,20230127204435,2023-01-27 20:44:35,103.863579669764,1.27143783716222
CHINATOWN MRT STATION,Exit G,6EAFAD60E5DC5EB3,20230127204435,2023-01-27 20:44:35,103.84445854173,1.28473608363703
CHINATOWN MRT STATION,Exit F,F311BD73BF790D1C,20230127204435,2023-01-27 20:44:35,103.845462531796,1.28427477607278
BUKIT PANJANG MRT STATION,Exit B,BE5F7B68E04895BE,20230127204435,2023-01-27 20:44:35,103.761370504957,1.37861889401251
HILLVIEW MRT STATION,Exit A,4A8EA2D66E8ECDA8,20230127204435,2023-01-27 20:44:35,103.767688290103,1.36247423794507
BEAUTY WORLD MRT STATION,Exit A,D320410A69021932,20230127204435,2023-01-27 20:44:35,103.775984296226,1.3416961499328
BEAUTY WORLD MRT STATION,Exit C,7E2D6AAB2D36BBBA,20230127204435,2023-01-27 20:44:35,103.775761545626,1.33998187378458
KING ALBERT PARK MRT STATION,Exit B,DAE9E8760965D45A,20230127204435,2023-01-27 20:44:35,103.784561584781,1.33597604551556
SIXTH AVENUE MRT STATION,Exit B,10CC04828E7C82D8,20230127204435,2023-01-27 20:44:35,103.796848178229,1.33152130143572
TAN KAH KEE MRT STATION,Exit B,A5B4AAE12B40643B,20230127204435,2023-01-27 20:44:35,103.807800873707,1.32614615882549
BOTANIC GARDENS MRT STATION,Exit B,1D8ACE3D804EFC33,20230127204435,2023-01-27 20:44:35,103.815914145792,1.32268461233639
NEWTON MRT STATION,Exit C,D977970135729EB8,20230127204435,2023-01-27 20:44:35,103.838242381635,1.31361726914981
LITTLE INDIA MRT STATION,Exit F,5617CFEE626840BB,20230127204435,2023-01-27 20:44:35,103.848304399136,1.30768353655885
ROCHOR MRT STATION,Exit B,5F1E6F573314E1E3,20230127204435,2023-01-27 20:44:35,103.853104335649,1.30421477703374
DOWNTOWN MRT STATION,Exit A,AD2F8B7AE573BE63,20230127204435,2023-01-27 20:44:35,103.852646560011,1.27977345528297
