Attributes STATION_NA,EXIT_CODE,INC_CRC,FMEL_UPD_D,last_updated,longitude,latitude
TAMPINES MRT STATION,Exit F,2E179BE5B3B6B091,20230127204435,2023-01-27 20:44:35,103.942653681878,1.35419392760642
GEYLANG BAHRU MRT STATION,Exit A,31AEB6AC99986A23,20230127204435,2023-01-27 20:44:35,103.871555607569,1.32156169874025
TAMPINES EAST MRT STATION,Exit A,CBB2A963BF33C276,20230127204435,2023-01-27 20:44:35,103.954540440781,1.35646076166742
CHOA CHU KANG MRT STATION,Exit A,51E0066A5AD1C4F1,20230127204435,2023-01-27 20:44:35,103.744557135368,1.38543128087598
ORCHARD MRT STATION,Exit 3,9C4A361AF93F75D2,20230127204435,2023-01-27 20:44:35,103.832770796508,1.30416113765593
ORCHARD MRT STATION,Exit 7,4E4D642287D1546E,20230127204435,2023-01-27 20:44:35,103.832171601239,1.30316753447888
SOMERSET MRT STATION,Exit B,87BD98DB1E154EDA,20230127204435,2023-01-27 20:44:35,103.838458985164,1.30076651877174
DHOBY GHAUT MRT STATION,Exit A,348F2D3D9B9B7760,20230127204435,2023-01-27 20:44:35,103.846787971786,1.29844509204817
DHOBY GHAUT MRT STATION,Exit B,BBEA402CB9EF9C2E,20230127204435,2023-01-27 20:44:35,103.845229558929,1.29905589070891
DHOBY GHAUT MRT STATION,Exit E,F3513EFAD04F7A68,20230127204435,2023-01-27 20:44:35,103.84537229423,1.29974847066982
DHOBY GHAUT MRT STATION,Exit F,3DC596781F39163C,20230127204435,2023-01-27 20:44:35,103.845842318018,1.29963489191106
BUGIS MRT STATION,Exit C,9A6B839F19EEBCD4,20230127204435,2023-01-27 20:44:35,103.855685703914,1.30000694069987
CITY HALL MRT STATION,Exit A,762708380AC6662A,20230127204435,2023-01-27 20:44:35,103.853020413551,1.29322711034183
CITY HALL MRT STATION,Exit B,16ABA07E07EB8482,20230127204435,2023-01-27 20:44:35,103.851960217746,1.29309991857995
BUGIS MRT STATION,Exit B,5BA6737A900E594D,20230127204435,2023-01-27 20:44:35,103.856336627673,1.3007821987657
BUGIS MRT STATION,Exit A,A06B8C4EF9D0D3CF,20230127204435,2023-01-27 20:44:35,103.855924081461,1.30120408956464
OUTRAM PARK MRT STATION,Exit 1,9240996FD39C6AB0,20230127204435,2023-01-27 20:44:35,103.838657701712,1.2816024282435
OUTRAM PARK MRT STATION,Exit 2,E6EE8657F042CAA7,20230127204435,2023-01-27 20:44:35,103.838934837217,1.28167534568857
TANJONG PAGAR MRT STATION,Exit B,B6A65715434862A9,20230127204435,2023-01-27 20:44:35,103.846544590474,1.2766717422527
TANJONG PAGAR MRT STATION,Exit A,1052749762F1E1E3,20230127204435,2023-01-27 20:44:35,103.84483401421,1.27640850073994
TANJONG PAGAR MRT STATION,Exit C,44F1B6273F87FEDF,20230127204435,2023-01-27 20:44:35,103.846533557964,1.27608922999502
TANJONG PAGAR MRT STATION,Exit D,8B6F9D10513EFA49,20230127204435,2023-01-27 20:44:35,103.846908800204,1.27606482826343
RAFFLES PLACE MRT STATION,Exit H,3363214AF138AD7A,20230127204435,2023-01-27 20:44:35,103.851621715866,1.28525828120125
RAFFLES PLACE MRT STATION,Exit E,40F9660EB1C4C12E,20230127204435,2023-01-27 20:44:35,103.851522595155,1.28321158212436
RAFFLES PLACE MRT STATION,Exit B,F5DECEDB9FFE5F33,20230127204435,2023-01-27 20:44:35,103.851479978299,1.28460687453702
RAFFLES PLACE MRT STATION,Exit G,229B46DF8A1250CC,20230127204435,2023-01-27 20:44:35,103.851478131997,1.28501689730178
RAFFLES PLACE MRT STATION,Exit A,7908CDF860503E38,20230127204435,2023-01-27 20:44:35,103.851438353658,1.28412514770369
RAFFLES PLACE MRT STATION,Exit D,BDC3B51F0318BD2C,20230127204435,2023-01-27 20:44:35,103.851353214562,1.28364139087742
DHOBY GHAUT MRT STATION,Exit D,94631C7F11FCE747,20230127204435,2023-01-27 20:44:35,103.845030131864,1.29993066561743
OUTRAM PARK MRT STATION,Exit 4,7A26F4DA0D6151ED,20230127204435,2023-01-27 20:44:35,103.840386787096,1.28021335386912
OUTRAM PARK MRT STATION,Exit 5,C6452A7F824358BC,20230127204435,2023-01-27 20:44:35,103.839549241441,1.2789469557329
OUTRAM PARK MRT STATION,Exit 6,CBF6275E32E848D8,20230127204435,2023-01-27 20:44:35,103.838537251968,1.27905123851202
CLARKE QUAY MRT STATION,Exit C,4217F1A02B8B47A7,20230127204435,2023-01-27 20:44:35,103.846665833855,1.28938385187247
CLARKE QUAY MRT STATION,Exit F,18FD71C7FA6C0E2A,20230127204435,2023-01-27 20:44:35,103.847129742733,1.28940556680266
CLARKE QUAY MRT STATION,Exit A,BC3B9F37FEEA2F7D,20230127204435,2023-01-27 20:44:35,103.846064543773,1.28689878783571
CLARKE QUAY MRT STATION,Exit E,E4C1DE41B6ED8311,20230127204435,2023-01-27 20:44:35,103.847032643299,1.28900018307139
CHINATOWN MRT STATION,Exit C,872CCBBC52D205A8,20230127204435,2023-01-27 20:44:35,103.842812853584,1.2846748973681
CHOA CHU KANG LRT STATION,Exit B,C3478FBF9D9DA5A3,20230127204435,2023-01-27 20:44:35,103.744595143026,1.38497966418718
CHINATOWN MRT STATION,Exit E,A5191DE73F930CFE,20230127204435,2023-01-27 20:44:35,103.844428119405,1.28504408060892
QUEENSTOWN MRT STATION,Exit A,2B9707C0F0ECEFC8,20230127204435,2023-01-27 20:44:35,103.806182777133,1.29424726215095
REDHILL MRT STATION,Exit A,08AE2164E30DF4A7,20230127204435,2023-01-27 20:44:35,103.816994458553,1.28937070467351
REDHILL MRT STATION,Exit B,C665A340A5A6CBEC,20230127204435,2023-01-27 20:44:35,103.81724937308,1.28948587536099
COMMONWEALTH MRT STATION,Exit B,07C70283FD8BEFD4,20230127204435,2023-01-27 20:44:35,103.798057882031,1.30275277699775
COMMONWEALTH MRT STATION,Exit A,2DDDE6ED2CFECBB8,20230127204435,2023-01-27 20:44:35,103.797958292266,1.30264816140773
TIONG BAHRU MRT STATION,Exit A,B5B30BE2B81082CE,20230127204435,2023-01-27 20:44:35,103.826990595146,1.28575945589882
TIONG BAHRU MRT STATION,Exit B,6D56F8B0A81292DB,20230127204435,2023-01-27 20:44:35,103.827496413393,1.28636194139043
HARBOURFRONT MRT STATION,Exit C,B43EC60E1D8817B8,20230127204435,2023-01-27 20:44:35,103.822531651626,1.26525988373469
HARBOURFRONT MRT STATION,Exit B,F2A67B74844A3E35,20230127204435,2023-01-27 20:44:35,103.820508811132,1.2651546823432
ORCHARD MRT STATION,Exit 4,7055832BEE42BDA7,20230127204435,2023-01-27 20:44:35,103.832039800882,1.30456047411925
ORCHARD MRT STATION,Exit 1,EA3B90BA295EFD84,20230127204435,2023-01-27 20:44:35,103.832524259379,1.30489217813715
NEWTON MRT STATION,Exit A,3A315A2361D88723,20230127204435,2023-01-27 20:44:35,103.837881325391,1.31259779668808
NEWTON MRT STATION,Exit B,B75D0390F4B7FDF5,20230127204435,2023-01-27 20:44:35,103.838219069361,1.31207546212127
ORCHARD MRT STATION,Exit 2,5EA01AD2A9EE377D,20230127204435,2023-01-27 20:44:35,103.832619611515,1.30435439856042
LAVENDER MRT STATION,Exit A,67781AFE7035C87A,20230127204435,2023-01-27 20:44:35,103.863043062903,1.30716946047274
LAVENDER MRT STATION,Exit B,79E658884200F5CF,20230127204435,2023-01-27 20:44:35,103.862650316623,1.30761853913167
KALLANG MRT STATION,Exit B,6CF9B446E7CA4054,20230127204435,2023-01-27 20:44:35,103.871587075861,1.3117817705438
KALLANG MRT STATION,Exit A,C4FA9AF262FF43C1,20230127204435,2023-01-27 20:44:35,103.871730564168,1.31154048297553
ALJUNIED MRT STATION,Exit B,7C42B43D848F246C,20230127204435,2023-01-27 20:44:35,103.882472887782,1.31648793030408
ALJUNIED MRT STATION,Exit A,045EB7203A0A5B4F,20230127204435,2023-01-27 20:44:35,103.882496650457,1.31623848534471
LITTLE INDIA MRT STATION,Exit B,6ABD7125ED6CAD9B,20230127204435,2023-01-27 20:44:35,103.848985089711,1.30656355535778
FARRER PARK MRT STATION,Exit B,4A1DAEFD59468463,20230127204435,2023-01-27 20:44:35,103.854763767756,1.3135439659757
FARRER PARK MRT STATION,Exit E,6F1834F3D5171B51,20230127204435,2023-01-27 20:44:35,103.85265097068,1.31188353723816
FARRER PARK MRT STATION,Exit F,F1BDA4510E572B33,20230127204435,2023-01-27 20:44:35,103.853199391142,1.31142204648133
PROMENADE MRT STATION,Exit A,9EAAD1597236079B,20230127204435,2023-01-27 20:44:35,103.860673611302,1.29171166099886
TOA PAYOH MRT STATION,Exit A,4345E66C22E984AC,20230127204435,2023-01-27 20:44:35,103.847723804314,1.33237644203021
LAKESIDE MRT STATION,Exit A,33F25E28EB4DD76D,20230127204435,2023-01-27 20:44:35,103.720448529393,1.3439833412622
CHINESE GARDEN MRT STATION,Exit C,34270BC7D85E5169,20230127204435,2023-01-27 20:44:35,103.733393135763,1.34156582633258
CHINESE GARDEN MRT STATION,Exit B,F57ABC73B061CF8C,20230127204435,2023-01-27 20:44:35,103.732741825545,1.34198208956493
CHINESE GARDEN MRT STATION,Exit A,D5745B5A724E8909,20230127204435,2023-01-27 20:44:35,103.732220154829,1.34243874323998
JURONG EAST MRT STATION,Exit C,62C94126CEE417F0,20230127204435,2023-01-27 20:44:35,103.742762081653,1.33274868462584
JURONG EAST MRT STATION,Exit A,C166FA1DA983F4C3,20230127204435,2023-01-27 20:44:35,103.741759898309,1.33398960393819
JURONG EAST MRT STATION,Exit B,133799CC6DC30D46,20230127204435,2023-01-27 20:44:35,103.742640162983,1.33252623564817
YEW TEE MRT STATION,Exit B,35EAF4829E8E58D0,20230127204435,2023-01-27 20:44:35,103.747329880035,1.39806776806003
YEW TEE MRT STATION,Exit A,3C305BEEF18066B9,20230127204435,2023-01-27 20:44:35,103.747195166471,1.39765547935269
YEW TEE MRT STATION,Exit C,A5C5202910FC0B3E,20230127204435,2023-01-27 20:44:35,103.74743189325,1.39700077173066
YEW TEE MRT STATION,Exit D,992342EAF6984144,20230127204435,2023-01-27 20:44:35,103.747111431,1.39727251197228
BUKIT GOMBAK MRT STATION,Exit B,DE40965F683CCE3E,20230127204435,2023-01-27 20:44:35,103.752092995698,1.35869526126909
KEAT HONG LRT STATION,Exit A,C7644F242A74A168,20230127204435,2023-01-27 20:44:35,103.749226841606,1.37846496701683
TECK WHYE LRT STATION,Exit A,E0F222D52301D3A3,20230127204435,2023-01-27 20:44:35,103.753826102342,1.37656419493699
PHOENIX LRT STATION,Exit A,C7F6410B1E2A01E2,20230127204435,2023-01-27 20:44:35,103.758252475106,1.37861406821397
BUKIT PANJANG MRT STATION,Exit A,68EDD0201493E175,20230127204435,2023-01-27 20:44:35,103.759597843573,1.38074511730578
BUANGKOK MRT STATION,Exit A,7C714ED058155F67,20230726173129,2023-07-26 17:31:29,103.892883836731,1.3834097909899
TELOK AYER MRT STATION,Exit B,0482FD5CBD7B912B,20230127204435,2023-01-27 20:44:35,103.84877332816,1.28249727503873
ONE-NORTH MRT STATION,Exit D,5C641090FA13AD51,20230127204435,2023-01-27 20:44:35,103.787784810554,1.30007470288421
KENT RIDGE MRT STATION,Exit C,AE7207C0705527D0,20230127204435,2023-01-27 20:44:35,103.784490451682,1.29398478516701
KENT RIDGE MRT STATION,Exit D,E895460A627947D4,20230127204435,2023-01-27 20:44:35,103.784534656639,1.29321880284117
LITTLE INDIA MRT STATION,Exit D,ADDF2D4CC49805FA,20230127204435,2023-01-27 20:44:35,103.848999982241,1.30685473719087
BUKIT PANJANG MRT STATION,Exit A,46B17181D8944278,20230127204435,2023-01-27 20:44:35,103.762034360871,1.37876623763886
CHOA CHU KANG MRT STATION,Exit A,AADCDA84B1CB7302,20230127204435,2023-01-27 20:44:35,103.744560000291,1.38539999996952
CHOA CHU KANG MRT STATION,Exit B,4DDA5EEBC0D64FFE,20230127204435,2023-01-27 20:44:35,103.744470000052,1.38459999970902
CHOA CHU KANG MRT STATION,Exit C,BFC5700660BC9DF6,20230127204435,2023-01-27 20:44:35,103.74447000019,1.38572999956458
CHOA CHU KANG MRT STATION,Exit D,10C24E69D8E231DD,20230127204435,2023-01-27 20:44:35,103.744110000392,1.38536999970775
CHOA CHU KANG LRT STATION,Exit E,B31E5041452C3958,20230127204435,2023-01-27 20:44:35,103.744620000447,1.38499999972745
GUL CIRCLE MRT STATION,Exit A,F7C62DDD2A73BCC1,20230127204435,2023-01-27 20:44:35,103.660444143859,1.31903226656851
GUL CIRCLE MRT STATION,Exit B,E5B02C31AEAEB829,20230127204435,2023-01-27 20:44:35,103.659434945517,1.31883718313345
TUAS CRESCENT MRT STATION,Exit A,6395E3FC8B63D35B,20230127204435,2023-01-27 20:44:35,103.648958741267,1.32076381711222
TUAS CRESCENT MRT STATION,Exit B,D98379EE652ED92E,20230127204435,2023-01-27 20:44:35,103.649286789109,1.32124359639868
TUAS WEST ROAD MRT STATION,Exit A,7C93D36D12D462DA,20230127204435,2023-01-27 20:44:35,103.639284344709,1.32987242413926
TUAS WEST ROAD MRT STATION,Exit B,9982881E8A76BEDD,20230127204435,2023-01-27 20:44:35,103.639790711295,1.33018233023207
TUAS LINK MRT STATION,Exit A,124B3EF02A2AD8EF,20230127204435,2023-01-27 20:44:35,103.637245720022,1.34042689920514
TUAS LINK MRT STATION,Exit B,4EB65BBF499F04BE,20230127204435,2023-01-27 20:44:35,103.636840667474,1.34094007226858
EXPO MRT STATION,Exit C,E79BB6D2D2002821,20230127204435,2023-01-27 20:44:35,103.962161021864,1.33595097171569
EXPO MRT STATION,Exit D,7559EFD8098C1D02,20230127204435,2023-01-27 20:44:35,103.963100681762,1.33483488834327
MACPHERSON MRT STATION,Exit E,5285256719923C73,20230127204435,2023-01-27 20:44:35,103.888615211677,1.32619277755048
EXPO MRT STATION,Exit E,906C9579A92CF7A4,20230127204435,2023-01-27 20:44:35,103.962123376874,1.33486331350548
MACPHERSON MRT STATION,Exit D,DB18BEBDD5326092,20230127204435,2023-01-27 20:44:35,103.888454834376,1.32514545867968
EXPO MRT STATION,Exit G,0C14825AD577B2E3,20230127204435,2023-01-27 20:44:35,103.963049007432,1.33501932038682
EXPO MRT STATION,Exit A,8F171DDEC2A3C476,20230127204435,2023-01-27 20:44:35,103.961836795084,1.33548282216596
EXPO MRT STATION,Exit F,6E43F01A7FD410B2,20230127204435,2023-01-27 20:44:35,103.96286574628,1.33471194824107
SPRINGLEAF MRT STATION,Exit 2,CAB3151915361262,20230127204435,2023-01-27 20:44:35,103.818390607138,1.39782080405751
SPRINGLEAF MRT STATION,Exit 3,8D6ED46D4B845735,20230127204435,2023-01-27 20:44:35,103.818081623801,1.39768417887856
WOODLANDS NORTH MRT STATION,Exit 1,469EE4BF80F069CC,20230127204435,2023-01-27 20:44:35,103.785429080675,1.44793650249651
WOODLANDS NORTH MRT STATION,Exit 2,72D10D55C51FC3F5,20230127204435,2023-01-27 20:44:35,103.785102271425,1.44904729970725
WOODLANDS MRT STATION,Exit 5,372C516598D98235,20230127204435,2023-01-27 20:44:35,103.788964328113,1.43584393593589
WOODLANDS MRT STATION,Exit 7,AD7053030CB8BF9F,20230127204435,2023-01-27 20:44:35,103.787976768822,1.43449552583778
WOODLANDS SOUTH MRT STATION,Exit 1,45D78AD571DA0977,20230127204435,2023-01-27 20:44:35,103.793027463346,1.4273020172478
WOODLANDS SOUTH MRT STATION,Exit 2,E9A31A80A570C976,20230127204435,2023-01-27 20:44:35,103.793413692732,1.42760496413455
WOODLANDS SOUTH MRT STATION,Exit 3,6518624D5602BB64,20230127204435,2023-01-27 20:44:35,103.794560497858,1.42742676003562
WOODLANDS SOUTH MRT STATION,Exit 4,2F1F88360B17E436,20230127204435,2023-01-27 20:44:35,103.794423831787,1.42668424080276
SPRINGLEAF MRT STATION,Exit 1,122980157DCB57C6,20230127204435,2023-01-27 20:44:35,103.818003414954,1.39878724836535
LENTOR MRT STATION,Exit 2,1D02FE80AE160F4F,20230127204435,2023-01-27 20:44:35,103.835823452024,1.38589099008684
LENTOR MRT STATION,Exit 1,AD8355986951011E,20230127204435,2023-01-27 20:44:35,103.835359976701,1.38540982990749
LENTOR MRT STATION,Exit 3,26CD4A0F04FEAE7A,20230127204435,2023-01-27 20:44:35,103.837398080029,1.38460195423691
LENTOR MRT STATION,Exit 4,872548D8089E5C63,20230127204435,2023-01-27 20:44:35,103.837338660064,1.3836277515433
LENTOR MRT STATION,Exit 5,1DBB7D760352881C,20230127204435,2023-01-27 20:44:35,103.836839532696,1.38416237536177
MAYFLOWER MRT STATION,Exit 3,03D1FF1990E162EB,20230127204435,2023-01-27 20:44:35,103.837461041245,1.37353209209743
MAYFLOWER MRT STATION,Exit 2,4F085EF4AAB00599,20230127204435,2023-01-27 20:44:35,103.837031676998,1.37371976104919
MAYFLOWER MRT STATION,Exit 1,4C504570F6BC8EC3,20230127204435,2023-01-27 20:44:35,103.83671675131,1.37270397234703
MAYFLOWER MRT STATION,Exit 7,0C15214EBA575804,20230127204435,2023-01-27 20:44:35,103.83628496724,1.37137730761848
MAYFLOWER MRT STATION,Exit 4,AE51C872434B37D7,20230127204435,2023-01-27 20:44:35,103.836795978097,1.37127632290154
MAYFLOWER MRT STATION,Exit 5,728784A5D5FEAA7A,20230127204435,2023-01-27 20:44:35,103.836760326587,1.37077733815485
MAYFLOWER MRT STATION,Exit 6,64DA1E7B1619F148,20230127204435,2023-01-27 20:44:35,103.836308734746,1.37089614419322
BRIGHT HILL MRT STATION,Exit 1,CFB9350F44E8991A,20230127204435,2023-01-27 20:44:35,103.833635413994,1.36403718216562
BRIGHT HILL MRT STATION,Exit 2,F273E9D550B06062,20230127204435,2023-01-27 20:44:35,103.833510631569,1.36328276235517
BRIGHT HILL MRT STATION,Exit 4,BC4A442B12F99E85,20230127204435,2023-01-27 20:44:35,103.831953829452,1.3631639565255
BRIGHT HILL MRT STATION,Exit 3,2A45076ED986B275,20230127204435,2023-01-27 20:44:35,103.832375711055,1.36218380484981
UPPER THOMSON MRT STATION,Exit 2,3EA737829473A972,20230127204435,2023-01-27 20:44:35,103.831833009004,1.35573657470655
UPPER THOMSON MRT STATION,Exit 1,02A569EE1B9EC73B,20230127204435,2023-01-27 20:44:35,103.831916196892,1.35483364468235
UPPER THOMSON MRT STATION,Exit 5,2313E9492AA32861,20230127204435,2023-01-27 20:44:35,103.83263517825,1.35441782186373
UPPER THOMSON MRT STATION,Exit 3,A00E2C99CAD73E80,20230127204435,2023-01-27 20:44:35,103.833924590606,1.35414456637885
UPPER THOMSON MRT STATION,Exit 4,7A835D396BF0703F,20230127204435,2023-01-27 20:44:35,103.833793867314,1.35350301029652
CALDECOTT MRT STATION,Exit 2,00BCCDD48A0A19AB,20230127204435,2023-01-27 20:44:35,103.840387499238,1.33825972994181
CALDECOTT MRT STATION,Exit 3,857DEE03468202D9,20230127204435,2023-01-27 20:44:35,103.840464745299,1.33783202317926
CALDECOTT MRT STATION,Exit 4,907574C903E3C5B1,20230127204435,2023-01-27 20:44:35,103.839882429752,1.33675087511065
CANBERRA MRT STATION,Exit D,DD34E7FB97694745,20230127204435,2023-01-27 20:44:35,103.829254643947,1.44351133884481
CANBERRA MRT STATION,Exit A,749D0975B17D266E,20230127204435,2023-01-27 20:44:35,103.829527975861,1.44363014106056
CANBERRA MRT STATION,Exit C,B2A3B66D0D93D04A,20230127204435,2023-01-27 20:44:35,103.829700293337,1.44280446541205
CANBERRA MRT STATION,Exit B,5CC317629EEEF874,20230127204435,2023-01-27 20:44:35,103.829961741209,1.44293514818295
CANBERRA MRT STATION,Exit E,9BEA4511424691E9,20230127204435,2023-01-27 20:44:35,103.830116233173,1.44325591355701
WOODLANDS MRT STATION,Exit 2,A981B455F405BCC2,20230127204435,2023-01-27 20:44:35,103.786508083762,1.43667311468753
WOODLANDS MRT STATION,Exit 3,ABE9AA34AD7D1F14,20230127204435,2023-01-27 20:44:35,103.787108225411,1.43724336703986
WOODLANDS MRT STATION,Exit 4,D82504FE62821345,20230127204435,2023-01-27 20:44:35,103.788005465669,1.43754037357975
WOODLANDS MRT STATION,Exit 1,5CB3F601FBDF6CC4,20230127204435,2023-01-27 20:44:35,103.785735624465,1.43669687524624
WOODLANDS MRT STATION,Exit 6,F7F55451430108C4,20230127204435,2023-01-27 20:44:35,103.789089109752,1.43481517513889
WOODLANDS SOUTH MRT STATION,Exit 5,DADA67E3382ACDE0,20230127204435,2023-01-27 20:44:35,103.79436521102,1.42584338690928
FERNVALE LRT STATION,Exit A,92D152D45E445F84,20230127204435,2023-01-27 20:44:35,103.876261653892,1.3921582676261
BUKIT PANJANG LRT STATION,Exit C,C1FCA2C604034AB0,20230127204435,2023-01-27 20:44:35,103.762722523556,1.37792792775255
BUKIT PANJANG LRT STATION,Exit D,0D013B4A269EF17B,20230127204435,2023-01-27 20:44:35,103.763251851956,1.37802410264834
TANAH MERAH MRT STATION,Exit B,A923EE234A94C8FF,20230127204435,2023-01-27 20:44:35,103.945723041582,1.32706127581436
TANAH MERAH MRT STATION,Exit A,36F95FB516EC35CE,20230127204435,2023-01-27 20:44:35,103.945794727929,1.32685774838818
CLEMENTI MRT STATION,Exit A,A9519BF912A2133C,20230127204435,2023-01-27 20:44:35,103.764982102595,1.31537355787444
CLEMENTI MRT STATION,Exit B,B7D91BDACAA183E1,20230127204435,2023-01-27 20:44:35,103.765185566729,1.31546912943168
BUONA VISTA MRT STATION,Exit A,EE2D2107B28FC4C5,20230127204435,2023-01-27 20:44:35,103.790449175303,1.30730945077024
BUONA VISTA MRT STATION,Exit B,95621469AB2856E4,20230127204435,2023-01-27 20:44:35,103.790656619433,1.30719725705854
BUONA VISTA MRT STATION,Exit C,F92A8D113B600232,20230127204435,2023-01-27 20:44:35,103.79059939037,1.30691288861046
QUEENSTOWN MRT STATION,Exit B,C54B2E9241AC7587,20230127204435,2023-01-27 20:44:35,103.806311472758,1.29432990890605
CHENG LIM LRT STATION,Exit A,FC07F81DEF01BAAF,20230127204435,2023-01-27 20:44:35,103.893684874277,1.39637321823541
CHENG LIM LRT STATION,Exit B,1BE9F4E72D049751,20230127204435,2023-01-27 20:44:35,103.893920331573,1.3961869711233
THANGGAM LRT STATION,Exit A,16EC7E9FB469AE26,20230127204435,2023-01-27 20:44:35,103.875566364382,1.39719803592397
THANGGAM LRT STATION,Exit B,256206889802450A,20230127204435,2023-01-27 20:44:35,103.875686836958,1.39719245833865
KUPANG LRT STATION,Exit A,62EDCA2810CF78CE,20230127204435,2023-01-27 20:44:35,103.881139169799,1.39828419776009
KUPANG LRT STATION,Exit B,EC95D6994C36C7C2,20230127204435,2023-01-27 20:44:35,103.881137936207,1.39815879147241
FARMWAY LRT STATION,Exit A,B5FE598CC9473CDE,20230127204435,2023-01-27 20:44:35,103.889407447882,1.39720034457508
FARMWAY LRT STATION,Exit B,C66585DE1453A1EF,20230127204435,2023-01-27 20:44:35,103.889115016848,1.39713347750584
LAYAR LRT STATION,Exit A,213B4B13C275292B,20230127204435,2023-01-27 20:44:35,103.880159730519,1.39202617213173
LAYAR LRT STATION,Exit B,F757F13626617675,20230127204435,2023-01-27 20:44:35,103.880142799143,1.39214453741467
KRANJI MRT STATION,Exit B,E0BD26E3F5EE18B9,20230127204435,2023-01-27 20:44:35,103.761940606096,1.42485264466106
KRANJI MRT STATION,Exit A,91BDDFEBA5A15383,20230127204435,2023-01-27 20:44:35,103.762018515591,1.42473917121754
MARSILING MRT STATION,Exit C,BC10B89687EB57DF,20230127204435,2023-01-27 20:44:35,103.773820451036,1.43246952240006
MARSILING MRT STATION,Exit A,A4DF45D1ABCFAC02,20230127204435,2023-01-27 20:44:35,103.774210493312,1.43280169435331
PAYA LEBAR MRT STATION,Exit A,CC4D13D27CAEA2B1,20230127204435,2023-01-27 20:44:35,103.892788324105,1.31821599215008
PAYA LEBAR MRT STATION,Exit B,69CB616E4522ABA4,20230127204435,2023-01-27 20:44:35,103.892217168632,1.31834746689885
YIO CHU KANG MRT STATION,Exit C,896C97CCBA89A32A,20230127204435,2023-01-27 20:44:35,103.844645760434,1.38195362130605
YIO CHU KANG MRT STATION,Exit A,03DE662B8A72F32A,20230127204435,2023-01-27 20:44:35,103.844834195491,1.3816444074307
YIO CHU KANG MRT STATION,Exit B,F73C9CE1485EDFF0,20230127204435,2023-01-27 20:44:35,103.844946847542,1.38154752053604
ADMIRALTY MRT STATION,Exit C,887FE97DECFFEA05,20230127204435,2023-01-27 20:44:35,103.80054245816,1.44059628565794
ADMIRALTY MRT STATION,Exit A,071776EA2CE1E3E9,20230127204435,2023-01-27 20:44:35,103.800989521918,1.44034566128304
SEMBAWANG MRT STATION,Exit A,A4391FC0AAA1EAAC,20230127204435,2023-01-27 20:44:35,103.820109735758,1.44883731943313
SEMBAWANG MRT STATION,Exit B,3167E33222F7BAC9,20230127204435,2023-01-27 20:44:35,103.819790204572,1.44876826032584
YISHUN MRT STATION,Exit A,4D6714260A96395A,20230127204435,2023-01-27 20:44:35,103.834783603184,1.42939716731595
YISHUN MRT STATION,Exit D,7CCB5AAD7A692ED6,20230127204435,2023-01-27 20:44:35,103.834863485217,1.42910650744289
KHATIB MRT STATION,Exit C,BEC9777C2AF5693A,20230127204435,2023-01-27 20:44:35,103.832886913694,1.41754470685258
KHATIB MRT STATION,Exit A,0EB1742925CA5FD4,20230127204435,2023-01-27 20:44:35,103.83292241701,1.41705821242698
KHATIB MRT STATION,Exit B,DFC9A990CD03CDD1,20230127204435,2023-01-27 20:44:35,103.832706667743,1.41714341792972
SEMBAWANG MRT STATION,Exit D,A612A01DC4DD39AA,20230127204435,2023-01-27 20:44:35,103.820401560292,1.44892733153759
PASIR RIS MRT STATION,Exit B,5F3BC6B21D0848C7,20230127204435,2023-01-27 20:44:35,103.949136940349,1.37288623635201
PASIR RIS MRT STATION,Exit A,A801E2A1E34520C9,20230127204435,2023-01-27 20:44:35,103.949333426645,1.37284196908053
TAMPINES MRT STATION,Exit A,6D821717AFC18096,20230127204435,2023-01-27 20:44:35,103.944766312107,1.35376401254022
TAMPINES MRT STATION,Exit C,ACC2B4758E58EF1B,20230127204435,2023-01-27 20:44:35,103.944903957895,1.35339831264921
CHOA CHU KANG MRT STATION,Exit C,2E2B70E0E2D25273,20230127204435,2023-01-27 20:44:35,103.744517798771,1.38573618540312
LITTLE INDIA MRT STATION,Exit C,8A50DC395B46AA31,20230127204435,2023-01-27 20:44:35,103.849704822933,1.30635155408624
LITTLE INDIA MRT STATION,Exit E,6710D2143B21969B,20230127204435,2023-01-27 20:44:35,103.850322159955,1.30742644439895
FARRER PARK MRT STATION,Exit D,173209DA7F23FABE,20230127204435,2023-01-27 20:44:35,103.852974635237,1.31245360639306
FARRER PARK MRT STATION,Exit C,6551D0EB84199FBF,20230127204435,2023-01-27 20:44:35,103.853266824822,1.31191067869135
FARRER PARK MRT STATION,Exit A,360853AB3FB5F8E8,20230127204435,2023-01-27 20:44:35,103.854772747378,1.31232690903703
FARRER PARK MRT STATION,Exit G,E130D0857A648E60,20230127204435,2023-01-27 20:44:35,103.855500982372,1.31225903641299
CHANGI AIRPORT MRT STATION,Exit B,18E22F13F5B553EB,20230127204435,2023-01-27 20:44:35,103.987304579798,1.35722025606017
ESPLANADE MRT STATION,Exit G,2ACFF8F7FE329CCA,20230127204435,2023-01-27 20:44:35,103.85492020244,1.29358640073634
ESPLANADE MRT STATION,Exit C,37A435E4166C73B7,20230127204435,2023-01-27 20:44:35,103.855855203772,1.29290433691952
ESPLANADE MRT STATION,Exit B,651EA817751D16D3,20230127204435,2023-01-27 20:44:35,103.856175670935,1.29292718733646
RAFFLES PLACE MRT STATION,Exit C,D79CE3109CFB1331,20230127204435,2023-01-27 20:44:35,103.851562535487,1.28363052072741
