Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
WEST SEA GARDENS,"6,700,000","3,781.39","1,772",Jul-23,JALAN PELEPAH,Resale,Land,351.3,"19,072",-,Semi-Detached House,1,Freehold,05,Rest of Central Region,-
FABER HILLS,"4,000,000","2,160.33","1,852",Jul-23,FABER TERRACE,Resale,Land,200.7,"19,930",-,Terrace House,1,Freehold,05,Outside Central Region,-
FABER HILLS,"4,100,000","2,154.95","1,903",Jul-23,FABER TERRACE,Resale,Land,200.2,"20,480",-,Terrace House,1,Freehold,05,Outside Central Region,-
FABER HILLS,"4,000,000","2,176.48","1,838",Jul-23,FABER DRIVE,Resale,Land,202.2,"19,782",-,Terrace House,1,Freehold,05,Outside Central Region,-
PASIR PANJANG GARDENS,"3,100,000","1,640.43","1,890",Jun-23,TAMAN MAS MERAH,Resale,Land,152.4,"20,341",-,Terrace House,1,Freehold,05,Outside Central Region,-
FABER HILLS,"7,500,000","6,055.83","1,238",Jun-23,FABER HEIGHTS,Resale,Land,562.6,"13,331",-,Semi-Detached House,1,Freehold,05,Outside Central Region,-
WEST COAST GARDENS,"4,000,000","3,042.98","1,314",May-23,WEST COAST DRIVE,Resale,Land,282.7,"14,149",-,Terrace House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
WEST COAST GARDENS,"6,100,000","4,335.74","1,407",May-23,WEST COAST PARK,Resale,Land,402.8,"15,144",-,Semi-Detached House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"20,000,000","8,818.95","2,268",May-23,COVE WAY,Resale,Land,819.3,"24,411",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
CHELSEA VILLAGE,"4,150,000","1,892.31","2,193",Apr-23,JALAN MAT JAMBOL,Resale,Land,175.8,"23,606",-,Terrace House,1,Freehold,05,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,342,800","2,227.07","1,950",Apr-23,LORONG SARHAD,Resale,Land,206.9,"20,990",-,Semi-Detached House,1,Freehold,05,Rest of Central Region,-
WEST COAST GARDENS,"3,680,000","1,982.73","1,856",Apr-23,WEST COAST TERRACE,Resale,Land,184.2,"19,978",-,Terrace House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
PARADISE ISLAND,"14,500,000","8,632.73","1,680",Apr-23,PARADISE ISLAND,Resale,Land,802,"18,080",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
BREEZEWAYS,"5,410,000","4,392.79","1,232",Apr-23,JALAN MAT JAMBOL,Resale,Land,408.1,"13,257",-,Semi-Detached House,1,Freehold,05,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"4,200,000","1,608.14","2,612",Mar-23,NEIL ROAD,Resale,Land,149.4,"28,112",-,Terrace House,1,Freehold,02,Rest of Central Region,-
WEST COAST GARDENS,"5,880,000","5,206.55","1,129",Mar-23,WEST COAST WAY,Resale,Land,483.7,"12,156",-,Semi-Detached House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
WEST SEA GARDENS,"7,020,000","3,769.55","1,862",Mar-23,JALAN PELEPAH,Resale,Land,350.2,"20,046",-,Semi-Detached House,1,Freehold,05,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"18,500,000","8,761.9","2,111",Mar-23,LAKESHORE VIEW,Resale,Land,814,"22,727",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"18,500,000","7,576.78","2,442",Mar-23,OCEAN DRIVE,Resale,Land,703.9,"26,282",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
SPRINGDEW TERRACE,"4,359,000","2,089.29","2,086",Mar-23,JAMBOL WALK,Resale,Land,194.1,"22,457",-,Terrace House,1,Freehold,05,Rest of Central Region,-
SENTOSA COVE,"14,000,000","7,857.72","1,782",Mar-23,COVE DRIVE,Resale,Land,730,"19,178",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
SENTOSA COVE,"17,388,888","7,868.48","2,210",Feb-23,COVE DRIVE,Resale,Land,731,"23,788",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
FABER HILLS,"5,880,000","3,629.62","1,620",Feb-23,FABER TERRACE,Resale,Land,337.2,"17,438",-,Terrace House,1,Freehold,05,Outside Central Region,-
CORAL ISLAND,"36,500,000","13,434.55","2,717",Feb-23,CORAL ISLAND,Resale,Land,"1,248.1","29,244",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
PASIR PANJANG GARDENS,"4,200,000","2,018.25","2,081",Feb-23,JALAN MAS KUNING,Resale,Land,187.5,"22,400",-,Terrace House,1,Freehold,05,Outside Central Region,-
FABER HILLS,"8,000,000","6,105.34","1,310",Feb-23,FABER GROVE,Resale,Land,567.2,"14,104",-,Semi-Detached House,1,Freehold,05,Outside Central Region,-
BLAIR PLAIN CONSERVATION AREA,"5,900,000","1,471.44","4,010",Dec-22,EVERTON ROAD,Resale,Land,136.7,"43,160",-,Terrace House,1,Freehold,02,Rest of Central Region,-
SENTOSA COVE,"17,050,000","7,934.14","2,149",Dec-22,COVE DRIVE,Resale,Land,737.1,"23,131",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,650,000","2,239.99","2,076",Nov-22,LORONG SARI,Resale,Land,208.1,"22,345",-,Semi-Detached House,1,Freehold,05,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"16,000,000","9,575.65","1,671",Nov-22,OCEAN DRIVE,Resale,Land,889.6,"17,986",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
PASIR PANJANG GARDENS,"3,300,000","1,640.43","2,012",Nov-22,TAMAN MAS MERAH,Resale,Land,152.4,"21,654",-,Terrace House,1,Freehold,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"18,475,512","16,379.58","1,128",Nov-22,PASIR PANJANG ROAD,Resale,Land,"1,521.7","12,141",-,Detached House,2,Freehold,05,Rest of Central Region,-
SHEPHERD'S HILL ESTATE,"7,500,000","5,154.88","1,455",Oct-22,MERINO CRESCENT,Resale,Land,478.9,"15,661",-,Detached House,1,Freehold,03,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"12,800,000","7,432.54","1,722",Oct-22,PEARL ISLAND,Resale,Land,690.5,"18,537",-,Detached House,1,99 yrs lease commencing from 2008,04,Core Central Region,-
BLAIR PLAIN CONSERVATION AREA,"5,300,000","2,022.56","2,620",Oct-22,EVERTON ROAD,Resale,Land,187.9,"28,206",-,Terrace House,1,Freehold,02,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"22,000,000","9,181.69","2,396",Oct-22,COVE GROVE,Resale,Land,853,"25,791",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"32,000,000","15,929.64","2,009",Oct-22,COVE DRIVE,Resale,Land,"1,479.9","21,623",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"21,000,000","9,177.39","2,288",Oct-22,COVE GROVE,Resale,Land,852.6,"24,631",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
BREEZEWAYS,"4,850,000","3,449.86","1,406",Sep-22,JALAN MAT JAMBOL,Resale,Land,320.5,"15,133",-,Semi-Detached House,1,Freehold,05,Rest of Central Region,-
WESTRIDGE,"4,390,000","2,426.21","1,809",Sep-22,WESTRIDGE WALK,Resale,Land,225.4,"19,476",-,Terrace House,1,Freehold,05,Rest of Central Region,-
SENTOSA COVE,"22,800,000","11,284.98","2,020",Sep-22,TREASURE ISLAND,Resale,Land,"1,048.4","21,747",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"6,448,400","2,540.3","2,538",Sep-22,PASIR PANJANG HILL,New Sale,Land,236,"27,324",-,Terrace House,1,Freehold,05,Rest of Central Region,-
