Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
GRAND DUNMAN,"1,195,000",452.09,"2,643",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"28,452",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"1,215,000",452.09,"2,688",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"28,929",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"1,845,000",721.19,"2,558",Jul-23,DUNMAN ROAD,New Sale,Strata,67,"27,537",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"1,800,000",667.37,"2,697",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"29,032",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"1,215,000",452.09,"2,688",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"28,929",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"1,221,000",452.09,"2,701",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,071",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,851,000",721.19,"2,567",Jul-23,DUNMAN ROAD,New Sale,Strata,67,"27,627",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,812,000",667.37,"2,715",Jul-23,DUNMAN ROAD,New Sale,Strata,62,"29,226",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,035,000",775.01,"2,626",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"28,264",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,221,000",452.09,"2,701",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,071",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,857,000",721.19,"2,575",Jul-23,DUNMAN ROAD,New Sale,Strata,67,"27,716",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,898,000","1,119.46","2,589",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"27,865",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,227,000",452.09,"2,714",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,214",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,863,000",721.19,"2,583",Jul-23,DUNMAN ROAD,New Sale,Strata,67,"27,806",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"3,546,000","1,431.61","2,477",Jul-23,DUNMAN ROAD,New Sale,Strata,133,"26,662",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,059,000",775.01,"2,657",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"28,597",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,910,000","1,119.46","2,599",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"27,981",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,233,000",452.09,"2,727",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,357",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,239,000",452.09,"2,741",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,500",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,869,000",721.19,"2,592",Jul-23,DUNMAN ROAD,New Sale,Strata,67,"27,896",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,071,000",775.01,"2,672",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"28,764",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,922,000","1,119.46","2,610",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"28,096",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,245,000",452.09,"2,754",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"29,643",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,083,000",775.01,"2,688",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"28,931",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,934,000","1,119.46","2,621",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"28,212",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
GRAND DUNMAN,"2,095,000",775.01,"2,703",Jul-23,DUNMAN ROAD,New Sale,Strata,72,"29,097",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"2,946,000","1,119.46","2,632",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"28,327",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"2,958,000","1,119.46","2,642",Jul-23,DUNMAN ROAD,New Sale,Strata,104,"28,442",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
GRAND DUNMAN,"1,390,000",548.96,"2,532",Jul-23,DUNMAN ROAD,New Sale,Strata,51,"27,255",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,110,000",452.09,"2,455",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"26,429",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,115,000",452.09,"2,466",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"26,548",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,120,000",452.09,"2,477",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"26,667",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,125,000",452.09,"2,488",Jul-23,DUNMAN ROAD,New Sale,Strata,42,"26,786",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
