Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LIV @ MB,"2,185,000",861.12,"2,537",Sep-25,ARTHUR ROAD,Sub Sale,Strata,80,"27,313",-,Condominium,1,99 yrs lease commencing from 2021,15,Rest of Central Region,01 to 05
THE CRISTALLO,"1,000,000",871.88,"1,147",Sep-25,LORONG K TELOK KURAU,Resale,Strata,81,"12,346",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
EUHABITAT,"780,000",527.44,"1,479",Sep-25,JALAN EUNOS,Resale,Strata,49,"15,918",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
SUNSHINE GRANDEUR,"940,000",635.08,"1,480",Sep-25,LORONG K TELOK KURAU,Resale,Strata,59,"15,932",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
77 @ EAST COAST,"1,388,000",688.9,"2,015",Sep-25,UPPER EAST COAST ROAD,Resale,Strata,64,"21,688",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
BELLA CASITA,"906,888",505.91,"1,793",Sep-25,IPOH LANE,Resale,Strata,47,"19,295",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
NOVA 48,"2,080,000","1,151.75","1,806",Sep-25,PROME ROAD,Resale,Strata,107,"19,439",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
PARK COLONIAL,"2,415,000",979.52,"2,465",Sep-25,WOODLEIGH LANE,Resale,Strata,91,"26,538",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
COTE D'AZUR,"2,060,000","1,151.75","1,789",Sep-25,MARINE PARADE ROAD,Resale,Strata,107,"19,252",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10
MEYER BLUE,"3,505,000","1,140.98","3,072",Sep-25,MEYER ROAD,New Sale,Strata,106,"33,066",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
CITY REGENCY,"750,000",484.38,"1,548",Sep-25,ST. MICHAEL'S ROAD,Resale,Strata,45,"16,667",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
EUHABITAT,"800,000",548.96,"1,457",Sep-25,JALAN EUNOS,Resale,Strata,51,"15,686",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
PARK PLACE RESIDENCES AT PLQ,"2,365,000","1,205.57","1,962",Sep-25,PAYA LEBAR ROAD,Resale,Strata,112,"21,116",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,01 to 05
THE SEA VIEW,"3,360,000","1,216.33","2,762",Sep-25,AMBER ROAD,Resale,Strata,113,"29,735",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
THE ORIE,"3,952,000","1,453.14","2,720",Sep-25,LORONG 1 TOA PAYOH,New Sale,Strata,135,"29,274",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,31 to 35
PARK COLONIAL,"1,710,000",742.72,"2,302",Sep-25,WOODLEIGH LANE,Resale,Strata,69,"24,783",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
URBAN TREASURES,"1,388,000",699.66,"1,984",Sep-25,JALAN EUNOS,Resale,Strata,65,"21,354",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
TREVISTA,"2,460,000","1,130.22","2,177",Sep-25,LORONG 3 TOA PAYOH,Resale,Strata,105,"23,429",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,31 to 35
SILVERSEA,"2,915,000","1,582.31","1,842",Sep-25,MARINE PARADE ROAD,Resale,Strata,147,"19,830",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05
SEVENTY SAINT PATRICK'S,"1,605,000",699.66,"2,294",Sep-25,ST. PATRICK'S ROAD,Resale,Strata,65,"24,692",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE CONTINUUM,"3,871,000","1,453.14","2,664",Sep-25,THIAM SIEW AVENUE,New Sale,Strata,135,"28,674",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
STRATA,"1,750,000",839.59,"2,084",Sep-25,ESSEX ROAD,Resale,Strata,78,"22,436",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
HILLCREST ARCADIA,"3,288,000","2,744.82","1,198",Sep-25,ARCADIA ROAD,Resale,Strata,255,"12,894",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,01 to 05
THE WATERINA,"2,850,000","1,367.03","2,085",Sep-25,LORONG 40 GEYLANG,Resale,Strata,127,"22,441",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
EURO-ASIA LODGE,"2,395,888","1,356.26","1,767",Sep-25,JOO CHIAT TERRACE,Resale,Strata,126,"19,015",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
EIGHT RIVERSUITES,"1,350,000",699.66,"1,930",Sep-25,WHAMPOA EAST,Resale,Strata,65,"20,769",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
OLA RESIDENCES,"4,750,000","3,239.96","1,466",Sep-25,MOUNTBATTEN ROAD,Resale,Strata,301,"15,781",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"4,478,000","1,786.82","2,506",Sep-25,DUNMAN ROAD,New Sale,Strata,166,"26,976",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
MEYER BLUE,"3,028,000",990.29,"3,058",Sep-25,MEYER ROAD,New Sale,Strata,92,"32,913",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"3,048,000","1,119.46","2,723",Sep-25,BIDADARI PARK DRIVE,Sub Sale,Strata,104,"29,308",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
MANDARIN GARDENS,"1,028,000",731.95,"1,404",Sep-25,SIGLAP ROAD,Resale,Strata,68,"15,118",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,11 to 15
GRAND DUNMAN,"4,004,000","1,679.18","2,384",Sep-25,DUNMAN ROAD,New Sale,Strata,156,"25,667",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
THE SEAWIND,"1,150,000",635.08,"1,811",Sep-25,LORONG M TELOK KURAU,Resale,Strata,59,"19,492",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
PARC ESTA,"2,300,000",925.7,"2,485",Sep-25,SIMS AVENUE,Resale,Strata,86,"26,744",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
NEPTUNE COURT,"1,550,000","1,636.13",947,Sep-25,MARINE VISTA,Resale,Strata,152,"10,197",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,06 to 10
THE ANTARES,"1,447,000",667.37,"2,168",Sep-25,MATTAR ROAD,Resale,Strata,62,"23,339",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
TRE RESIDENCES,"1,815,000",947.23,"1,916",Sep-25,GEYLANG EAST AVENUE 1,Resale,Strata,88,"20,625",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
PARC ESTA,"1,710,000",742.72,"2,302",Sep-25,SIMS AVENUE,Resale,Strata,69,"24,783",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,520,000",548.96,"2,769",Sep-25,DUNMAN ROAD,New Sale,Strata,51,"29,804",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"4,302,000","1,689.95","2,546",Sep-25,DUNMAN ROAD,New Sale,Strata,157,"27,401",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"3,733,000","1,420.85","2,627",Sep-25,DUNMAN ROAD,New Sale,Strata,132,"28,280",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"4,420,000","1,926.76","2,294",Sep-25,DUNMAN ROAD,New Sale,Strata,179,"24,693",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"4,426,000","1,926.76","2,297",Sep-25,DUNMAN ROAD,New Sale,Strata,179,"24,726",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,602,800",667.37,"2,402",Sep-25,BIDADARI PARK DRIVE,Sub Sale,Strata,62,"25,852",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
D'ECOSIA,"1,030,000",538.2,"1,914",Sep-25,STILL ROAD SOUTH,Resale,Strata,50,"20,600",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
VACANZA @ EAST,"1,060,000",731.95,"1,448",Sep-25,LENGKONG TUJOH,Resale,Strata,68,"15,588",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
TEMBUSU GRAND,"4,052,000","1,711.48","2,368",Sep-25,JALAN TEMBUSU,New Sale,Strata,159,"25,484",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
TEMBUSU GRAND,"4,064,000","1,711.48","2,375",Sep-25,JALAN TEMBUSU,New Sale,Strata,159,"25,560",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
EIGHT RIVERSUITES,"1,630,000",936.47,"1,741",Sep-25,WHAMPOA EAST,Resale,Strata,87,"18,736",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,06 to 10
DENG FU VILLE,"1,830,000","1,119.46","1,635",Sep-25,KAMPONG EUNOS,Resale,Strata,104,"17,596",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
BARTLEY RIDGE,"880,000",495.14,"1,777",Sep-25,MOUNT VERNON ROAD,Resale,Strata,46,"19,130",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
REZI 24,"1,320,000",753.48,"1,752",Sep-25,LORONG 24 GEYLANG,Resale,Strata,70,"18,857",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
ONE AMBER,"3,098,888","1,302.44","2,379",Sep-25,AMBER GARDENS,Resale,Strata,121,"25,611",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
AMARYLLIS VILLE,"2,000,000",958,"2,088",Sep-25,NEWTON ROAD,Resale,Strata,89,"22,472",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,21 to 25
THE ANTARES,"1,385,000",667.37,"2,075",Sep-25,MATTAR ROAD,Resale,Strata,62,"22,339",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
THE MAKENA,"3,515,000","1,636.13","2,148",Sep-25,MEYER ROAD,Resale,Strata,152,"23,125",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
URBAN TREASURES,"1,300,000",656.6,"1,980",Sep-25,JALAN EUNOS,Resale,Strata,61,"21,311",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
TREVOSE PARK,"3,500,000","1,679.18","2,084",Sep-25,TREVOSE CRESCENT,Resale,Strata,156,"22,436",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
SIMS URBAN OASIS,"799,000",409.03,"1,953",Sep-25,SIMS DRIVE,Resale,Strata,38,"21,026",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
GRAND DUNMAN,"4,527,000","1,786.82","2,534",Sep-25,DUNMAN ROAD,New Sale,Strata,166,"27,271",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
EUHABITAT,"735,000",527.44,"1,394",Sep-25,JALAN EUNOS,Resale,Strata,49,"15,000",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
EUHABITAT,"748,000",527.44,"1,418",Sep-25,JALAN EUNOS,Resale,Strata,49,"15,265",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
AMBER HOUSE,"3,899,670","1,237.86","3,150",Sep-25,AMBER GARDENS,New Sale,Strata,115,"33,910",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
CENTRAL MEADOWS,"1,240,000","1,001.05","1,239",Sep-25,LORONG 34 GEYLANG,Resale,Strata,93,"13,333",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
PARC ESTA,"2,250,000",925.7,"2,431",Sep-25,SIMS AVENUE,Resale,Strata,86,"26,163",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
TEMBUSU GRAND,"4,076,000","1,711.48","2,382",Sep-25,JALAN TEMBUSU,New Sale,Strata,159,"25,635",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
SANT RITZ,"950,000",527.44,"1,801",Sep-25,PHENG GECK AVENUE,Resale,Strata,49,"19,388",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
NEPTUNE COURT,"1,843,888","1,636.13","1,127",Sep-25,MARINE VISTA,Resale,Strata,152,"12,131",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,16 to 20
PARK PLACE RESIDENCES AT PLQ,"1,080,000",484.38,"2,230",Sep-25,PAYA LEBAR ROAD,Resale,Strata,45,"24,000",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,11 to 15
PARC ESTA,"1,100,000",527.44,"2,086",Sep-25,SIMS AVENUE,Resale,Strata,49,"22,449",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
THE SPRINGS,"2,190,000",990.29,"2,211",Sep-25,MOULMEIN RISE,Resale,Strata,92,"23,804",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
MERA EAST,"1,920,000","1,205.57","1,593",Sep-25,CHANGI ROAD,Resale,Strata,112,"17,143",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
THE TRE VER,"890,000",495.14,"1,797",Sep-25,POTONG PASIR AVENUE 1,Resale,Strata,46,"19,348",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
PARK INFINIA AT WEE NAM,"1,210,000",559.73,"2,162",Sep-25,LINCOLN ROAD,Resale,Strata,52,"23,269",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
VETRO,"938,000",613.55,"1,529",Sep-25,MAR THOMA ROAD,Resale,Strata,57,"16,456",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15
IRESIDENCES,"2,650,000","1,345.5","1,970",Sep-25,IRRAWADDY ROAD,Resale,Strata,125,"21,200",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
L'VIV,"1,475,000",656.6,"2,246",Sep-25,NEWTON ROAD,Resale,Strata,61,"24,180",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
RIVIERA 38,"1,160,000",742.72,"1,562",Sep-25,MAR THOMA ROAD,Resale,Strata,69,"16,812",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,06 to 10
THE LINE @ TANJONG RHU,"2,738,000","1,065.64","2,569",Sep-25,TANJONG RHU ROAD,Resale,Strata,99,"27,657",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
THE LINE @ TANJONG RHU,"1,400,000",581.26,"2,409",Sep-25,TANJONG RHU ROAD,Resale,Strata,54,"25,926",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
PARC ESTA,"2,045,000",839.59,"2,436",Sep-25,SIMS AVENUE,Resale,Strata,78,"26,218",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
FULCRUM,"1,139,999",473.62,"2,407",Sep-25,FORT ROAD,Resale,Strata,44,"25,909",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
LA BRISA,"1,382,000",958,"1,443",Sep-25,LORONG 28 GEYLANG,Resale,Strata,89,"15,528",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,450,000",667.37,"2,173",Sep-25,BIDADARI PARK DRIVE,Sub Sale,Strata,62,"23,387",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
THE TRE VER,"1,268,000",645.84,"1,963",Sep-25,POTONG PASIR AVENUE 1,Resale,Strata,60,"21,133",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
M66,"2,030,000","1,539.25","1,319",Sep-25,MOONSTONE LANE,Resale,Strata,143,"14,196",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
JUPITER 18,"1,100,000",624.31,"1,762",Sep-25,LORONG 102 CHANGI,Resale,Strata,58,"18,966",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
COSMO,"1,300,000",710.42,"1,830",Sep-25,GUILLEMARD CRESCENT,Resale,Strata,66,"19,697",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE ANTARES,"1,450,000",710.42,"2,041",Sep-25,MATTAR ROAD,Resale,Strata,66,"21,970",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
MOONSTONE VIEW,"1,820,000","1,237.86","1,470",Sep-25,MOONSTONE LANE,Resale,Strata,115,"15,826",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
EASTVILLE APARTMENTS,"1,700,000","1,001.05","1,698",Sep-25,JOO CHIAT LANE,Resale,Strata,93,"18,280",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SILVERSEA,"4,950,000","2,464.96","2,008",Sep-25,MARINE PARADE ROAD,Resale,Strata,229,"21,616",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,16 to 20
MARINE BLUE,"1,800,000","1,270.15","1,417",Sep-25,MARINE PARADE ROAD,Resale,Strata,118,"15,254",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
DUNMAN VIEW,"1,900,000","1,194.8","1,590",Sep-25,HAIG ROAD,Resale,Strata,111,"17,117",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
ONE K GREENLANE,"1,400,000",882.65,"1,586",Sep-25,GREEN LANE,Resale,Strata,82,"17,073",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
TREVISTA,"1,780,000",893.41,"1,992",Sep-25,LORONG 3 TOA PAYOH,Resale,Strata,83,"21,446",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,31 to 35
FLAMINGO VALLEY,"2,400,000","1,851.41","1,296",Sep-25,SIGLAP ROAD,Resale,Strata,172,"13,953",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE TRE VER,"1,428,000",699.66,"2,041",Sep-25,POTONG PASIR AVENUE 1,Resale,Strata,65,"21,969",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,06 to 10
EUHABITAT,"2,000,000","1,367.03","1,463",Sep-25,JALAN EUNOS,Resale,Strata,127,"15,748",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
AIRSTREAM,"740,000",473.62,"1,562",Sep-25,ST. MICHAEL'S ROAD,Resale,Strata,44,"16,818",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
PARK PLACE RESIDENCES AT PLQ,"1,620,000",678.13,"2,389",Sep-25,PAYA LEBAR ROAD,Resale,Strata,63,"25,714",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,11 to 15
CAMELODGE,"1,455,000",990.29,"1,469",Sep-25,UPPER EAST COAST ROAD,Resale,Strata,92,"15,815",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TREVISTA,"3,268,000","1,733","1,886",Sep-25,LORONG 3 TOA PAYOH,Resale,Strata,161,"20,298",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,11 to 15
BEACON HEIGHTS,"1,410,000",925.7,"1,523",Sep-25,MAR THOMA ROAD,Resale,Strata,86,"16,395",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,01 to 05
WINDY HEIGHTS,"3,100,000","2,475.72","1,252",Sep-25,JALAN DAUD,Resale,Strata,230,"13,478",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
GRAND DUNMAN,"4,498,000","1,786.82","2,517",Sep-25,DUNMAN ROAD,New Sale,Strata,166,"27,096",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
AMBER HOUSE,"3,884,620","1,237.86","3,138",Sep-25,AMBER GARDENS,New Sale,Strata,115,"33,779",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
TEMBUSU GRAND,"4,088,000","1,711.48","2,389",Sep-25,JALAN TEMBUSU,New Sale,Strata,159,"25,711",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
ARDOR RESIDENCE,"2,560,000","1,022.58","2,503",Sep-25,HAIG ROAD,New Sale,Strata,95,"26,947",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
TEMBUSU GRAND,"4,064,000","1,711.48","2,375",Sep-25,JALAN TEMBUSU,New Sale,Strata,159,"25,560",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
TEMBUSU GRAND,"4,172,000","1,711.48","2,438",Sep-25,JALAN TEMBUSU,New Sale,Strata,159,"26,239",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
# 1 LOFT,"730,000",559.73,"1,304",Sep-25,LORONG 24 GEYLANG,Resale,Strata,52,"14,038",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
ADRIA,"1,068,000",581.26,"1,837",Sep-25,DERBYSHIRE ROAD,Resale,Strata,54,"19,778",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
THE ARTE,"3,689,000","2,647.94","1,393",Sep-25,JALAN RAJA UDANG,Resale,Strata,246,"14,996",-,Condominium,1,Freehold,12,Rest of Central Region,31 to 35
ENCHANTÉ,"3,600,000","1,280.92","2,810",Sep-25,EVELYN ROAD,New Sale,Strata,119,"30,252",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
GRAND DUNMAN,"2,576,000","1,044.11","2,467",Sep-25,DUNMAN ROAD,New Sale,Strata,97,"26,557",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
TEMBUSU GRAND,"4,184,000","1,711.48","2,445",Sep-25,JALAN TEMBUSU,New Sale,Strata,159,"26,314",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
SEASIDE RESIDENCES,"1,180,000",559.73,"2,108",Sep-25,SIGLAP LINK,Resale,Strata,52,"22,692",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10
PARC ESTA,"3,160,000","1,227.1","2,575",Sep-25,SIMS AVENUE,Resale,Strata,114,"27,719",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
THE SHORE RESIDENCES,"1,888,888",893.41,"2,114",Sep-25,AMBER ROAD,Resale,Strata,83,"22,758",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,16 to 20
THE GERANIUM,"2,083,888","1,453.14","1,434",Sep-25,MANGIS ROAD,Resale,Strata,135,"15,436",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE TRE VER,"1,460,000",742.72,"1,966",Sep-25,POTONG PASIR AVENUE 1,Resale,Strata,69,"21,159",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
LE CRESCENDO,"1,550,000",914.94,"1,694",Sep-25,PAYA LEBAR ROAD,Resale,Strata,85,"18,235",-,Condominium,1,Freehold,14,Rest of Central Region,16 to 20
ESPIRA SUITES,"1,408,000","1,065.64","1,321",Sep-25,LORONG H TELOK KURAU,Resale,Strata,99,"14,222",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
