Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
CANARY PARK,"5,500,000","3,561.81","1,544",Sep-25,JALAN SIMPANG BEDOK,Resale,Land,330.9,"16,621",-,Terrace House,1,Freehold,16,Outside Central Region,-
THOMSON HILLS ESTATE,"3,720,000","2,009.64","1,851",Sep-25,SEMBAWANG HILLS DRIVE,Resale,Land,186.7,"19,925",-,Terrace House,1,Freehold,20,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,380,000","2,799.72","2,279",Sep-25,BURGHLEY DRIVE,Resale,Land,260.1,"24,529",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"11,000,000","5,598.36","1,965",Sep-25,PHILLIPS AVENUE,Resale,Land,520.1,"21,150",-,Detached House,1,999 yrs lease commencing from 1886,19,Outside Central Region,-
LOYANG VILLAS,"2,388,000","1,614.6","1,479",Sep-25,LOYANG RISE,Resale,Land,150,"15,920",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
TAI HWAN PARK,"4,480,000","1,680.26","2,666",Sep-25,TAI HWAN CRESCENT,Resale,Land,156.1,"28,700",-,Terrace House,1,Freehold,19,Outside Central Region,-
WELLINGTON PARK,"4,400,000","1,777.14","2,476",Sep-25,ELLINGTON SQUARE,Resale,Land,165.1,"26,651",-,Terrace House,1,Freehold,20,Outside Central Region,-
ISLAND PARK,"5,720,000","3,827.68","1,494",Sep-25,JALAN TAMBUR,Resale,Land,355.6,"16,085",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,150,000","2,184.02","1,900",Sep-25,JALAN PACHELI,Resale,Land,202.9,"20,453",-,Terrace House,1,Freehold,19,Outside Central Region,-
EAST VIEW GARDEN,"2,650,000","3,974.07",667,Sep-25,JALAN PERGAM,Resale,Land,369.2,"7,178",-,Semi-Detached House,1,99 yrs lease commencing from 1965,16,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,205,000","2,165.72","1,942",Sep-25,HUDDINGTON AVENUE,Resale,Land,201.2,"20,900",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,900,000","1,839.57","3,207",Sep-25,CONWAY GROVE,Resale,Land,170.9,"34,523",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,300,000","2,699.61","1,963",Sep-25,BRIGHTON AVENUE,Resale,Land,250.8,"21,132",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
POH HUAT GARDENS,"4,250,000","2,537.07","1,675",Sep-25,POH HUAT CRESCENT,Resale,Land,235.7,"18,031",-,Terrace House,1,999 yrs lease commencing from 1883,19,Outside Central Region,-
PEAKVIEW ESTATE,"5,150,000","1,980.58","2,600",Sep-25,JALAN ANAK PATONG,Resale,Land,184,"27,989",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,828,888","3,173.23","1,522",Sep-25,RECREATION LANE,Resale,Land,294.8,"16,380",-,Terrace House,1,Freehold,19,Outside Central Region,-
CHARLTON PARK,"3,968,888","2,061.31","1,925",Sep-25,JALAN PELIKAT,Resale,Land,191.5,"20,725",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,700,000","2,669.47","1,761",Sep-25,SIMON PLACE,Resale,Land,248,"18,952",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,834,000","1,822.35","3,201",Sep-25,LIM TUA TOW ROAD,Resale,Land,169.3,"34,460",-,Terrace House,1,Freehold,19,Outside Central Region,-
TAI HWAN PARK,"4,350,000","1,763.14","2,467",Sep-25,TAI HWAN CRESCENT,Resale,Land,163.8,"26,557",-,Terrace House,1,Freehold,19,Outside Central Region,-
8 ON CHUAN,"3,500,000","2,022.56","1,730",Sep-25,CHUAN DRIVE,Resale,Land,187.9,"18,627",-,Terrace House,1,99 yrs lease commencing from 2001,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,205,000","2,598.43","1,233",Sep-25,KEW DRIVE,Resale,Land,241.4,"13,277",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
LOYANG VILLAS,"2,410,000","1,649.04","1,461",Sep-25,LOYANG RISE,Resale,Land,153.2,"15,731",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
RAYA GARDEN,"4,750,000","1,703.94","2,788",Aug-25,JALAN LOKAM,Resale,Land,158.3,"30,006",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"11,100,000","7,240.94","1,533",Aug-25,LUCKY HEIGHTS,Resale,Land,672.7,"16,501",-,Detached House,1,Freehold,16,Outside Central Region,-
SUNBIRD PARK,"4,100,000","2,455.27","1,670",Aug-25,SUNBIRD ROAD,Resale,Land,228.1,"17,975",-,Terrace House,1,Freehold,16,Outside Central Region,-
LA QUINTA PARK,"5,350,000","2,988.09","1,790",Aug-25,CHUAN WALK,Resale,Land,277.6,"19,272",-,Terrace House,1,999 yrs lease commencing from 1877,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,710,888","2,342.25","1,584",Aug-25,TANAH MERAH BESAR LANE,Resale,Land,217.6,"17,054",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"6,700,000","2,686.69","2,494",Aug-25,JALAN KURAS,Resale,Land,249.6,"26,843",-,Terrace House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,550,000","2,768.5","1,643",Aug-25,LORONG PAYA LEBAR,Resale,Land,257.2,"17,691",-,Terrace House,1,Freehold,19,Rest of Central Region,-
SEMBAWANG HILLS ESTATE,"4,950,000","1,500.5","3,299",Aug-25,NEMESU AVENUE,Resale,Land,139.4,"35,509",-,Terrace House,1,Freehold,20,Outside Central Region,-
SERANGOON GARDEN ESTATE,"7,450,000","2,973.02","2,506",Aug-25,HUDDINGTON AVENUE,Resale,Land,276.2,"26,973",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
MISTRAL PARK,"4,280,000","1,983.81","2,157",Aug-25,JALAN ANGIN LAUT,Resale,Land,184.3,"23,223",-,Terrace House,1,Freehold,16,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,965,000","2,799.72","2,131",Aug-25,BODMIN DRIVE,Resale,Land,260.1,"22,933",-,Terrace House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,350,000","2,163.56","2,473",Aug-25,COWDRAY AVENUE,Resale,Land,201,"26,617",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
ISLAND COUNTRY VILLAS,"2,938,800","2,411.14","1,219",Aug-25,CASUARINA WALK,Resale,Land,224,"13,120",-,Semi-Detached House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
THE RIVERINA,"2,480,000","1,693.18","1,465",Aug-25,RIVERINA CRESCENT,Resale,Land,157.3,"15,766",-,Terrace House,1,99 yrs lease commencing from 1996,18,Outside Central Region,-
GOLDEN HILL ESTATE,"4,800,000","2,276.59","2,108",Aug-25,LI HWAN DRIVE,Resale,Land,211.5,"22,695",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,000,000","8,065.47",992,Aug-25,UPPER EAST COAST ROAD,Resale,Land,749.3,"10,677",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
LOYANG VILLAS,"2,650,000","1,614.6","1,641",Aug-25,LOYANG RISE,Resale,Land,150,"17,667",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,400,000","1,840.64","2,390",Aug-25,CHISELHURST GROVE,Resale,Land,171,"25,731",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
ST ANNE'S WOOD,"3,620,000","1,614.6","2,242",Aug-25,ST. ANNE'S WOOD,Resale,Land,150,"24,133",-,Terrace House,1,999 yrs lease commencing from 1875,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,838,000","2,800.79","1,727",Aug-25,BLANDFORD DRIVE,Resale,Land,260.2,"18,593",-,Terrace House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,380,000","2,612.42","2,059",Aug-25,JALAN HAJI SALAM,Resale,Land,242.7,"22,167",-,Terrace House,1,Freehold,16,Outside Central Region,-
SERANGOON GARDEN ESTATE,"7,480,000","2,799.72","2,672",Aug-25,BODMIN DRIVE,Resale,Land,260.1,"28,758",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
WINDSOR PARK ESTATE,"6,080,000","2,908.43","2,090",Aug-25,LEO DRIVE,Resale,Land,270.2,"22,502",-,Terrace House,1,Freehold,20,Rest of Central Region,-
EASTWOOD PARK,"3,230,000","2,753.43","1,173",Aug-25,EASTWOOD WAY,Resale,Land,255.8,"12,627",-,Semi-Detached House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
PEOPLE'S GARDEN,"4,150,000","1,874.01","2,214",Aug-25,LORONG 6 REALTY PARK,Resale,Land,174.1,"23,837",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,800,000","4,187.2","1,385",Aug-25,MEDWAY DRIVE,Resale,Land,389,"14,910",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
PARK VILLAS,"3,600,000","3,142.01","1,146",Aug-25,PARK VILLAS RISE,Resale,Land,291.9,"12,333",-,Terrace House,1,99 yrs lease commencing from 1994,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,188,000","3,257.19","1,900",Aug-25,EVERGREEN AVENUE,Resale,Land,302.6,"20,449",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,550,000","2,655.48","2,090",Aug-25,TAVISTOCK AVENUE,Resale,Land,246.7,"22,497",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
EASTWOOD GREEN TERRACES,"2,930,000","1,939.67","1,511",Aug-25,EASTWOOD GREEN,Resale,Land,180.2,"16,260",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,180,000","2,393.91","1,328",Aug-25,KEW HEIGHTS,Resale,Land,222.4,"14,299",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,298,000","1,716.86","2,503",Aug-25,SIMON WALK,Resale,Land,159.5,"26,947",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,330,000","2,452.04","2,989",Aug-25,JALAN TERUBOK,Resale,Land,227.8,"32,177",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
EXCELSIOR GARDENS,"4,428,000","1,710.4","2,589",Aug-25,MINARET WALK,Resale,Land,158.9,"27,867",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,320,000","1,935.37","1,715",Aug-25,EASTWOOD PLACE,Resale,Land,179.8,"18,465",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THOMSON GARDEN ESTATE,"3,018,888",999.98,"3,019",Aug-25,JALAN PINTAU,Resale,Land,92.9,"32,496",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LIMAU VILLAS,"2,743,000","2,371.31","1,157",Aug-25,LIMAU RISE,Resale,Land,220.3,"12,451",-,Terrace House,1,99 yrs lease commencing from 1996,16,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"3,950,000","2,623.19","1,506",Aug-25,JALAN GELENGGANG,Resale,Land,243.7,"16,208",-,Terrace House,1,Freehold,20,Outside Central Region,-
LOYANG VILLAS,"2,388,000","1,614.6","1,479",Aug-25,LOYANG RISE,Resale,Land,150,"15,920",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
PICARDY GARDENS,"4,250,000","2,309.95","1,840",Aug-25,JALAN PARI BURONG,Resale,Land,214.6,"19,804",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"518,000","3,694.2",140,Aug-25,JALAN CHEMPAKA KUNING,Resale,Land,343.2,"1,509",-,Terrace House,1,70 yrs lease commencing from 1964,16,Outside Central Region,-
PEAKVIEW ESTATE,"3,838,000","1,961.2","1,957",Aug-25,JALAN ANAK PATONG,Resale,Land,182.2,"21,065",-,Terrace House,1,Freehold,16,Outside Central Region,-
HAUS@SERANGOON GARDEN,"3,480,000","1,614.6","2,155",Aug-25,SERANGOON GARDEN TERRACE,Resale,Land,150,"23,200",-,Terrace House,1,99 yrs lease commencing from 2011,19,Outside Central Region,-
SUMMER GROVE,"5,800,000","2,622.11","2,212",Aug-25,RECREATION ROAD,Resale,Land,243.6,"23,810",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,250,000","3,378.82","1,258",Aug-25,RICHARDS PLACE,Resale,Land,313.9,"13,539",-,Terrace House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,500,000","2,163.56","2,542",Jul-25,BRIDPORT AVENUE,Resale,Land,201,"27,363",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
BARTLEY RISE ESTATE,"7,150,000","5,028.94","1,422",Jul-25,JALAN LABU MANIS,Resale,Land,467.2,"15,304",-,Detached House,1,Freehold,19,Outside Central Region,-
THOMSON HILLS ESTATE,"4,900,000","2,192.63","2,235",Jul-25,THOMSON TERRACE,Resale,Land,203.7,"24,055",-,Terrace House,1,Freehold,20,Outside Central Region,-
PEAKVIEW ESTATE,"3,400,000","2,444.5","1,391",Jul-25,JALAN PARI KIKIS,Resale,Land,227.1,"14,971",-,Terrace House,1,Freehold,16,Outside Central Region,-
SERANGOON GARDEN ESTATE,"7,400,000","4,695.26","1,576",Jul-25,SERANGOON GARDEN WAY,Resale,Land,436.2,"16,965",-,Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
FULTON HILL,"6,650,000","3,231.35","2,058",Jul-25,FULTON ROAD,Resale,Land,300.2,"22,152",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,600,000","2,040.85","2,254",Jul-25,JALAN TANJONG,Resale,Land,189.6,"24,262",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"13,800,000","7,710.25","1,790",Jul-25,JALAN HAJIJAH,Resale,Land,716.3,"19,266",-,Detached House,1,Freehold,16,Outside Central Region,-
BEDOK PARK,"4,300,000","2,114.05","2,034",Jul-25,LIMAU GARDEN,Resale,Land,196.4,"21,894",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,100,000","2,710.38","1,882",Jul-25,JANSEN CLOSE,Resale,Land,251.8,"20,254",-,Terrace House,1,Freehold,19,Outside Central Region,-
THOMSON RIDGE,"8,000,000","3,208.75","2,493",Jul-25,THOMSON RIDGE,Resale,Land,298.1,"26,837",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
THE JARDINE RESIDENCES,"6,200,000","2,820.17","2,198",Jul-25,LORONG CHUAN,New Sale,Land,262,"23,664",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,230,000","1,827.73","2,314",Jul-25,HIGHLAND ROAD,Resale,Land,169.8,"24,912",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,950,000","2,111.9","1,870",Jul-25,MERAGI TERRACE,Resale,Land,196.2,"20,133",-,Terrace House,1,999 yrs lease commencing from 1885,16,Outside Central Region,-
CLOVER PARK,"4,600,000","1,990.26","2,311",Jul-25,CLOVER WAY,Resale,Land,184.9,"24,878",-,Terrace House,1,Freehold,20,Rest of Central Region,-
CLOVER PARK,"6,100,000","3,713.58","1,643",Jul-25,CLOVER CRESCENT,Resale,Land,345,"17,681",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"9,988,888","4,365.88","2,288",Jul-25,KOVAN ROAD,Resale,Land,405.6,"24,627",-,Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,280,000","5,434.74","1,524",Jul-25,GAMBIR WALK,Resale,Land,504.9,"16,399",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
PARK VILLAS,"2,958,888","1,626.44","1,819",Jul-25,PARK VILLAS RISE,Resale,Land,151.1,"19,582",-,Terrace House,1,99 yrs lease commencing from 1994,19,Outside Central Region,-
SPRING PARK ESTATE,"4,300,000","1,989.19","2,162",Jul-25,PRIMROSE AVENUE,Resale,Land,184.8,"23,268",-,Terrace House,1,Freehold,16,Outside Central Region,-
THOMSON GARDEN ESTATE,"3,400,000",914.94,"3,716",Jul-25,JALAN CHEGAR,Resale,Land,85,"40,000",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,900,000","2,232.45","2,195",Jul-25,RICHARDS PLACE,Resale,Land,207.4,"23,626",-,Terrace House,1,Freehold,19,Outside Central Region,-
WELLINGTON PARK,"4,500,000","2,131.27","2,111",Jul-25,ELLINGTON SQUARE,Resale,Land,198,"22,727",-,Terrace House,1,Freehold,20,Outside Central Region,-
CHUAN GARDEN,"6,400,000","4,878.24","1,312",Jul-25,CHUAN GARDEN,Resale,Land,453.2,"14,122",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
LUCKY HILL,"3,600,000","1,680.26","2,143",Jul-25,BEDOK TERRACE,Resale,Land,156.1,"23,062",-,Terrace House,1,999 yrs lease commencing from 1878,16,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,000,000","2,638.26","1,895",Jul-25,CARDIFF GROVE,Resale,Land,245.1,"20,400",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
CLOVER PARK,"4,708,000","1,680.26","2,802",Jul-25,CLOVER AVENUE,Resale,Land,156.1,"30,160",-,Terrace House,1,Freehold,20,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"5,758,000","2,375.61","2,424",Jul-25,SERANGOON GARDEN WAY,Resale,Land,220.7,"26,090",-,Terrace House,1,Freehold,19,Outside Central Region,-
ELIAS TERRACE,"3,450,000","1,614.6","2,137",Jul-25,ELIAS TERRACE,Resale,Land,150,"23,000",-,Terrace House,1,999 yrs lease commencing from 1881,18,Outside Central Region,-
BARTLEY RISE ESTATE,"3,100,000","2,088.22","1,485",Jul-25,EDEN GROVE,Resale,Land,194,"15,979",-,Terrace House,1,Freehold,19,Outside Central Region,-
LOYANG VILLAS,"2,270,000","1,614.6","1,406",Jul-25,LOYANG VIEW,Resale,Land,150,"15,133",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
VILLA PONDER ROSA,"4,400,888","2,029.01","2,169",Jul-25,LORONG ONG LYE,Resale,Land,188.5,"23,347",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,398,888","1,939.67","2,268",Jul-25,LORONG GAMBIR,Resale,Land,180.2,"24,411",-,Terrace House,1,Freehold,19,Outside Central Region,-
THOMSON GARDEN ESTATE,"2,865,000",916.02,"3,128",Jul-25,JALAN MINGGU,Resale,Land,85.1,"33,666",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,300,000","3,074.2","1,724",Jul-25,TAMPINES ROAD,Resale,Land,285.6,"18,557",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
BARTLEY RISE ESTATE,"6,120,000","4,069.87","1,504",Jul-25,SUNSHINE TERRACE,Resale,Land,378.1,"16,186",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,730,000","2,737.29","1,728",Jul-25,JALAN SAHABAT,Resale,Land,254.3,"18,600",-,Terrace House,1,Freehold,19,Outside Central Region,-
HARVEY VIEW,"3,460,000","1,685.64","2,053",Jul-25,HARVEY CRESCENT,Resale,Land,156.6,"22,095",-,Terrace House,1,Freehold,16,Outside Central Region,-
KEW VALE,"3,000,000","2,382.07","1,259",Jul-25,KEW HEIGHTS,Resale,Land,221.3,"13,556",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,200,000","4,604.84","1,564",Jul-25,ROSYTH ROAD,Resale,Land,427.8,"16,830",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
PEOPLE'S GARDEN,"5,528,000","2,754.51","2,007",Jul-25,LORONG 6 REALTY PARK,Resale,Land,255.9,"21,602",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"5,100,000","3,216.28","1,586",Jul-25,JALAN RUKAM,Resale,Land,298.8,"17,068",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
LOYANG VILLAS,"2,390,000","1,625.36","1,470",Jul-25,LOYANG VIEW,Resale,Land,151,"15,828",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
KEW VALE,"3,500,000","3,034.37","1,153",Jul-25,KEW HEIGHTS,Resale,Land,281.9,"12,416",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
TOH ESTATE,"5,759,000","6,380.9",903,Jul-25,TOH DRIVE,Resale,Land,592.8,"9,715",-,Detached House,1,Freehold,17,Outside Central Region,-
KEW VALE,"3,060,000","2,287.35","1,338",Jul-25,KEW CRESCENT,Resale,Land,212.5,"14,400",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"4,225,000","1,515.57","2,788",Jul-25,CASUARINA ROAD,Resale,Land,140.8,"30,007",-,Terrace House,1,Freehold,20,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,250,000","4,201.19","1,488",Jul-25,CROWHURST DRIVE,Resale,Land,390.3,"16,013",-,Semi-Detached House,1,999 yrs lease commencing from 1953,19,Outside Central Region,-
PARRY PARK,"3,848,888","1,685.64","2,283",Jul-25,PARRY VIEW,Resale,Land,156.6,"24,578",-,Terrace House,1,999 yrs lease commencing from 1877,19,Outside Central Region,-
PEOPLE'S GARDEN,"5,980,000","1,895.54","3,155",Jul-25,LORONG 6 REALTY PARK,Resale,Land,176.1,"33,958",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
THOMSON GARDEN ESTATE,"6,250,000","3,652.23","1,711",Jul-25,JALAN KHAMIS,Resale,Land,339.3,"18,420",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"7,300,000","4,307.75","1,695",Jul-25,JALAN HOCK CHYE,Resale,Land,400.2,"18,241",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,680,000","2,718.99","1,721",Jun-25,LORONG GAMBIR,Resale,Land,252.6,"18,527",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,800,000","5,879.3",987,Jun-25,KEW CRESCENT,Resale,Land,546.2,"10,619",-,Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
THOMSON HILLS ESTATE,"4,000,000","2,203.39","1,815",Jun-25,THOMSON TERRACE,Resale,Land,204.7,"19,541",-,Terrace House,1,Freehold,20,Outside Central Region,-
TAI HWAN GARDEN,"6,370,000","2,782.49","2,289",Jun-25,TAI HWAN AVENUE,Resale,Land,258.5,"24,642",-,Terrace House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"8,000,000","4,191.5","1,909",Jun-25,SERANGOON GARDEN WAY,Resale,Land,389.4,"20,544",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,999,999","2,699.61","1,852",Jun-25,HYTHE ROAD,Resale,Land,250.8,"19,936",-,Terrace House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
CHUAN YUAN,"3,400,000","1,900.92","1,789",Jun-25,CHUAN DRIVE,Resale,Land,176.6,"19,253",-,Terrace House,1,99 yrs lease commencing from 2002,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,520,000","2,486.48","1,818",Jun-25,MERAGI ROAD,Resale,Land,231,"19,567",-,Terrace House,1,Freehold,16,Outside Central Region,-
CHANGI HEIGHTS,"3,660,000","1,783.59","2,052",Jun-25,JALAN SINAR BULAN,Resale,Land,165.7,"22,088",-,Terrace House,1,Freehold,17,Outside Central Region,-
EAST COAST HILL,"4,170,000","1,844.95","2,260",Jun-25,SENNETT PLACE,Resale,Land,171.4,"24,329",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,500,000","4,475.67","1,452",Jun-25,GLASGOW ROAD,Resale,Land,415.8,"15,633",-,Semi-Detached House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
