Attributes TYPE_CD,type_description,inc_crc,last_updated,longitude,latitude
TSTAND,TAXI STAND,ECD42C43B11CBAF0,2022-01-27 10:59:13,103.89892862122,1.32989661098026
TSTOP,TAXI STOP,9D5DBBE95452462A,2022-01-27 10:59:13,103.918731162355,1.33444139059481
TSTAND,TAXI STAND,7F8E397CE59047E8,2022-01-27 10:59:13,103.899691132068,1.32998564590387
TSTOP,TAXI STOP,7659CE4014DAFE5B,2022-01-27 10:59:13,103.918178319464,1.33512874423275
TSTAND,TAXI STAND,7DC85B5CC130C1EB,2022-01-27 10:59:13,103.851421594104,1.29278855964427
TSTAND,TAXI STAND,8658A7C734898F71,2022-01-27 10:59:13,103.888471974823,1.32618525555116
TSTAND,TAXI STAND,34357F147A1A441C,2022-01-27 10:59:13,103.801214989495,1.44094718294454
TSTAND,TAXI STAND,1D74C48474493778,2022-01-27 10:59:13,103.884625484714,1.3595594868912
TPD,TAXI PICK UP / DROP OFF,37ED32A81C7E6D18,2022-01-27 10:59:13,103.853055449966,1.30429629052485
TSTAND,TAXI STAND,52F5E194ADADC3F9,2022-01-27 10:59:13,103.8554960651,1.3058672836055
TSTAND,TAXI STAND,FBEB69830ED534C8,2022-01-27 10:59:13,103.856078808529,1.30363755002407
TPD,TAXI PICK UP / DROP OFF,4E7DFF0787FB107D,2022-01-27 10:59:13,103.852606681059,1.30338394828116
TSTOP,TAXI STOP,E3507BDF285A858F,2022-01-27 10:59:13,103.852376724467,1.30150052185317
TSTOP,TAXI STOP,7E079BB19BE5AFBF,2022-01-27 10:59:13,103.818361495969,1.27787431181328
TSTOP,TAXI STOP,0DA8CABBF06C844B,2022-01-27 10:59:13,103.839974802818,1.3026827185905
TSTAND,TAXI STAND,0B65B987488C8F37,2022-01-27 10:59:13,103.84208872513,1.30097614138759
TSTAND,TAXI STAND,0B571948381FBD3F,2022-01-27 10:59:13,103.840410613551,1.30034366741248
TPD,TAXI PICK UP / DROP OFF,B6B9D805E3DC9A44,2022-01-27 10:59:13,103.848910023916,1.28430342834957
TSTAND,TAXI STAND,9CCC52843A56C58C,2022-01-27 10:59:13,103.835133733111,1.42867861744771
TSTAND,TAXI STAND,21713AAE2B0DFEF2,2022-01-27 10:59:13,103.843247969923,1.27587170709407
TSTAND,TAXI STAND,1BE6F6E82A41B189,2022-01-27 10:59:13,103.872137958265,1.30470408487901
TSTAND,TAXI STAND,5E1E290D5BD5BBD1,2022-01-27 10:59:13,103.792973328769,1.31006193531909
TSTAND,TAXI STAND,2445D9CD8915601A,2022-01-27 10:59:13,103.851125150511,1.29998728192602
TSTAND,TAXI STAND,B01CFFC2F04930CA,2022-01-27 10:59:13,103.85217674242,1.28112786641193
TSTAND,TAXI STAND,C579B150451E8B18,2022-01-27 10:59:13,103.843841332235,1.27880263938265
TSTAND,TAXI STAND,E9D35473F133F0EB,2022-01-27 10:59:13,103.769600561365,1.44365217293173
TSTOP,TAXI STOP,D089669E775A77CC,2022-01-27 10:59:13,103.986763221114,1.35508020778941
TSTAND,TAXI STAND,D2C9816764899C8B,2022-01-27 10:59:13,103.844370878134,1.38211437333993
TSTAND,TAXI STAND,FAECFA385A28C1AA,2022-01-27 10:59:13,103.849392502398,1.36992447366399
TSTAND,TAXI STAND,6591CE57C5D07A43,2022-01-27 10:59:13,103.820268581843,1.44938561071657
TSTAND,TAXI STAND,27E2E7EE00264705,2022-01-27 10:59:13,103.849136820651,1.35075162341682
TSTAND,TAXI STAND,04BA80447C8ED3C9,2022-01-27 10:59:13,103.84775624369,1.35149870849508
TSTAND,TAXI STAND,BA5C636D019796BE,2022-01-27 10:59:13,103.848153531701,1.35176533803386
TSTAND,TAXI STAND,4A1EC5CE3D6CC4DD,2022-01-27 10:59:13,103.849731417199,1.33119691015424
TSTAND,TAXI STAND,213EDA6CC5BA36C0,2022-01-27 10:59:13,103.84610027518,1.34106777111923
TSTAND,TAXI STAND,C714D3C83D147976,2022-01-27 10:59:13,103.850370826124,1.33420057982653
TSTAND,TAXI STAND,2B814E32E9967B1E,2022-01-27 10:59:13,103.831082747361,1.35496651507378
TSTAND,TAXI STAND,6F49289914ECAA23,2022-01-27 10:59:13,103.861921757087,1.31978714394211
TSTAND,TAXI STAND,E510164515D69233,2022-01-27 10:59:13,103.790497652012,1.30666833404467
TSTAND,TAXI STAND,922742B71C94FC44,2022-01-27 10:59:13,103.837755355655,1.31192314626682
TSTAND,TAXI STAND,065D957B7EA6AF94,2022-01-27 10:59:13,103.851613311729,1.28182826133367
TSTAND,TAXI STAND,065D957B7EA6AF94,2022-01-27 10:59:13,103.851613311729,1.28182826133367
TSTAND,TAXI STAND,033128ED52C49B6B,2022-01-27 10:59:13,103.720479176463,1.34441576552849
TSTAND,TAXI STAND,FECE6B4754097776,2022-01-27 10:59:13,103.83042696023,1.30514643873235
TSTAND,TAXI STAND,4AD12EECEBE02580,2022-01-27 10:59:13,103.817380531375,1.28904925427084
TSTAND,TAXI STAND,1DC5175050156ABF,2022-01-27 10:59:13,103.870629419326,1.35335622108898
TSTAND,TAXI STAND,881C4D8E0EC9CB41,2022-01-27 10:59:13,103.77373133091,1.43241138578707
TSTAND,TAXI STAND,3D15FADA1FEA95B9,2022-01-27 10:59:13,103.891820938731,1.31825639687407
TSTAND,TAXI STAND,AB9A31D90DC50B77,2022-01-27 10:59:13,103.874315177827,1.35066018376601
TSTAND,TAXI STAND,9B6F42A6A1AEB064,2022-01-27 10:59:13,103.892923925385,1.38249429175582
TSTAND,TAXI STAND,D596134D298AFA8C,2022-01-27 10:59:13,103.929506582839,1.32363861484218
TSTAND,TAXI STAND,989104E302C551EE,2022-01-27 10:59:13,103.880657258506,1.34225424539401
TSTAND,TAXI STAND,716C859F7A17C331,2022-01-27 10:59:13,103.864617044012,1.35151215229893
TSTOP,TAXI STOP,FFCB719D0B73A0EB,2022-01-27 10:59:13,103.852908885849,1.2833770452756
TSTAND,TAXI STAND,E42BA945FA06A618,2022-01-27 10:59:13,103.88731684334,1.3191604981358
TSTAND,TAXI STAND,14D82B3A426813FE,2022-01-27 10:59:13,103.785951954299,1.31775098987658
TSTOP,TAXI STOP,0F3BFB961330514F,2022-01-27 10:59:13,103.855461790878,1.29844318933313
TSTAND,TAXI STAND,F1A8ECD948B8BCBC,2022-01-27 10:59:13,103.883156178421,1.31601299967301
TSTAND,TAXI STAND,EF40A9C3D146296F,2022-01-27 10:59:13,103.706623602519,1.33829836757444
TSTAND,TAXI STAND,6915184315471123,2022-01-27 10:59:13,103.839239004231,1.30037806524621
TSTAND,TAXI STAND,B152548AE2264A50,2022-01-27 10:59:13,103.837126452337,1.31449612819799
TSTAND,TAXI STAND,43CC9036B279B5FC,2022-01-27 10:59:13,103.929377846592,1.32415807622387
TSTAND,TAXI STAND,EE4B98BB9AC19D68,2022-01-27 10:59:13,103.824155331325,1.30521700381329
TSTAND,TAXI STAND,B6E00BBBD3FFD02E,2022-01-27 10:59:13,103.822639559037,1.29991929589645
TSTAND,TAXI STAND,D45F274684802B55,2022-01-27 10:59:13,103.816878439298,1.282856249083
TSTAND,TAXI STAND,210C59147C8D004D,2022-01-27 10:59:13,103.805363122582,1.29524408830951
TSTAND,TAXI STAND,B01407ADF3E922D1,2022-01-27 10:59:13,103.798993840223,1.30211711844658
TSTAND,TAXI STAND,E53147F471520DC1,2022-01-27 10:59:13,103.834748899465,1.28886465003388
TSTAND,TAXI STAND,66F0B8035106F26F,2022-01-27 10:59:13,103.931488895642,1.32447984053558
TSTAND,TAXI STAND,716A5443C8B6B1BE,2022-01-27 10:59:13,103.740593012241,1.33354842326857
TSTAND,TAXI STAND,93E720F2BD57E24C,2022-01-27 10:59:13,103.870521086067,1.33902458306161
TSTAND,TAXI STAND,A352C2B6485874EC,2022-01-27 10:59:13,103.836761578936,1.4293660975914
TSTAND,TAXI STAND,9E80CA0E5C64E2B0,2022-01-27 10:59:13,103.847000196515,1.33364584660587
TSTAND,TAXI STAND,8DC4225AD2E4AD72,2022-01-27 10:59:13,103.678472210935,1.32758319627902
TSTAND,TAXI STAND,5A88C05B676C4AC8,2022-01-27 10:59:13,103.875811555285,1.30134680245416
TSTAND,TAXI STAND,E7EFEE736FD905BE,2022-01-27 10:59:13,103.77793219539,1.31156070225984
TSTAND,TAXI STAND,2A292B650D57E0EE,2022-01-27 10:59:13,103.895228197093,1.39070376691505
TSTOP,TAXI STOP,275294904BD52D99,2022-01-27 10:59:13,103.819102634039,1.44804822164583
TSTAND,TAXI STAND,B9D33E73DD88FF6F,2022-01-27 10:59:13,103.894308563129,1.3147168028812
TSTAND,TAXI STAND,E64EF1AB960A4C7A,2022-01-27 10:59:13,103.732579544855,1.34259903482045
TSTAND,TAXI STAND,E3465E8E47D04A8C,2022-01-27 10:59:13,103.781287790482,1.28369091597144
TSTAND,TAXI STAND,15AB7667BA7440E6,2022-01-27 10:59:13,103.84495582249,1.29072615479928
TSTAND,TAXI STAND,3C871020DA4D7790,2022-01-27 10:59:13,103.678450120285,1.33075230014608
TSTAND,TAXI STAND,7A2AE5EAC3A4EB39,2022-01-27 10:59:13,103.914855128194,1.30517006500811
TSTAND,TAXI STAND,C25805360A8AC484,2022-01-27 10:59:13,103.862152902721,1.27066006450767
TSTAND,TAXI STAND,293364B35D5E9E43,2022-01-27 10:59:13,103.877124164346,1.35463854360466
TPD,TAXI PICK UP / DROP OFF,4DD0F38DBD4F920E,2022-01-27 10:59:13,103.844988124271,1.29114378129411
TSTAND,TAXI STAND,08E83BFCA273A5CE,2022-01-27 10:59:13,103.893078707349,1.3189451396236
TSTAND,TAXI STAND,C319BE156989339D,2022-01-27 10:59:13,103.744186663677,1.3316916020521
TSTOP,TAXI STOP,B35A102B2359068B,2022-01-27 10:59:13,103.875431710681,1.30097479307904
TSTAND,TAXI STAND,202DAA60A381FF96,2022-01-27 10:59:13,103.808098764719,1.32618483976156
TSTAND,TAXI STAND,F82CC88042694BEA,2022-01-27 10:59:13,103.807529832576,1.3257437056455
TSTOP,TAXI STOP,93305B89929D70AA,2022-01-27 10:59:13,103.815804563041,1.32264353984183
TSTAND,TAXI STAND,7E690CF482AB3987,2022-01-27 10:59:13,103.660256028515,1.31891371616426
TSTAND,TAXI STAND,A875D62C874F8A3D,2022-01-27 10:59:13,103.639824808572,1.32952499115473
TSTAND,TAXI STAND,B66FF2A3AD851793,2022-01-27 10:59:13,103.659505011104,1.31896032216418
,,9958A413,2022-01-27 10:59:13,103.637429638873,1.34128500347683
TSTAND,TAXI STAND,32B8796B9D0004A9,2022-01-27 10:59:13,103.639633915874,1.33028770466021
TSTAND,TAXI STAND,EE0992B874D167D0,2022-01-27 10:59:13,103.649544169131,1.32096297458598
TSTAND,TAXI STAND,DB6C662A992461D5,2022-01-27 10:59:13,103.849816838643,1.30664533441932
TSTAND,TAXI STAND,708E80F730941291,2022-01-27 10:59:13,103.761364920656,1.3788173898747
TSTOP,TAXI STOP,D3A3BFFDC2779028,2022-01-27 10:59:13,103.853166143996,1.30341510379673
TSTAND,TAXI STAND,87A450C8F7C6D949,2022-01-27 10:59:13,103.908976676243,1.30488198924939
TSTAND,TAXI STAND,0E9BDA9962C2D2AC,2022-01-27 10:59:13,103.863376565375,1.31833670050725
TSTAND,TAXI STAND,C14361C6D513D1A6,2022-01-27 10:59:13,103.884954963275,1.38331579745101
TSTAND,TAXI STAND,BFD60A7442EC7218,2022-01-27 10:59:13,103.862869642754,1.30789598475934
TSTOP,TAXI STOP,874FA65E466B6E34,2022-01-27 10:59:13,103.862618682147,1.3067473125999
TSTAND,TAXI STAND,D3829BDF4A055C13,2022-01-27 10:59:13,103.854955983139,1.3227475083688
TSTAND,TAXI STAND,675BBCFE8D12FEEA,2022-01-27 10:59:13,103.850801267947,1.32469192335401
