Attributes ADDRESSBLOCKHOUSENUMBER,ADDRESSBUILDINGNAME,postal_code,street_address,ADDRESSTYPE,DESCRIPTION,website,LANDXADDRESSPOINT,LANDYADDRESSPOINT,facility_name,PHOTOURL,ADDRESSFLOORNUMBER,INC_CRC,last_updated,ADDRESSUNITNUMBER,longitude,latitude
,,469030,2 Chai Chee Lane Singapore,,,http://www.thkmsc.org.sg,0,0,Thye Hua Kwan Moral Charities (THKMC) THK Day Activity Centre @ Chai Chee,,,A7015B4880629B23,20121122110128,,103.919250449568,1.32797226455993
,,519529,65 Pasir Ris Drive 1 Cerebral Palsy Centre Singapore,,,http://www.spastic.org.sg,0,0,Spastic Children's Association of Singapore (SCAS) Early intervention Programme for Infants and Children,,,26ACBB428C366216,20121122110134,,103.939412836889,1.37514156954505
,,730716,Blk 716 Woodlands Drive 70 #01-124 Singapore,,,http://www.thkmc.org.sg,0,0,Thye Hua Kwan Moral Charities (THKMC) THK EIPIC Centre @ Woodlands,,,A818BA7A64695E6A,20121122110134,,103.79978918302,1.44151302074878
,,680606,Blk 606 Choa Chu Kang Street 62 #01-39 Singapore,,,http://www.thkmc.org.sg,0,0,Thye Hua Kwan Moral Charities (THKMC) THK EIPIC Centre @ CCK,,,377FF5F936FED140,20121122110134,,103.743911026355,1.39805874603482
,,680607,Blk 607 Choa Chu Kang Street 62 #01-113 Singapore,,,http://www.thkmc.org.sg,0,0,Thye Hua Kwan Moral Charities (THKMC) THK EIPIC Centre @ Choa Chu Kang (Prep),,,B504F544F7F0B2FE,20121122110134,,103.744193012268,1.39901506097413
,,320014,Blk 14 St George's Road #01-70 Singapore,,,http://www.carecorner.org.sg,0,0,Care Corner Child Development Centre (St George's),,,9FEAB418FFDBDE35,20121122110134,,103.862091727234,1.32369795695468
,,760270,Blk 270 Yishun Street 22 #01-58 Singapore,,,http://www.carecorner.org.sg,0,0,Care Corner Child Development Centre (Yishun),,,EE1977ECD8C1497D,20121122110134,,103.839985899501,1.43741891371838
,,460520,Blk 520 Bedok North Avenue 1 #01-340 Singapore,,,http://www.chkmps.org.sg,0,0,Chee Hoon Kog Moral Promotion Society Child Care Centre,,,C506A13707DD2BF7,20121122110135,,103.928135548893,1.33046830159784
,,680418,Blk 418 Choa Chu Kang Avenue 4 #01-290 Singapore,,,http://www.perdaus.org.sg,0,0,Iyad Child Development Centre (Choa Chu Kang),,,DCE3606AF0183354,20121122110135,,103.741503915971,1.38252493717107
,,600241,Blk 241 Jurong East Street 24 #01-659 Singapore,,,http://www.perdaus.org.sg,0,0,Iyad Child Development Centre (Jurong East),,,D135419622E6EA0B,20121122110135,,103.74296761686,1.34148305384534
,,560442,Blk 442 Ang Mo Kio Avenue 10 Street 43 #01-1205 Singapore,,,http://www.pcs.org.sg,0,0,Presbyterian Community Services (Ang Mo Kio),,,785F8F1E1820FE8A,20121122110135,,103.85523338303,1.36565652698742
,,530127,Blk 127 Hougang Avenue 1 #01-1494 Singapore,,,http://www.pcs.org.sg,0,0,Presbyterian Community Services (Hougang),,,4FE93596F9BB9A63,20121122110135,,103.885671839927,1.3529112909212
,,640452,Blk 452 Jurong West Street 42 #01-170 Singapore,,,http://www.pcs.org.sg,0,0,Presbyterian Community Services (Jurong West),,,25D2D84B75417A88,20121122110135,,103.718510882205,1.35157801355111
,,520432,Blk 432 Tampines Street 41 #01-555 Singapore,,,http://www.pcs.org.sg,0,0,Presbyterian Community Services (Tampines),,,A9324D4044A3CB22,20121122110135,,103.950533986292,1.35888695601359
,,730023,Blk 23 Marsiling Drive #01-159 Singapore,,,http://www.pcs.org.sg,0,0,Presbyterian Community Services (Woodlands),,,EE7036DC3CC4B89A,20121122110135,,103.7733004442,1.44154154475566
,,760411,Blk 411 Yishun Ring Road #01-1807 Singapore,,,http://www.pcs.org.sg,0,0,Presbyterian Community Services (Yishun),,,31B0E3AB72253B9C,20121122110135,,103.847404271472,1.42574178896442
,,164018,Blk 18 Jalan Membina #03-01/02 Singapore,,,http://www.thkms.org.sg,0,0,Thye Hua Kwan Moral Society (THKMS) Moral Child Development Centre (Membina),,,36EDC06A52157FC2,20121122110136,,103.826785447839,1.28569743312849
,,120333,Blk 333 Clementi Avenue 2 #01-86 Singapore,,,http://www.touch.org.sg,0,0,TOUCH Community Services TOUCH Child Care,,,F39515C38B3480AD,20121122110136,,103.7674879741,1.31516227940484
,,530606,Blk 606 Hougang Avenue 4 #01-167 Singapore,,,http://www.touch.org.sg,0,0,TOUCH Community Services TOUCH Child Care,,,1A223862FBDC9986,20121122110136,,103.885942272179,1.37067294627198
,,440066,Blk 66 Marine Drive #01-202 Singapore,,,nof.ywca.org.sg,0,0,YWCA Child Development Centre (Marine Drive),,,F789151902BFD241,20121122110136,,103.909735936169,1.30393796121128
,,120510,Blk 510 West Coast Drive #01-315 Singapore,,,nof.ywca.org.sg,0,0,YWCA Child Development Centre (West Coast),,,9378AF34929314FF,20121122110136,,103.760796107484,1.31083087567365
,,460133,Block 133 Bedok North Ave 3 #01-138 Singapore,,,http://www.vsa.org.sg,0,0,Very Special Arts Singapore Ltd,,,ABF6587320766715,20121122110136,,103.935739668635,1.32754842669157
,,397799,230 Stadium Boulevard Singapore,,,http://www.sdsc.org.sg,0,0,Singapore Disability Sports Council,,,0F9C3C0BAD7FE27E,20121122110136,,103.882268866482,1.30426365346041
,,659168,101 Bukit Batok West Avenue 3 Singapore,,,http://www.edenschool.edu.sg,0,0,Autism Association Singapore (AAS) Eden School,,,EE41AEC1DDB0A48A,20121122110136,,103.742956148261,1.35139724767724
,,159924,143 Alexandra Road Singapore,,,http://www.apsn.org.sg,0,0,Association For Persons With Special Needs (APSN) Tanglin School,,,806FE8F0C3CB0058,20121122110136,,103.819794884415,1.29041262367466
,,569767,18 Ang Mo Kio Avenue 9 Singapore,,,http://www.apsn.org.sg,0,0,Association For Persons With Special Needs (APSN) Chaoyang School,,,2AD2CF7BEB533523,20121122110136,,103.84180128321,1.38328187108642
,,467354,900 New Upper Changi Road Singapore,,,http://www.apsn.org.sg,0,0,Association For Persons With Special Needs (APSN) Katong School,,,B958258C0C79555E,20121122110137,,103.94296957809,1.32531122996531
,,649297,6A Jurong West Street 52 Singapore,,,http://www.go.edu.sg,0,0,Grace Orchard School,,,4E5B0A913F58B57C,20121122110137,,103.718205093685,1.3476384960039
,,298106,51 Toa Payoh Rise Singapore,,,http://www.lighthouse.edu.sg,0,0,Lighthouse School,,,72332ABB41DC16FF,20121122110137,,103.8407799689,1.33881426700706
,,529949,30 Simei Street 1 Singapore,,,http://www.mettaschool.edu.sg,0,0,Metta School,,,E5AB1BB8794BF82A,20121122110137,,103.957331746072,1.34691353883681
,,149311,802 Margaret Drive Singapore,,,http://www.minds.org.sg,0,0,Movement for the Intellectually Disabled of Singapore (MINDS) MINDS Lee Kong Chian Gardens School,,,5F022BE469273CF1,20121122110137,,103.813287620119,1.29465118090888
,,417557,1B Lengkong Lima Singapore,,,http://www.minds.org.sg,0,0,Movement for the Intellectually Disabled of Singapore (MINDS) MINDS Towner Gardens School,,,A1ACC7A3794C85BF,20121122110137,,103.913303333317,1.32620176281027
,,737883,30 Woodlands Ring Road #01-01 Singapore,,,http://www.minds.org.sg,0,0,Movement for the Intellectually Disabled of Singapore (MINDS) MINDS Woodlands Gardens School,,,7E123C580E967BF6,20121122110137,,103.797859129407,1.43708420985345
,,797635,7 Fernvale Road Singapore,,,http://www.minds.org.sg,0,0,Movement for the Intellectually Disabled of Singapore (MINDS) MINDS Fernvale Gardens School,,,219D54E8BFF2B28A,20121122110137,,103.875022286623,1.38984421273886
,,149306,501 Margaret Drive Singapore,,,http://www.rainbowcentre.org.sg,0,0,Rainbow Centre Margaret Drive School,,,C0C3C5FD6B490B82,20121122110137,,103.809086200936,1.29728287886412
,,768548,15 Yishun Street 61 Singapore,,,http://www.rainbowcentre.org.sg,0,0,Rainbow Centre Yishun Park School,,,6677B7FA879F2D33,20121122110137,,103.837187828062,1.42001143852334
,,519529,65 Pasir Ris Drive 1 Cerebral Palsy Centre Singapore,,,http://www.spastic.org.sg,0,0,Spastic Children's Association of Singapore School,,,26ACBB428F3ED114,20121122110137,,103.939412836889,1.37514156954505
