Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SENNETT ESTATE,"4,925,000","2,669.47","1,845",Jul-24,KENANGA AVENUE,Resale,Land,248,"19,859",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"6,900,000","4,752.31","1,452",Jul-24,LORONG H TELOK KURAU,Resale,Land,441.5,"15,629",-,Terrace House,1,Freehold,15,Outside Central Region,-
CAPITOL PARK,"9,500,000","3,262.57","2,912",Jul-24,JALAN SENI,Resale,Land,303.1,"31,343",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,570,000","1,614.6","3,450",Jul-24,EAST COAST TERRACE,Resale,Land,150,"37,133",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,000,000","4,038.65","1,238",Jul-24,JALAN SENTOSA,Resale,Land,375.2,"13,326",-,Terrace House,1,Freehold,14,Outside Central Region,-
PEACH GARDEN,"9,000,000","4,061.26","2,216",Jul-24,MEYER ROAD,Resale,Land,377.3,"23,854",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
ST PATRICK'S ROW,"4,028,000","1,763.14","2,285",Jul-24,TELOK KURAU ROAD,Resale,Land,163.8,"24,591",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,308,000","2,830.93","1,522",Jul-24,LORONG SARINA,Resale,Land,263,"16,380",-,Terrace House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"13,680,000","5,261.44","2,600",Jul-24,GOODMAN ROAD,Resale,Land,488.8,"27,987",-,Detached House,1,Freehold,15,Rest of Central Region,-
SOUTH UNION PARK,"4,000,000","1,691.02","2,365",Jul-24,ELITE TERRACE,Resale,Land,157.1,"25,461",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,738,000","2,378.84","1,992",Jul-24,JALAN LAPANG,Resale,Land,221,"21,439",-,Terrace House,1,Freehold,14,Outside Central Region,-
KEMBANGAN ESTATE,"5,000,000","3,368.06","1,485",Jul-24,JALAN ISMAIL,Resale,Land,312.9,"15,980",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
WATTEN ESTATE,"6,550,000","1,797.59","3,644",Jul-24,SHELFORD ROAD,Resale,Land,167,"39,222",-,Terrace House,1,Freehold,11,Core Central Region,-
SENNETT ESTATE,"3,500,000","1,852.48","1,889",Jul-24,CEDAR AVENUE,Resale,Land,172.1,"20,337",-,Terrace House,1,Freehold,13,Rest of Central Region,-
SENNETT ESTATE,"3,300,000","1,500.5","2,199",Jul-24,KEE CHOE AVENUE,Resale,Land,139.4,"23,673",-,Terrace House,1,Freehold,13,Rest of Central Region,-
FRANKEL ESTATE,"11,680,000","6,980.45","1,673",Jul-24,FRANKEL AVENUE,Resale,Land,648.5,"18,011",-,Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,150,000","3,593.02","1,990",Jul-24,JALAN BAIDURI,Resale,Land,333.8,"21,420",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
SERANGOON PARK,"8,850,000","4,149.52","2,133",Jul-24,WOLSKEL ROAD,Resale,Land,385.5,"22,957",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
SENNETT ESTATE,"3,400,000","1,850.33","1,838",Jul-24,CHEMPAKA AVENUE,Resale,Land,171.9,"19,779",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,080,000","4,373.41","1,162",Jul-24,JALAN MAWAR,Resale,Land,406.3,"12,503",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,850,000","4,685.57","1,249",Jul-24,LORONG MARICAN,Resale,Land,435.3,"13,439",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,750,000","2,667.32","1,781",Jul-24,DUKU LANE,Resale,Land,247.8,"19,169",-,Terrace House,1,Freehold,15,Rest of Central Region,-
OASIS @ MULBERRY,"4,888,888","2,588.74","1,889",Jul-24,CHEMPAKA AVENUE,Resale,Land,240.5,"20,328",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"1,600,000","1,541.4","1,038",Jul-24,HEMMANT ROAD,Resale,Land,143.2,"11,173",-,Terrace House,1,Freehold,15,Rest of Central Region,-
YONG SENG ESTATE,"5,480,000","1,881.55","2,912",Jul-24,JALAN SENANG,Resale,Land,174.8,"31,350",-,Terrace House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,244,000","1,925.68","2,204",Jul-24,EVERITT ROAD,Resale,Land,178.9,"23,723",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,940,000","1,632.9","2,413",Jul-24,EVERITT ROAD,Resale,Land,151.7,"25,972",-,Terrace House,1,Freehold,15,Rest of Central Region,-
MACPHERSON GARDEN ESTATE,"2,500,000",883.72,"2,829",Jul-24,JALAN SETIA,Resale,Land,82.1,"30,451",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"7,100,000","2,174.33","3,265",Jul-24,WHITLEY ROAD,Resale,Land,202,"35,149",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,328,888","1,979.5","2,187",Jul-24,SANDY LANE,Resale,Land,183.9,"23,539",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,280,000","1,477.9","2,219",Jul-24,BOON TECK ROAD,Resale,Land,137.3,"23,889",-,Terrace House,1,Freehold,12,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,780,000","2,412.21","2,396",Jul-24,ONAN ROAD,Resale,Land,224.1,"25,792",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"18,000,000","6,590.8","2,731",Jul-24,BROADRICK ROAD,Resale,Land,612.3,"29,397",-,Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"7,180,000","4,542.41","1,581",Jul-24,LORONG G TELOK KURAU,Resale,Land,422,"17,014",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,430,000","1,918.14","2,310",Jun-24,JOO CHIAT PLACE,Resale,Land,178.2,"24,860",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"14,160,000","5,093.52","2,780",Jun-24,BARKER ROAD,Resale,Land,473.2,"29,924",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"18,138,000","8,695.16","2,086",Jun-24,GOODMAN ROAD,Resale,Land,807.8,"22,454",-,Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,050,000","2,849.23","1,772",Jun-24,ONAN ROAD,Resale,Land,264.7,"19,078",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,760,000","3,708.2","1,553",Jun-24,JALAN SENYUM,Resale,Land,344.5,"16,720",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,000,000","3,152.78","2,220",Jun-24,JALAN SENTOSA,Resale,Land,292.9,"23,899",-,Terrace House,1,Freehold,14,Outside Central Region,-
OPERA ESTATE,"5,280,000","3,633.93","1,453",Jun-24,JALAN KHAIRUDDIN,Resale,Land,337.6,"15,640",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
KIMNAN PARK,"3,680,000","2,184.02","1,685",Jun-24,JALAN SELAMAT,Resale,Land,202.9,"18,137",-,Terrace House,1,Freehold,14,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"3,111,888",964.45,"3,227",Jun-24,JALAN KEMAJUAN,Resale,Land,89.6,"34,731",-,Terrace House,1,Freehold,13,Rest of Central Region,-
KEMBANGAN ESTATE,"3,850,000","2,233.53","1,724",Jun-24,LORONG SALLEH,Resale,Land,207.5,"18,554",-,Terrace House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,000,000","3,496.15","2,574",Jun-24,CHANCERY LANE,New Sale,Land,324.8,"27,709",-,Terrace House,1,999 yrs lease commencing from 1883,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,928,000","2,176.48","2,264",Jun-24,JALAN RAHMAT,Resale,Land,202.2,"24,372",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
OPERA ESTATE,"3,320,000","1,488.66","2,230",Jun-24,SWAN LAKE AVENUE,Resale,Land,138.3,"24,006",-,Terrace House,1,Freehold,15,Outside Central Region,-
PROSPECT GARDEN,"3,670,000","1,726.55","2,126",Jun-24,LORONG J TELOK KURAU,Resale,Land,160.4,"22,880",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,055,000","2,158.18","2,342",Jun-24,JAGO CLOSE,Resale,Land,200.5,"25,212",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"7,980,000","3,247.5","2,457",Jun-24,LORONG K TELOK KURAU,Resale,Land,301.7,"26,450",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,700,000","1,543.56","2,397",Jun-24,JALAN TUA KONG,Resale,Land,143.4,"25,802",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,800,000","3,133.4","1,532",Jun-24,TELOK KURAU ROAD,Resale,Land,291.1,"16,489",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"14,388,000","4,340.04","3,315",Jun-24,CHANCERY LANE,Resale,Land,403.2,"35,685",-,Detached House,1,Freehold,11,Core Central Region,-
SEASIDE PARK,"4,500,000","1,806.2","2,491",Jun-24,JALAN BULOH PERINDU,Resale,Land,167.8,"26,818",-,Terrace House,1,Freehold,15,Outside Central Region,-
FRANKEL ESTATE,"8,388,000","4,327.13","1,938",Jun-24,DUNBAR WALK,Resale,Land,402,"20,866",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,700,000","4,072.02","2,137",Jun-24,NOVENA TERRACE,Resale,Land,378.3,"22,998",-,Terrace House,1,Freehold,11,Core Central Region,-
OPERA ESTATE,"4,388,800","2,608.12","1,683",Jun-24,TERANG BULAN AVENUE,Resale,Land,242.3,"18,113",-,Terrace House,1,Freehold,15,Outside Central Region,-
PROSPECT GARDEN,"5,850,000","2,641.49","2,215",Jun-24,LORONG J TELOK KURAU,Resale,Land,245.4,"23,839",-,Terrace House,1,Freehold,15,Outside Central Region,-
OASIS @ MULBERRY,"4,560,000","1,703.94","2,676",Jun-24,MULBERRY AVENUE,Resale,Land,158.3,"28,806",-,Terrace House,1,Freehold,13,Rest of Central Region,-
THE CARRARA,"9,300,000","3,003.16","3,097",Jun-24,MOUNTBATTEN ROAD,New Sale,Land,279,"33,333",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,650,000","2,697.46","1,724",Jun-24,STILL LANE,Resale,Land,250.6,"18,555",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,060,000","1,804.05","2,250",Jun-24,LORONG N TELOK KURAU,Resale,Land,167.6,"24,224",-,Terrace House,1,Freehold,15,Outside Central Region,-
YONG SENG ESTATE,"3,300,000","1,888.01","1,748",Jun-24,JALAN SENANG,Resale,Land,175.4,"18,814",-,Terrace House,1,Freehold,14,Outside Central Region,-
OPERA ESTATE,"3,550,000","1,720.09","2,064",Jun-24,TERANG BULAN AVENUE,Resale,Land,159.8,"22,215",-,Terrace House,1,Freehold,15,Outside Central Region,-
FRANKEL ESTATE,"11,000,000","5,518.7","1,993",Jun-24,FRANKEL AVENUE,Resale,Land,512.7,"21,455",-,Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,648,000","2,961.18","1,570",Jun-24,LORONG G TELOK KURAU,Resale,Land,275.1,"16,896",-,Terrace House,1,Freehold,15,Outside Central Region,-
DUNEARN ESTATE,"15,200,000","5,658.63","2,686",Jun-24,HARLYN ROAD,Resale,Land,525.7,"28,914",-,Detached House,1,Freehold,11,Core Central Region,-
VAUGHAN GARDEN,"5,300,000","5,646.79",939,May-24,VAUGHAN ROAD,Resale,Land,524.6,"10,103",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
SEASIDE PARK,"4,200,000","1,875.09","2,240",May-24,JALAN KERIS,Resale,Land,174.2,"24,110",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,800,000",687.82,"4,071",May-24,CARPMAEL ROAD,Resale,Land,63.9,"43,818",-,Terrace House,1,Freehold,15,Rest of Central Region,-
BRADDELL HEIGHTS ESTATE,"4,500,000","2,170.02","2,074",May-24,MACKERROW ROAD,Resale,Land,201.6,"22,321",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
SENNETT ESTATE,"3,488,000","2,265.82","1,539",May-24,MACPHERSON ROAD,Resale,Land,210.5,"16,570",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,680,000","2,102.21","1,751",May-24,LORONG 101 CHANGI,Resale,Land,195.3,"18,843",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","1,599.53","2,813",May-24,LORONG H TELOK KURAU,Resale,Land,148.6,"30,283",-,Terrace House,1,Freehold,15,Outside Central Region,-
SEAVIEW PARK,"8,000,000","2,911.66","2,748",May-24,JALAN SEAVIEW,Resale,Land,270.5,"29,575",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
MACPHERSON GARDEN ESTATE,"3,070,000","1,353.03","2,269",May-24,JALAN SETIA,Resale,Land,125.7,"24,423",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"11,000,000","5,583.29","1,970",May-24,SIME ROAD,Resale,Land,518.7,"21,207",-,Detached House,1,Freehold,11,Core Central Region,-
The Greenwood,"6,100,000","2,907.36","2,098",May-24,GREENWOOD TERRACE,Resale,Land,270.1,"22,584",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"10,000,000","6,107.49","1,637",May-24,ROSE LANE,Resale,Land,567.4,"17,624",-,Detached House,1,Freehold,15,Rest of Central Region,-
SENNETT ESTATE,"7,700,000","4,955.75","1,554",May-24,PHENG GECK AVENUE,Resale,Land,460.4,"16,725",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
SEA VIEW PARK,"6,688,000","3,231.35","2,070",May-24,JALAN SEAVIEW,Resale,Land,300.2,"22,278",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,100,000","1,809.43","2,266",May-24,JOO CHIAT WALK,Resale,Land,168.1,"24,390",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,025,000","3,419.72","1,469",May-24,JALAN MELATI,Resale,Land,317.7,"15,817",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,700,000","1,605.99","2,304",May-24,MACPHERSON ROAD,Resale,Land,149.2,"24,799",-,Terrace House,1,Freehold,13,Rest of Central Region,-
WATTEN ESTATE,"6,700,000","1,836.34","3,649",May-24,PARK VALE,Resale,Land,170.6,"39,273",-,Semi-Detached House,1,999 yrs lease commencing from 1874,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","1,616.75","2,783",May-24,LORONG H TELOK KURAU,Resale,Land,150.2,"29,960",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"10,070,000","3,175.38","3,171",May-24,GILSTEAD ROAD,Resale,Land,295,"34,136",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
DUNEARN ESTATE,"24,880,000","9,953.47","2,500",May-24,DALKEITH ROAD,Resale,Land,924.7,"26,906",-,Detached House,1,Freehold,11,Core Central Region,-
SERANGOON PARK,"3,320,000","1,646.89","2,016",May-24,JALAN SUKACHITA,Resale,Land,153,"21,699",-,Terrace House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,400,000","1,738.39","2,531",May-24,SWANAGE ROAD,Resale,Land,161.5,"27,245",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,550,000","1,743.77","2,609",May-24,LORONG J TELOK KURAU,Resale,Land,162,"28,086",-,Terrace House,1,Freehold,15,Outside Central Region,-
FRANKEL ESTATE,"3,550,000","2,290.58","1,550",May-24,SIGLAP WALK,Resale,Land,212.8,"16,682",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,750,000","1,852.48","3,644",May-24,DUKU PLACE,Resale,Land,172.1,"39,221",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,020,000","1,621.06","1,863",May-24,JOO CHIAT PLACE,Resale,Land,150.6,"20,053",-,Terrace House,1,Freehold,15,Outside Central Region,-
SOUTH UNION PARK,"5,480,000","2,586.59","2,119",May-24,ELITE PARK AVENUE,Resale,Land,240.3,"22,805",-,Terrace House,1,Freehold,15,Outside Central Region,-
HILLCREST PARK,"7,650,000","2,943.95","2,599",May-24,HILLCREST ROAD,Resale,Land,273.5,"27,971",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"14,180,000","4,666.19","3,039",May-24,POOLE ROAD,Resale,Land,433.5,"32,710",-,Detached House,1,Freehold,15,Rest of Central Region,-
BRADDELL HEIGHTS ESTATE,"14,180,000","10,203.2","1,390",May-24,MATLOCK RISE,Resale,Land,947.9,"14,959",-,Detached House,1,Freehold,13,Outside Central Region,-
KEMBANGAN ESTATE,"5,100,000","3,848.13","1,325",May-24,LORONG SALLEH,Resale,Land,357.5,"14,266",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
YONG SENG ESTATE,"4,500,000","2,641.49","1,704",May-24,JALAN SENANG,Resale,Land,245.4,"18,337",-,Terrace House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,500,000","4,927.76","1,522",May-24,SHREWSBURY ROAD,Resale,Land,457.8,"16,383",-,Detached House,1,Freehold,11,Core Central Region,-
OPERA ESTATE,"9,500,000","5,999.85","1,583",May-24,LAKME STREET,Resale,Land,557.4,"17,043",-,Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"14,081,000","9,898.57","1,423",May-24,TAY LIAN TECK ROAD,Resale,Land,919.6,"15,312",-,Detached House,1,Freehold,15,Outside Central Region,-
WATTEN ESTATE,"12,000,000","3,971.92","3,021",May-24,WATTEN TERRACE,Resale,Land,369,"32,520",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
KIMNAN PARK,"3,600,000","1,847.1","1,949",May-24,TAMAN SELAMAT,Resale,Land,171.6,"20,979",-,Terrace House,1,Freehold,14,Outside Central Region,-
HILLCREST PARK,"14,700,000","6,779.17","2,168",Apr-24,HILLCREST ROAD,Resale,Land,629.8,"23,341",-,Detached House,1,Freehold,11,Core Central Region,-
FRANKEL ESTATE,"7,500,000","5,189.32","1,445",Apr-24,EAST COAST ROAD,Resale,Land,482.1,"15,557",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"2,175,000",884.8,"2,458",Apr-24,JALAN SETIA,Resale,Land,82.2,"26,460",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,200,000","2,477.87","1,695",Apr-24,PENNEFATHER ROAD,Resale,Land,230.2,"18,245",-,Terrace House,1,Freehold,15,Rest of Central Region,-
MANILA GARDENS,"4,830,000","2,904.13","1,663",Apr-24,TUA KONG GREEN,Resale,Land,269.8,"17,902",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,917,000","3,671.6","1,884",Apr-24,POOLE ROAD,Resale,Land,341.1,"20,279",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
FRANKEL ESTATE,"15,180,000","7,918","1,917",Apr-24,FRANKEL AVENUE,Resale,Land,735.6,"20,636",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,238,000","1,513.42","2,140",Apr-24,JALAN KEMAMAN,Resale,Land,140.6,"23,030",-,Terrace House,1,Freehold,12,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"7,600,000","2,847.08","2,669",Apr-24,LANGSAT ROAD,Resale,Land,264.5,"28,733",-,Terrace House,1,Freehold,15,Rest of Central Region,-
SARINA PARK,"3,450,000","1,702.86","2,026",Apr-24,LORONG SARINA,Resale,Land,158.2,"21,808",-,Terrace House,1,Freehold,14,Outside Central Region,-
RESERVOIR VILLAS,"2,850,000","2,625.34","1,086",Apr-24,JALAN PUNAI,Resale,Land,243.9,"11,685",-,Semi-Detached House,1,99 yrs lease commencing from 1995,14,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"2,680,888","1,297.06","2,067",Apr-24,JALAN HIBORAN,Resale,Land,120.5,"22,248",-,Terrace House,1,Freehold,13,Rest of Central Region,-
BRADDELL HEIGHTS ESTATE,"4,060,000","2,443.43","1,662",Apr-24,MACKERROW ROAD,Resale,Land,227,"17,885",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"28,999,999","13,191.28","2,198",Apr-24,BRANKSOME ROAD,Resale,Land,"1,225.5","23,664",-,Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,700,000","3,475.7","1,352",Apr-24,JALAN TUA KONG,Resale,Land,322.9,"14,556",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,480,000","1,774.98","2,524",Apr-24,JOO CHIAT AVENUE,Resale,Land,164.9,"27,168",-,Terrace House,1,Freehold,15,Outside Central Region,-
YONG SENG ESTATE,"3,720,000","1,889.08","1,969",Apr-24,JALAN SENANG,Resale,Land,175.5,"21,197",-,Terrace House,1,Freehold,14,Outside Central Region,-
UNIVERSITY PARK,"4,048,888","2,496.17","1,622",Apr-24,UNIVERSITY WALK,Resale,Land,231.9,"17,460",-,Semi-Detached House,1,99 yrs lease commencing from 1994,11,Core Central Region,-
OPERA ESTATE,"3,450,000","1,344.42","2,566",Apr-24,DIDO STREET,Resale,Land,124.9,"27,622",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,100,000","2,160.33","2,361",Apr-24,JALAN BAIDURI,Resale,Land,200.7,"25,411",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"12,860,000","4,472.44","2,875",Apr-24,BOURNEMOUTH ROAD,Resale,Land,415.5,"30,951",-,Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,600,000","2,010.72","1,790",Apr-24,LANGSAT ROAD,Resale,Land,186.8,"19,272",-,Terrace House,1,Freehold,15,Rest of Central Region,-
KEMBANGAN ESTATE,"8,906,520","6,454.09","1,380",Apr-24,JALAN ISMAIL,Resale,Land,599.6,"14,854",-,Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,850,000","2,378.84","2,039",Apr-24,JALAN LAPANG,Resale,Land,221,"21,946",-,Terrace House,1,Freehold,14,Outside Central Region,-
SOUTH UNION PARK,"4,000,000","2,152.8","1,858",Apr-24,ELITE PARK AVENUE,Resale,Land,200,"20,000",-,Terrace House,1,Freehold,15,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"2,800,000",883.72,"3,168",Apr-24,JALAN SETIA,Resale,Land,82.1,"34,105",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,090,000","2,393.91","1,708",Apr-24,JALAN MELOR,Resale,Land,222.4,"18,390",-,Terrace House,1,Freehold,13,Rest of Central Region,-
SENNETT ESTATE,"5,480,000","2,303.5","2,379",Apr-24,KENANGA AVENUE,Resale,Land,214,"25,607",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
OPERA ESTATE,"5,300,000","2,984.86","1,776",Apr-24,AIDA STREET,Resale,Land,277.3,"19,113",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
WATTEN ESTATE,"25,000,000","16,632.53","1,503",Apr-24,PARK VALE,Resale,Land,"1,545.2","16,179",-,Detached House,1,999 yrs lease commencing from 1874,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,400,000","3,749.1","1,440",Apr-24,JALAN ANGGEREK,Resale,Land,348.3,"15,504",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"12,998,000","6,035.37","2,154",Apr-24,BOSCOMBE ROAD,Resale,Land,560.7,"23,182",-,Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"8,000,000","3,426.18","2,335",Apr-24,MEYER ROAD,Resale,Land,318.3,"25,134",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,280,000","3,555.35","1,485",Apr-24,LORONG L TELOK KURAU,Resale,Land,330.3,"15,985",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LI TONG GARDENS,"4,100,000","2,114.05","1,939",Apr-24,LORONG G TELOK KURAU,Resale,Land,196.4,"20,876",-,Terrace House,1,Freehold,15,Outside Central Region,-
THE GREENWOOD,"2,250,000","1,622.13","1,387",Apr-24,GREENWOOD AVENUE,Resale,Land,150.7,"14,930",-,Terrace House,1,Freehold,11,Core Central Region,-
KEMBANGAN ESTATE,"4,200,000","2,253.98","1,863",Apr-24,JALAN YASIN,Resale,Land,209.4,"20,057",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"14,100,000","6,259.27","2,253",Apr-24,HILLCREST ROAD,Resale,Land,581.5,"24,248",-,Detached House,1,Freehold,11,Core Central Region,-
SENNETT ESTATE,"2,900,000","1,340.12","2,164",Apr-24,JALAN WANGI,Resale,Land,124.5,"23,293",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,180,000","2,515.55","2,059",Apr-24,JALAN GRISEK,Resale,Land,233.7,"22,165",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
BETA GROVE,"3,780,000","1,711.48","2,209",Apr-24,LORONG K TELOK KURAU,Resale,Land,159,"23,774",-,Terrace House,1,Freehold,15,Outside Central Region,-
DUNEARN ESTATE,"25,000,000","9,659.61","2,588",Apr-24,BERRIMA ROAD,Resale,Land,897.4,"27,858",-,Detached House,1,Freehold,11,Core Central Region,-
LI TONG GARDENS,"4,300,000","2,570.44","1,673",Apr-24,LORONG G TELOK KURAU,Resale,Land,238.8,"18,007",-,Terrace House,1,Freehold,15,Outside Central Region,-
BRADDELL HEIGHTS ESTATE,"14,000,000","10,194.58","1,373",Apr-24,MATLOCK RISE,Resale,Land,947.1,"14,782",-,Detached House,1,Freehold,13,Outside Central Region,-
