Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
WINDERMERE,"1,538,000","1,453.14","1,058",Sep-25,CHOA CHU KANG STREET 64,Resale,Strata,135,"11,393",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,06 to 10
YEW MEI GREEN,"1,210,000","1,130.22","1,071",Sep-25,CHOA CHU KANG NORTH 6,Resale,Strata,105,"11,524",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,06 to 10
SKYPARK RESIDENCES,"2,500,000","1,593.07","1,569",Sep-25,SEMBAWANG CRESCENT,Resale,Strata,148,"16,892",-,Executive Condominium,1,99 yrs lease commencing from 2013,27,Outside Central Region,11 to 15
BLOSSOM RESIDENCES,"1,240,000","1,054.87","1,175",Sep-25,SEGAR ROAD,Resale,Strata,98,"12,653",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
PARC LIFE,"1,600,000","1,108.69","1,443",Sep-25,SEMBAWANG CRESCENT,Resale,Strata,103,"15,534",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
PARC LIFE,"1,000,000",764.24,"1,308",Sep-25,SEMBAWANG CRESCENT,Resale,Strata,71,"14,085",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
SKYPARK RESIDENCES,"1,908,000","1,302.44","1,465",Sep-25,SEMBAWANG CRESCENT,Resale,Strata,121,"15,769",-,Executive Condominium,1,99 yrs lease commencing from 2013,27,Outside Central Region,06 to 10
THE VISIONAIRE,"1,310,000",871.88,"1,502",Sep-25,CANBERRA DRIVE,Resale,Strata,81,"16,173",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
INZ RESIDENCE,"1,710,000","1,184.04","1,444",Sep-25,CHOA CHU KANG AVENUE 5,Resale,Strata,110,"15,545",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,01 to 05
WOODSVALE,"1,135,000","1,291.68",879,Sep-25,WOODLANDS DRIVE 72,Resale,Strata,120,"9,458",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
WOODSVALE,"1,200,000","1,227.1",978,Sep-25,WOODLANDS DRIVE 72,Resale,Strata,114,"10,526",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
SUMMERDALE,"1,290,000","1,216.33","1,061",Sep-25,BOON LAY DRIVE,Resale,Strata,113,"11,416",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,06 to 10
LUMINA GRAND,"1,504,000",936.47,"1,606",Sep-25,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,87,"17,287",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
OTTO PLACE,"1,524,000",904.18,"1,686",Sep-25,PLANTATION CLOSE,New Sale,Strata,84,"18,143",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
1 CANBERRA,"1,388,888","1,065.64","1,303",Sep-25,CANBERRA DRIVE,Resale,Strata,99,"14,029",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
LUMINA GRAND,"1,519,000",968.76,"1,568",Sep-25,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,90,"16,878",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,06 to 10
SIGNATURE AT YISHUN,"1,180,000",947.23,"1,246",Sep-25,YISHUN STREET 51,Resale,Strata,88,"13,409",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
LA CASA,"1,180,000","1,140.98","1,034",Sep-25,WOODLANDS DRIVE 16,Resale,Strata,106,"11,132",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,06 to 10
LILYDALE,"1,150,000","1,194.8",963,Sep-25,YISHUN AVENUE 6,Resale,Strata,111,"10,360",-,Executive Condominium,1,99 yrs lease commencing from 2000,27,Outside Central Region,11 to 15
INZ RESIDENCE,"1,380,888",990.29,"1,394",Sep-25,CHOA CHU KANG AVENUE 5,Resale,Strata,92,"15,010",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,01 to 05
LUSH ACRES,"1,438,888","1,054.87","1,364",Sep-25,FERNVALE CLOSE,Resale,Strata,98,"14,683",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
NORTHWAVE,"1,200,000",893.41,"1,343",Sep-25,WOODLANDS VIEW,Resale,Strata,83,"14,458",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,11 to 15
OTTO PLACE,"1,635,000",904.18,"1,808",Sep-25,PLANTATION CLOSE,New Sale,Strata,84,"19,464",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
LAKE LIFE,"1,685,000","1,119.46","1,505",Sep-25,TAO CHING ROAD,Resale,Strata,104,"16,202",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
SOL ACRES,"1,136,888",731.95,"1,553",Sep-25,CHOA CHU KANG GROVE,Resale,Strata,68,"16,719",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,21 to 25
WANDERVALE,"1,480,000",958,"1,545",Sep-25,CHOA CHU KANG AVENUE 3,Resale,Strata,89,"16,629",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
NORTHOAKS,"1,345,000","1,291.68","1,041",Sep-25,WOODLANDS CRESCENT,Resale,Strata,120,"11,208",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
NORTHOAKS,"1,180,000","1,248.62",945,Sep-25,WOODLANDS CRESCENT,Resale,Strata,116,"10,172",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
INZ RESIDENCE,"1,285,000",882.65,"1,456",Sep-25,CHOA CHU KANG AVENUE 5,Resale,Strata,82,"15,671",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,01 to 05
INZ RESIDENCE,"1,800,000","1,216.33","1,480",Sep-25,CHOA CHU KANG AVENUE 5,Resale,Strata,113,"15,929",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,01 to 05
LILYDALE,"1,050,000","1,194.8",879,Sep-25,YISHUN AVENUE 6,Resale,Strata,111,"9,459",-,Executive Condominium,1,99 yrs lease commencing from 2000,27,Outside Central Region,01 to 05
THE FLORAVALE,"1,375,000","1,237.86","1,111",Sep-25,WESTWOOD AVENUE,Resale,Strata,115,"11,957",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,01 to 05
PARC LIFE,"1,830,000","1,270.15","1,441",Sep-25,SEMBAWANG CRESCENT,Resale,Strata,118,"15,508",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE VISIONAIRE,"1,520,000","1,022.58","1,486",Sep-25,CANBERRA DRIVE,Resale,Strata,95,"16,000",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
OTTO PLACE,"1,779,000","1,011.82","1,758",Sep-25,PLANTATION CLOSE,New Sale,Strata,94,"18,926",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,545,000",871.88,"1,772",Sep-25,PLANTATION CLOSE,New Sale,Strata,81,"19,074",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
SKYPARK RESIDENCES,"2,475,000","1,722.24","1,437",Sep-25,SEMBAWANG CRESCENT,Resale,Strata,160,"15,469",-,Executive Condominium,1,99 yrs lease commencing from 2013,27,Outside Central Region,06 to 10
1 CANBERRA,"1,230,000",936.47,"1,313",Sep-25,CANBERRA DRIVE,Resale,Strata,87,"14,138",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
SIGNATURE AT YISHUN,"1,010,000",775.01,"1,303",Sep-25,YISHUN STREET 51,Resale,Strata,72,"14,028",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
INZ RESIDENCE,"1,490,000","1,044.11","1,427",Sep-25,CHOA CHU KANG AVENUE 5,Resale,Strata,97,"15,361",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,01 to 05
LA CASA,"1,200,000","1,140.98","1,052",Sep-25,WOODLANDS DRIVE 16,Resale,Strata,106,"11,321",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,06 to 10
THE BROWNSTONE,"1,600,000","1,054.87","1,517",Sep-25,CANBERRA DRIVE,Resale,Strata,98,"16,327",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
OTTO PLACE,"1,587,000",904.18,"1,755",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"18,893",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
THE VISIONAIRE,"1,620,000","1,119.46","1,447",Aug-25,CANBERRA DRIVE,Resale,Strata,104,"15,577",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE RAINFOREST,"1,450,000",958,"1,514",Aug-25,CHOA CHU KANG AVENUE 3,Resale,Strata,89,"16,292",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
FORESTVILLE,"1,560,000","1,377.79","1,132",Aug-25,WOODLANDS DRIVE 16,Resale,Strata,128,"12,188",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
THE TOPIARY,"1,630,000","1,054.87","1,545",Aug-25,FERNVALE LANE,Resale,Strata,98,"16,633",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
THE BROWNSTONE,"1,515,000","1,130.22","1,340",Aug-25,CANBERRA DRIVE,Resale,Strata,105,"14,429",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
LUSH ACRES,"2,330,000","1,506.96","1,546",Aug-25,FERNVALE CLOSE,Resale,Strata,140,"16,643",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
THE TOPIARY,"1,390,888",904.18,"1,538",Aug-25,FERNVALE LANE,Resale,Strata,84,"16,558",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,16 to 20
INZ RESIDENCE,"1,340,000",968.76,"1,383",Aug-25,CHOA CHU KANG AVENUE 5,Resale,Strata,90,"14,889",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,06 to 10
WESTWOOD RESIDENCES,"1,469,999","1,033.34","1,423",Aug-25,WESTWOOD AVENUE,Resale,Strata,96,"15,312",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,01 to 05
NORTHWAVE,"1,400,000","1,119.46","1,251",Aug-25,WOODLANDS VIEW,Resale,Strata,104,"13,462",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,11 to 15
THE RAINFOREST,"1,360,000",958,"1,420",Aug-25,CHOA CHU KANG AVENUE 3,Resale,Strata,89,"15,281",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
OTTO PLACE,"1,577,000",904.18,"1,744",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"18,774",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,568,000",904.18,"1,734",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"18,667",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,06 to 10
PARC LIFE,"1,158,888",753.48,"1,538",Aug-25,SEMBAWANG CRESCENT,Resale,Strata,70,"16,556",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,16 to 20
WINDERMERE,"1,360,000","1,453.14",936,Aug-25,CHOA CHU KANG STREET 64,Resale,Strata,135,"10,074",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,01 to 05
SKYPARK RESIDENCES,"1,728,888","1,237.86","1,397",Aug-25,SEMBAWANG CRESCENT,Resale,Strata,115,"15,034",-,Executive Condominium,1,99 yrs lease commencing from 2013,27,Outside Central Region,01 to 05
PARC LIFE,"1,470,000","1,054.87","1,394",Aug-25,SEMBAWANG CRESCENT,Resale,Strata,98,"15,000",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
PARC LIFE,"1,665,000","1,065.64","1,562",Aug-25,SEMBAWANG CRESCENT,Resale,Strata,99,"16,818",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,16 to 20
OTTO PLACE,"1,733,000",947.23,"1,830",Aug-25,PLANTATION CLOSE,New Sale,Strata,88,"19,693",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
LUSH ACRES,"2,240,000","1,506.96","1,486",Aug-25,FERNVALE CLOSE,Resale,Strata,140,"16,000",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
WESTWOOD RESIDENCES,"1,630,000","1,151.75","1,415",Aug-25,WESTWOOD AVENUE,Resale,Strata,107,"15,234",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,06 to 10
NORTHOAKS,"1,830,000","2,271.2",806,Aug-25,WOODLANDS CRESCENT,Resale,Strata,211,"8,673",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
SIGNATURE AT YISHUN,"1,338,000","1,097.93","1,219",Aug-25,YISHUN STREET 51,Resale,Strata,102,"13,118",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
SIGNATURE AT YISHUN,"1,035,000",775.01,"1,335",Aug-25,YISHUN STREET 51,Resale,Strata,72,"14,375",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
INZ RESIDENCE,"1,395,000",990.29,"1,409",Aug-25,CHOA CHU KANG AVENUE 5,Resale,Strata,92,"15,163",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,01 to 05
SIGNATURE AT YISHUN,"1,020,000",775.01,"1,316",Aug-25,YISHUN STREET 51,Resale,Strata,72,"14,167",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
WANDERVALE,"1,850,000","1,130.22","1,637",Aug-25,CHOA CHU KANG AVENUE 3,Resale,Strata,105,"17,619",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
SOL ACRES,"830,000",570.49,"1,455",Aug-25,CHOA CHU KANG GROVE,Resale,Strata,53,"15,660",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,01 to 05
WESTWOOD RESIDENCES,"1,270,000",947.23,"1,341",Aug-25,WESTWOOD AVENUE,Resale,Strata,88,"14,432",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,11 to 15
THE TOPIARY,"1,125,000",753.48,"1,493",Aug-25,FERNVALE LANE,Resale,Strata,70,"16,071",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
TWIN FOUNTAINS,"1,405,000","1,033.34","1,360",Aug-25,WOODLANDS AVENUE 6,Resale,Strata,96,"14,635",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,11 to 15
OTTO PLACE,"1,572,000",904.18,"1,739",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"18,714",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,06 to 10
OTTO PLACE,"1,603,000",904.18,"1,773",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,083",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,06 to 10
OTTO PLACE,"1,848,000","1,011.82","1,826",Aug-25,PLANTATION CLOSE,New Sale,Strata,94,"19,660",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,568,000",871.88,"1,798",Aug-25,PLANTATION CLOSE,New Sale,Strata,81,"19,358",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,629,000",904.18,"1,802",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,393",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,641,000",904.18,"1,815",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,536",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,593,000",871.88,"1,827",Aug-25,PLANTATION CLOSE,New Sale,Strata,81,"19,667",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,748,000",947.23,"1,845",Aug-25,PLANTATION CLOSE,New Sale,Strata,88,"19,864",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,540,000",871.88,"1,766",Aug-25,PLANTATION CLOSE,New Sale,Strata,81,"19,012",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,617,000",904.18,"1,788",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,250",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,581,000",904.18,"1,749",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"18,821",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,660,000",904.18,"1,836",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,762",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,681,000",904.18,"1,859",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"20,012",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,499,000",871.88,"1,719",Aug-25,PLANTATION CLOSE,New Sale,Strata,81,"18,506",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,654,000",947.23,"1,746",Aug-25,PLANTATION CLOSE,New Sale,Strata,88,"18,795",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,598,000",947.23,"1,687",Aug-25,PLANTATION CLOSE,New Sale,Strata,88,"18,159",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,578,000",904.18,"1,745",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"18,786",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,06 to 10
OTTO PLACE,"1,591,000",904.18,"1,760",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"18,940",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,06 to 10
OTTO PLACE,"2,073,000","1,194.8","1,735",Aug-25,PLANTATION CLOSE,New Sale,Strata,111,"18,676",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,06 to 10
OTTO PLACE,"1,617,000",904.18,"1,788",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,250",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,623,000",904.18,"1,795",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,321",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,641,000",904.18,"1,815",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,536",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"2,139,000","1,194.8","1,790",Aug-25,PLANTATION CLOSE,New Sale,Strata,111,"19,270",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,647,000",904.18,"1,822",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,607",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,654,000",904.18,"1,829",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,690",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,666,000",904.18,"1,843",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"19,833",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"2,016,000","1,194.8","1,687",Aug-25,PLANTATION CLOSE,New Sale,Strata,111,"18,162",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"2,027,000","1,194.8","1,697",Aug-25,PLANTATION CLOSE,New Sale,Strata,111,"18,261",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,654,000",947.23,"1,746",Aug-25,PLANTATION CLOSE,New Sale,Strata,88,"18,795",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"2,036,000","1,194.8","1,704",Aug-25,PLANTATION CLOSE,New Sale,Strata,111,"18,342",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,668,000",947.23,"1,761",Aug-25,PLANTATION CLOSE,New Sale,Strata,88,"18,955",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,994,000","1,194.8","1,669",Aug-25,PLANTATION CLOSE,New Sale,Strata,111,"17,964",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,06 to 10
OTTO PLACE,"2,139,000","1,194.8","1,790",Aug-25,PLANTATION CLOSE,New Sale,Strata,111,"19,270",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"2,168,000","1,194.8","1,815",Aug-25,PLANTATION CLOSE,New Sale,Strata,111,"19,532",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"2,195,000","1,194.8","1,837",Aug-25,PLANTATION CLOSE,New Sale,Strata,111,"19,775",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,568,000",904.18,"1,734",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"18,667",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
FORESTVILLE,"1,120,000",850.36,"1,317",Aug-25,WOODLANDS DRIVE 16,Resale,Strata,79,"14,177",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,11 to 15
OTTO PLACE,"1,688,000",904.18,"1,867",Aug-25,PLANTATION CLOSE,New Sale,Strata,84,"20,095",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"2,037,000","1,194.8","1,705",Aug-25,PLANTATION CLOSE,New Sale,Strata,111,"18,351",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,520,000",871.88,"1,743",Aug-25,PLANTATION CLOSE,New Sale,Strata,81,"18,765",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,06 to 10
OTTO PLACE,"1,526,000",871.88,"1,750",Aug-25,PLANTATION CLOSE,New Sale,Strata,81,"18,840",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,558,000",871.88,"1,787",Aug-25,PLANTATION CLOSE,New Sale,Strata,81,"19,235",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,756,000",936.47,"1,875",Aug-25,PLANTATION CLOSE,New Sale,Strata,87,"20,184",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,16 to 20
OTTO PLACE,"1,483,000",871.88,"1,701",Aug-25,PLANTATION CLOSE,New Sale,Strata,81,"18,309",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
OTTO PLACE,"1,526,000",871.88,"1,750",Aug-25,PLANTATION CLOSE,New Sale,Strata,81,"18,840",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,733,000",936.47,"1,851",Aug-25,PLANTATION CLOSE,New Sale,Strata,87,"19,920",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
OTTO PLACE,"1,748,000",936.47,"1,867",Aug-25,PLANTATION CLOSE,New Sale,Strata,87,"20,092",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
FORESTVILLE,"1,263,888","1,065.64","1,186",Aug-25,WOODLANDS DRIVE 16,Resale,Strata,99,"12,767",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
