Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE LUXURIE,"1,145,000",796.54,"1,437",Nov-23,COMPASSVALE ROAD,Resale,Strata,74,"15,473",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
AMO RESIDENCE,"5,600,000","2,292.73","2,443",Nov-23,ANG MO KIO RISE,New Sale,Strata,213,"26,291",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,21 to 25
MY MANHATTAN,"821,000",495.14,"1,658",Nov-23,SIMEI STREET 3,Resale,Strata,46,"17,848",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"733,000",484.38,"1,513",Nov-23,UPPER SERANGOON VIEW,Resale,Strata,45,"16,289",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
KENSINGTON PARK CONDOMINIUM,"2,750,000","1,668.42","1,648",Nov-23,KENSINGTON PARK DRIVE,Resale,Strata,155,"17,742",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,16 to 20
JADESCAPE,"1,575,000",764.24,"2,061",Nov-23,SHUNFU ROAD,Resale,Strata,71,"22,183",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
RIVERFRONT RESIDENCES,"2,660,000","1,485.43","1,791",Nov-23,HOUGANG AVENUE 7,Sub Sale,Strata,138,"19,275",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"825,000",462.85,"1,782",Nov-23,TAMPINES LANE,Sub Sale,Strata,43,"19,186",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,400,000",753.48,"1,858",Nov-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,70,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
BEDOK COURT,"2,150,000","2,411.14",892,Nov-23,BEDOK SOUTH AVENUE 3,Resale,Strata,224,"9,598",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,239,998",721.19,"1,719",Nov-23,HOUGANG AVENUE 2,Sub Sale,Strata,67,"18,507",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
BRADDELL VIEW,"1,488,000","1,453.14","1,024",Nov-23,BRADDELL HILL,Resale,Strata,135,"11,022",-,Apartment,1,103 yrs lease commencing from 1975,20,Rest of Central Region,06 to 10
RIO VISTA,"1,388,000","1,248.62","1,112",Nov-23,UPPER SERANGOON VIEW,Resale,Strata,116,"11,966",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
THE GARDEN RESIDENCES,"798,000",452.09,"1,765",Nov-23,SERANGOON NORTH VIEW,Resale,Strata,42,"19,000",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
COSTA DEL SOL,"2,370,000","1,345.5","1,761",Nov-23,BAYSHORE ROAD,Resale,Strata,125,"18,960",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,21 to 25
THE FLORENCE RESIDENCES,"1,198,888",667.37,"1,796",Nov-23,HOUGANG AVENUE 2,Sub Sale,Strata,62,"19,337",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
MELVILLE PARK,"897,000",958,936,Nov-23,SIMEI STREET 1,Resale,Strata,89,"10,079",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
THOMSON THREE,"2,120,000","1,044.11","2,030",Nov-23,BRIGHT HILL DRIVE,Resale,Strata,97,"21,856",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,11 to 15
RIVERFRONT RESIDENCES,"1,618,000",914.94,"1,768",Nov-23,HOUGANG AVENUE 7,Sub Sale,Strata,85,"19,035",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
LIVIA,"1,880,000","1,539.25","1,221",Nov-23,PASIR RIS GROVE,Resale,Strata,143,"13,147",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
SKY HABITAT,"1,650,000","1,065.64","1,548",Nov-23,BISHAN STREET 15,Resale,Strata,99,"16,667",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,21 to 25
GAMBIR RIDGE,"910,888",592.02,"1,539",Nov-23,GAMBIR WALK,Resale,Strata,55,"16,562",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE PANORAMA,"830,000",430.56,"1,928",Nov-23,ANG MO KIO AVENUE 2,Resale,Strata,40,"20,750",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
THOMSON GRAND,"1,520,000",947.23,"1,605",Nov-23,SIN MING WALK,Resale,Strata,88,"17,273",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"1,050,000",871.88,"1,204",Nov-23,FLORA DRIVE,Resale,Strata,81,"12,963",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
CHILTERN PARK,"1,700,000","1,248.62","1,361",Nov-23,SERANGOON AVENUE 3,Resale,Strata,116,"14,655",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,06 to 10
Q BAY RESIDENCES,"1,311,888",904.18,"1,451",Nov-23,TAMPINES STREET 86,Resale,Strata,84,"15,618",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
VUE 8 RESIDENCE,"930,000",699.66,"1,329",Nov-23,PASIR RIS HEIGHTS,Resale,Strata,65,"14,308",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,800,000","1,011.82","1,779",Nov-23,HOUGANG AVENUE 2,Sub Sale,Strata,94,"19,149",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
SKY EDEN@BEDOK,"2,314,000","1,087.16","2,128",Nov-23,BEDOK CENTRAL,New Sale,Strata,101,"22,911",-,Apartment,1,99 yrs lease commencing from 2022,16,Outside Central Region,06 to 10
KENSINGTON PARK CONDOMINIUM,"2,700,000","1,668.42","1,618",Nov-23,KENSINGTON PARK DRIVE,Resale,Strata,155,"17,419",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,11 to 15
CARISSA PARK CONDOMINIUM,"1,650,000","1,646.89","1,002",Nov-23,FLORA DRIVE,Resale,Strata,153,"10,784",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
MELVILLE PARK,"1,330,000","1,410.08",943,Nov-23,SIMEI STREET 1,Resale,Strata,131,"10,153",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,11 to 15
CASA MERAH,"1,280,000",958,"1,336",Nov-23,TANAH MERAH KECHIL AVENUE,Resale,Strata,89,"14,382",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,11 to 15
SPAZIO @ KOVAN,"888,000",559.73,"1,586",Nov-23,UPPER SERANGOON ROAD,Resale,Strata,52,"17,077",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE GLADES,"1,188,000",688.9,"1,724",Nov-23,BEDOK RISE,Resale,Strata,64,"18,563",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,195,000",678.13,"1,762",Nov-23,TAMPINES LANE,Sub Sale,Strata,63,"18,968",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE TAPESTRY,"760,000",441.32,"1,722",Nov-23,TAMPINES STREET 86,Resale,Strata,41,"18,537",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
MIDTOWN RESIDENCES,"955,000",645.84,"1,479",Nov-23,UPPER SERANGOON ROAD,Resale,Strata,60,"15,917",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
THE INFLORA,"1,300,000","1,108.69","1,173",Nov-23,FLORA DRIVE,Resale,Strata,103,"12,621",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
TRILIVE,"1,610,000",904.18,"1,781",Nov-23,TAMPINES ROAD,Resale,Strata,84,"19,167",-,Condominium,1,Freehold,19,Outside Central Region,06 to 10
JADESCAPE,"1,668,000",764.24,"2,183",Nov-23,SHUNFU ROAD,Resale,Strata,71,"23,493",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
THOMSON THREE,"2,020,000","1,044.11","1,935",Nov-23,BRIGHT HILL DRIVE,Resale,Strata,97,"20,825",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,01 to 05
AFFINITY AT SERANGOON,"1,010,000",613.55,"1,646",Nov-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,57,"17,719",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"985,000",581.26,"1,695",Nov-23,TAMPINES LANE,Sub Sale,Strata,54,"18,241",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"2,680,000","1,485.43","1,804",Nov-23,HOUGANG AVENUE 7,Sub Sale,Strata,138,"19,420",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
MIDTOWN RESIDENCES,"1,020,000",656.6,"1,553",Oct-23,UPPER SERANGOON ROAD,Resale,Strata,61,"16,721",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
BALLOTA PARK CONDOMINIUM,"1,420,000","1,431.61",992,Oct-23,MARIAM WAY,Resale,Strata,133,"10,677",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
AFFINITY AT SERANGOON,"1,500,000",850.36,"1,764",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,79,"18,987",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
3@PHILLIPS,"1,400,000","1,022.58","1,369",Oct-23,PHILLIPS AVENUE,Resale,Strata,95,"14,737",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
COASTAL BREEZE RESIDENCES,"1,268,000","1,151.75","1,101",Oct-23,LOYANG BESAR CLOSE,Resale,Strata,107,"11,850",-,Condominium,1,99 yrs lease commencing from 2008,17,Outside Central Region,01 to 05
D'NEST,"1,268,000",936.47,"1,354",Oct-23,PASIR RIS GROVE,Resale,Strata,87,"14,575",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE BAYSHORE,"1,200,000",947.23,"1,267",Oct-23,BAYSHORE ROAD,Resale,Strata,88,"13,636",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,01 to 05
RIVER ISLES,"1,160,000",893.41,"1,298",Oct-23,EDGEDALE PLAINS,Resale,Strata,83,"13,976",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE GARDEN RESIDENCES,"1,750,000",968.76,"1,806",Oct-23,SERANGOON NORTH VIEW,Resale,Strata,90,"19,444",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"970,000",678.13,"1,430",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,63,"15,397",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"2,000,000","1,162.51","1,720",Oct-23,LORONG HOW SUN,Resale,Strata,108,"18,519",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
RIVERSAILS,"1,250,000",947.23,"1,320",Oct-23,UPPER SERANGOON CRESCENT,Resale,Strata,88,"14,205",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE GARDEN RESIDENCES,"2,300,000","1,194.8","1,925",Oct-23,SERANGOON NORTH VIEW,Resale,Strata,111,"20,721",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,800,000",904.18,"1,991",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,84,"21,429",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE TROPICA,"1,425,000","1,237.86","1,151",Oct-23,TAMPINES AVENUE 1,Resale,Strata,115,"12,391",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,11 to 15
URBAN VISTA,"758,000",441.32,"1,718",Oct-23,TANAH MERAH KECHIL LINK,Resale,Strata,41,"18,488",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"1,980,000","1,108.69","1,786",Oct-23,HOUGANG AVENUE 7,Sub Sale,Strata,103,"19,223",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
DOUBLE BAY RESIDENCES,"1,270,000",936.47,"1,356",Oct-23,SIMEI STREET 4,Resale,Strata,87,"14,598",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
AZALEA PARK CONDOMINIUM,"1,470,000","1,334.74","1,101",Oct-23,FLORA ROAD,Resale,Strata,124,"11,855",-,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"1,290,000",667.37,"1,933",Oct-23,BEDOK SOUTH AVENUE 3,Resale,Strata,62,"20,806",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,11 to 15
BARTLEY VUE,"1,987,000","1,044.11","1,903",Oct-23,JALAN BUNGA RAMPAI,New Sale,Strata,97,"20,485",-,Apartment,1,99 yrs lease commencing from 2020,19,Rest of Central Region,06 to 10
RIVERSOUND RESIDENCE,"2,108,000","2,195.86",960,Oct-23,SENGKANG EAST AVENUE,Resale,Strata,204,"10,333",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
THE TAPESTRY,"780,000",473.62,"1,647",Oct-23,TAMPINES STREET 86,Resale,Strata,44,"17,727",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
CASA MERAH,"1,750,000","1,248.62","1,402",Oct-23,TANAH MERAH KECHIL AVENUE,Resale,Strata,116,"15,086",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
CHILTERN PARK,"1,810,000","1,270.15","1,425",Oct-23,SERANGOON AVENUE 3,Resale,Strata,118,"15,339",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,01 to 05
D'NEST,"740,000",484.38,"1,528",Oct-23,PASIR RIS GROVE,Resale,Strata,45,"16,444",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
THE GLADES,"1,310,000",721.19,"1,816",Oct-23,BEDOK RISE,Resale,Strata,67,"19,552",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,11 to 15
RAFFLESIA CONDOMINIUM,"1,860,000","1,194.8","1,557",Oct-23,BISHAN STREET 21,Resale,Strata,111,"16,757",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
KOVAN REGENCY,"2,880,000","1,743.77","1,652",Oct-23,KOVAN RISE,Resale,Strata,162,"17,778",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"795,000",462.85,"1,718",Oct-23,TAMPINES LANE,Sub Sale,Strata,43,"18,488",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,188,000",678.13,"1,752",Oct-23,TAMPINES LANE,Sub Sale,Strata,63,"18,857",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"1,720,000","1,065.64","1,614",Oct-23,HOUGANG AVENUE 7,Sub Sale,Strata,99,"17,374",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
OPTIMA @ TANAH MERAH,"1,250,000",914.94,"1,366",Oct-23,TANAH MERAH KECHIL AVENUE,Resale,Strata,85,"14,706",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,01 to 05
AFFINITY AT SERANGOON,"1,360,000",753.48,"1,805",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,70,"19,429",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
DAHLIA PARK CONDOMINIUM,"1,828,000","1,786.82","1,023",Oct-23,FLORA DRIVE,Resale,Strata,166,"11,012",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
URBAN VISTA,"860,000",624.31,"1,378",Oct-23,TANAH MERAH KECHIL LINK,Resale,Strata,58,"14,828",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"770,000",462.85,"1,664",Oct-23,TAMPINES LANE,Sub Sale,Strata,43,"17,907",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
SENGKANG GRAND RESIDENCES,"1,555,000",764.24,"2,035",Oct-23,COMPASSVALE BOW,Sub Sale,Strata,71,"21,901",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
EASTWOOD CENTRE,"1,400,000","1,603.84",873,Oct-23,EASTWOOD ROAD,Resale,Strata,149,"9,396",-,Apartment,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,020,000",613.55,"1,662",Oct-23,HOUGANG AVENUE 7,Sub Sale,Strata,57,"17,895",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
TROPICAL SPRING,"1,500,000","1,377.79","1,089",Oct-23,SIMEI STREET 4,Resale,Strata,128,"11,719",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,290,000",731.95,"1,762",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,68,"18,971",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
SUNGLADE,"1,818,000","1,517.72","1,198",Oct-23,SERANGOON AVENUE 2,Resale,Strata,141,"12,894",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
THOMSON V TWO,"860,000",559.73,"1,536",Oct-23,SIN MING ROAD,Resale,Strata,52,"16,538",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
THE GLADES,"773,000",452.09,"1,710",Oct-23,BEDOK RISE,Resale,Strata,42,"18,405",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
BALLOTA PARK CONDOMINIUM,"1,380,000","1,313.21","1,051",Oct-23,MARIAM WAY,Resale,Strata,122,"11,311",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
MY MANHATTAN,"1,290,000",871.88,"1,480",Oct-23,SIMEI STREET 3,Resale,Strata,81,"15,926",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,170,000",678.13,"1,725",Oct-23,TAMPINES LANE,Sub Sale,Strata,63,"18,571",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"2,030,000","1,076.4","1,886",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,100,"20,300",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
RICH EAST GARDEN,"3,680,000","2,551.07","1,443",Oct-23,UPPER EAST COAST ROAD,Resale,Strata,237,"15,527",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,280,000","1,076.4","1,189",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,100,"12,800",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
PALM ISLES,"924,000",785.77,"1,176",Oct-23,FLORA DRIVE,Resale,Strata,73,"12,658",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"976,000",592.02,"1,649",Oct-23,TAMPINES LANE,Sub Sale,Strata,55,"17,745",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
A TREASURE TROVE,"1,480,000","1,044.11","1,417",Oct-23,PUNGGOL WALK,Resale,Strata,97,"15,258",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
STRATUM,"1,620,000","1,388.56","1,167",Oct-23,ELIAS ROAD,Resale,Strata,129,"12,558",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
Q BAY RESIDENCES,"1,650,000","1,119.46","1,474",Oct-23,TAMPINES STREET 86,Resale,Strata,104,"15,865",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"1,460,000",914.94,"1,596",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,85,"17,176",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
NAUNG RESIDENCE,"1,080,000","1,022.58","1,056",Oct-23,JALAN NAUNG,Resale,Strata,95,"11,368",-,Apartment,1,999 yrs lease commencing from 1883,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,450,000","1,033.34","1,403",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,96,"15,104",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE ALPS RESIDENCES,"1,540,000","1,087.16","1,417",Oct-23,TAMPINES STREET 86,Resale,Strata,101,"15,248",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
BISHAN PARK CONDOMINIUM,"1,742,000","1,345.5","1,295",Oct-23,SIN MING WALK,Resale,Strata,125,"13,936",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,01 to 05
CASA RIVIERA,"1,570,000","1,205.57","1,302",Oct-23,LIM TUA TOW ROAD,Resale,Strata,112,"14,018",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CLOVER BY THE PARK,"2,350,000","1,291.68","1,819",Oct-23,BISHAN STREET 25,Resale,Strata,120,"19,583",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,31 to 35
OASIS @ ELIAS,"1,390,000","1,248.62","1,113",Oct-23,ELIAS ROAD,Resale,Strata,116,"11,983",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
A TREASURE TROVE,"1,739,000","1,270.15","1,369",Oct-23,PUNGGOL WALK,Resale,Strata,118,"14,737",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"1,630,000","1,345.5","1,211",Oct-23,FLORA DRIVE,Resale,Strata,125,"13,040",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
LOYANG VALLEY,"1,788,000","1,905.23",938,Oct-23,LOYANG AVENUE,Resale,Strata,177,"10,102",-,Condominium,1,99 yrs lease commencing from 1982,17,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,680,000",925.7,"1,815",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,86,"19,535",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
NV RESIDENCES,"1,300,000","1,087.16","1,196",Oct-23,PASIR RIS GROVE,Resale,Strata,101,"12,871",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
CLOVER BY THE PARK,"2,450,000","1,248.62","1,962",Oct-23,BISHAN STREET 25,Resale,Strata,116,"21,121",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,36 to 40
BLUWATERS,"1,030,000",818.06,"1,259",Oct-23,JALAN LOYANG BESAR,Resale,Strata,76,"13,553",-,Apartment,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
BAYSHORE PARK,"1,080,000",936.47,"1,153",Oct-23,BAYSHORE ROAD,Resale,Strata,87,"12,414",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
OPTIMA @ TANAH MERAH,"1,718,000","1,173.28","1,464",Oct-23,TANAH MERAH KECHIL AVENUE,Resale,Strata,109,"15,761",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"2,100,000","1,151.75","1,823",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,107,"19,626",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
RIVERSAILS,"1,680,000","1,184.04","1,419",Oct-23,UPPER SERANGOON CRESCENT,Resale,Strata,110,"15,273",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
GRANDEUR PARK RESIDENCES,"1,030,000",581.26,"1,772",Oct-23,BEDOK SOUTH AVENUE 3,Resale,Strata,54,"19,074",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,488,888",914.94,"1,627",Oct-23,HOUGANG AVENUE 7,Sub Sale,Strata,85,"17,516",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
WATERVIEW,"1,060,888",785.77,"1,350",Oct-23,TAMPINES AVENUE 1,Resale,Strata,73,"14,533",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
RIPPLE BAY,"1,550,000","1,162.51","1,333",Oct-23,PASIR RIS LINK,Resale,Strata,108,"14,352",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"830,000",484.38,"1,714",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,45,"18,444",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,075,000",678.13,"1,585",Oct-23,TAMPINES LANE,Sub Sale,Strata,63,"17,063",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
CARISSA PARK CONDOMINIUM,"1,428,000","1,302.44","1,096",Oct-23,FLORA DRIVE,Resale,Strata,121,"11,802",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,698,888","1,033.34","1,644",Oct-23,TAMPINES LANE,Sub Sale,Strata,96,"17,697",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
WATERFRONT ISLE,"1,600,000","1,076.4","1,486",Oct-23,BEDOK RESERVOIR ROAD,Resale,Strata,100,"16,000",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"815,000",484.38,"1,683",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,45,"18,111",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
ELIAS GREEN,"1,440,000","1,550.02",929,Oct-23,ELIAS GREEN,Resale,Strata,144,"10,000",-,Condominium,1,99 yrs lease commencing from 1991,18,Outside Central Region,11 to 15
THE PALETTE,"1,900,000","1,377.79","1,379",Oct-23,PASIR RIS GROVE,Resale,Strata,128,"14,844",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
JADE RESIDENCES,"1,060,000",592.02,"1,790",Oct-23,LEW LIAN VALE,Resale,Strata,55,"19,273",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE INFLORA,"1,700,000","1,302.44","1,305",Oct-23,FLORA DRIVE,Resale,Strata,121,"14,050",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
