Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
RESIDENCES BOTANIQUE,"1,780,000","1,151.75","1,545",Sep-25,YIO CHU KANG ROAD,Resale,Strata,107,"16,636",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
WATERVIEW,"1,390,000",936.47,"1,484",Sep-25,TAMPINES AVENUE 1,Resale,Strata,87,"15,977",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"1,148,000",850.36,"1,350",Sep-25,UPPER SERANGOON VIEW,Resale,Strata,79,"14,532",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
BARTLEY RESIDENCES,"1,680,168",871.88,"1,927",Sep-25,LORONG HOW SUN,Resale,Strata,81,"20,743",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
PASIR RIS 8,"1,660,000",775.01,"2,142",Sep-25,PASIR RIS DRIVE 8,Sub Sale,Strata,72,"23,056",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,11 to 15
BARTLEY RESIDENCES,"833,000",462.85,"1,800",Sep-25,LORONG HOW SUN,Resale,Strata,43,"19,372",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
BARTLEY RESIDENCES,"825,000",462.85,"1,782",Sep-25,LORONG HOW SUN,Resale,Strata,43,"19,186",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
THE GARDENS AT BISHAN,"1,320,000",882.65,"1,495",Sep-25,SIN MING WALK,Resale,Strata,82,"16,098",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,01 to 05
SPACE @ KOVAN,"708,000",430.56,"1,644",Sep-25,YIO CHU KANG ROAD,Resale,Strata,40,"17,700",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
AFFINITY AT SERANGOON,"1,200,000",624.31,"1,922",Sep-25,SERANGOON NORTH AVENUE 1,Resale,Strata,58,"20,690",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
A TREASURE TROVE,"1,252,000",775.01,"1,615",Sep-25,PUNGGOL WALK,Resale,Strata,72,"17,389",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
ARCHIPELAGO,"1,640,000","1,033.34","1,587",Sep-25,BEDOK RESERVOIR ROAD,Resale,Strata,96,"17,083",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
WATERFRONT ISLE,"2,400,000","1,377.79","1,742",Sep-25,BEDOK RESERVOIR ROAD,Resale,Strata,128,"18,750",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
KINGSFORD WATERBAY,"1,038,000",688.9,"1,507",Sep-25,UPPER SERANGOON VIEW,Resale,Strata,64,"16,219",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,090,000",635.08,"1,716",Sep-25,HOUGANG AVENUE 2,Resale,Strata,59,"18,475",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE MINTON,"1,480,000",979.52,"1,511",Sep-25,HOUGANG STREET 11,Resale,Strata,91,"16,264",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"1,178,000",624.31,"1,887",Sep-25,SERANGOON NORTH AVENUE 1,Resale,Strata,58,"20,310",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
UBER 388,"1,600,000",990.29,"1,616",Sep-25,UPPER EAST COAST ROAD,Resale,Strata,92,"17,391",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
BAGNALL HAUS,"3,678,000","1,528.49","2,406",Sep-25,UPPER EAST COAST ROAD,New Sale,Strata,142,"25,901",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
BAGNALL HAUS,"1,987,000",764.24,"2,600",Sep-25,UPPER EAST COAST ROAD,New Sale,Strata,71,"27,986",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,125,000",613.55,"1,834",Sep-25,TAMPINES LANE,Resale,Strata,57,"19,737",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
THE CLEARWATER,"1,865,000","1,377.79","1,354",Sep-25,BEDOK RESERVOIR VIEW,Resale,Strata,128,"14,570",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
MY MANHATTAN,"1,450,000","1,076.4","1,347",Sep-25,SIMEI STREET 3,Resale,Strata,100,"14,500",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THOMSON IMPRESSIONS,"858,000",462.85,"1,854",Sep-25,LORONG PUNTONG,Resale,Strata,43,"19,953",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,06 to 10
RIVERSOUND RESIDENCE,"1,348,000",904.18,"1,491",Sep-25,SENGKANG EAST AVENUE,Resale,Strata,84,"16,048",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
THE INFLORA,"955,000",742.72,"1,286",Sep-25,FLORA DRIVE,Resale,Strata,69,"13,841",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
RIVERVALE CREST,"1,430,000","1,420.85","1,006",Sep-25,RIVERVALE CRESCENT,Resale,Strata,132,"10,833",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
AMO RESIDENCE,"2,634,000","1,044.11","2,523",Sep-25,ANG MO KIO RISE,Sub Sale,Strata,97,"27,155",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
WATERTOWN,"1,558,000",914.94,"1,703",Sep-25,PUNGGOL CENTRAL,Resale,Strata,85,"18,329",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
COMPASS HEIGHTS,"1,900,000","2,357.32",806,Sep-25,SENGKANG SQUARE,Resale,Strata,219,"8,676",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
OASIS GARDEN,"2,608,000","1,474.67","1,769",Sep-25,JALAN BUNGA RAMPAI,Resale,Strata,137,"19,036",-,Condominium,1,Freehold,19,Rest of Central Region,11 to 15
JADESCAPE,"1,760,000",764.24,"2,303",Sep-25,SHUNFU ROAD,Resale,Strata,71,"24,789",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,050,000",613.55,"1,711",Sep-25,HOUGANG AVENUE 7,Resale,Strata,57,"18,421",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
REGENTVILLE,"1,430,000","1,151.75","1,242",Sep-25,HOUGANG STREET 92,Resale,Strata,107,"13,364",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,06 to 10
RIS GRANDEUR,"1,441,880","1,065.64","1,353",Sep-25,ELIAS ROAD,Resale,Strata,99,"14,564",-,Condominium,1,Freehold,18,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,425,000",731.95,"1,947",Sep-25,SERANGOON NORTH AVENUE 1,Resale,Strata,68,"20,956",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
RIVERSOUND RESIDENCE,"720,000",473.62,"1,520",Sep-25,SENGKANG EAST AVENUE,Resale,Strata,44,"16,364",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,100,000",613.55,"1,793",Sep-25,TAMPINES LANE,Resale,Strata,57,"19,298",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
ARCHIPELAGO,"1,540,000","1,033.34","1,490",Sep-25,BEDOK RESERVOIR ROAD,Resale,Strata,96,"16,042",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
GOLDENHILL PARK CONDOMINIUM,"3,000,000","1,313.21","2,284",Sep-25,MEI HWAN DRIVE,Resale,Strata,122,"24,590",-,Condominium,1,Freehold,20,Outside Central Region,16 to 20
CHANGI RISE CONDOMINIUM,"1,308,000","1,130.22","1,157",Sep-25,SIMEI RISE,Resale,Strata,105,"12,457",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
WATERVIEW,"1,780,000","1,108.69","1,605",Sep-25,TAMPINES AVENUE 1,Resale,Strata,103,"17,282",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
SEA ESTA,"1,428,000",979.52,"1,458",Sep-25,PASIR RIS LINK,Resale,Strata,91,"15,692",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
THE GLADES,"1,860,000","1,033.34","1,800",Sep-25,BEDOK RISE,Resale,Strata,96,"19,375",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
WATERFRONT ISLE,"1,920,000","1,259.39","1,525",Sep-25,BEDOK RESERVOIR ROAD,Resale,Strata,117,"16,410",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
ELIAS GREEN,"1,480,000","1,528.49",968,Sep-25,ELIAS GREEN,Resale,Strata,142,"10,423",-,Condominium,1,99 yrs lease commencing from 1991,18,Outside Central Region,11 to 15
FAR HORIZON GARDENS,"2,243,888","1,948.28","1,152",Sep-25,ANG MO KIO AVENUE 9,Resale,Strata,181,"12,397",-,Condominium,1,99 yrs lease commencing from 1982,20,Outside Central Region,06 to 10
THE SANTORINI,"1,120,000",764.24,"1,466",Sep-25,TAMPINES STREET 86,Resale,Strata,71,"15,775",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
BAYSHORE PARK,"1,618,000","1,173.28","1,379",Sep-25,BAYSHORE ROAD,Resale,Strata,109,"14,844",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,21 to 25
STARS OF KOVAN,"1,450,000",742.72,"1,952",Sep-25,UPPER SERANGOON ROAD,Resale,Strata,69,"21,014",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
COCO PALMS,"1,269,000",753.48,"1,684",Sep-25,PASIR RIS GROVE,Resale,Strata,70,"18,129",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
ECO,"965,000",635.08,"1,520",Sep-25,BEDOK SOUTH AVENUE 3,Resale,Strata,59,"16,356",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"1,955,000","1,033.34","1,892",Sep-25,TAMPINES LANE,Resale,Strata,96,"20,365",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
CHUAN PARK,"2,467,300",936.47,"2,635",Sep-25,LORONG CHUAN,New Sale,Strata,87,"28,360",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05
SCENECA RESIDENCE,"2,170,860","1,044.11","2,079",Sep-25,TANAH MERAH KECHIL LINK,New Sale,Strata,97,"22,380",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,06 to 10
SCENECA RESIDENCE,"3,028,000","1,517.72","1,995",Sep-25,TANAH MERAH KECHIL LINK,New Sale,Strata,141,"21,475",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,11 to 15
THE GARDEN RESIDENCES,"1,128,000",613.55,"1,838",Sep-25,SERANGOON NORTH VIEW,Resale,Strata,57,"19,789",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
STRATFORD COURT,"1,980,000","1,872.94","1,057",Sep-25,BEDOK RIA CRESCENT,Resale,Strata,174,"11,379",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
CLOVER BY THE PARK,"2,750,000","1,291.68","2,129",Sep-25,BISHAN STREET 25,Resale,Strata,120,"22,917",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,31 to 35
PARKTOWN RESIDENCE,"2,955,000","1,334.74","2,214",Sep-25,TAMPINES STREET 62,New Sale,Strata,124,"23,831",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
RIPPLE BAY,"1,050,000",775.01,"1,355",Sep-25,PASIR RIS LINK,Resale,Strata,72,"14,583",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
MODENA,"2,930,000","2,777.11","1,055",Sep-25,SIMEI STREET 4,Resale,Strata,258,"11,357",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,11 to 15
THE QUARTZ,"1,835,000","1,194.8","1,536",Sep-25,COMPASSVALE BOW,Resale,Strata,111,"16,532",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,16 to 20
WATERFRONT ISLE,"1,480,000",914.94,"1,618",Sep-25,BEDOK RESERVOIR ROAD,Resale,Strata,85,"17,412",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
THE MINTON,"2,300,000","1,334.74","1,723",Sep-25,HOUGANG STREET 11,Resale,Strata,124,"18,548",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
ARTISAN 8,"2,883,000","1,184.04","2,435",Sep-25,SIN MING ROAD,New Sale,Strata,110,"26,209",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
COCO PALMS,"800,000",462.85,"1,728",Sep-25,PASIR RIS GROVE,Resale,Strata,43,"18,605",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
PALM ISLES,"1,200,000",990.29,"1,212",Sep-25,FLORA DRIVE,Resale,Strata,92,"13,043",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
THE MINTON,"2,200,000","1,323.97","1,662",Sep-25,HOUGANG STREET 11,Resale,Strata,123,"17,886",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
HEDGES PARK CONDOMINIUM,"1,120,000",871.88,"1,285",Sep-25,FLORA DRIVE,Resale,Strata,81,"13,827",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
JADESCAPE,"1,720,000",764.24,"2,251",Sep-25,SHUNFU ROAD,Resale,Strata,71,"24,225",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
AFFINITY AT SERANGOON,"943,888",538.2,"1,754",Sep-25,SERANGOON NORTH AVENUE 1,Resale,Strata,50,"18,878",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE QUARTZ,"1,670,000","1,065.64","1,567",Sep-25,COMPASSVALE BOW,Resale,Strata,99,"16,869",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,11 to 15
PARC OLYMPIA,"1,210,000",990.29,"1,222",Sep-25,FLORA DRIVE,Resale,Strata,92,"13,152",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
SENGKANG GRAND RESIDENCES,"1,570,000",764.24,"2,054",Sep-25,COMPASSVALE BOW,Sub Sale,Strata,71,"22,113",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
CHUAN PARK,"2,024,900",731.95,"2,766",Sep-25,LORONG CHUAN,New Sale,Strata,68,"29,778",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,16 to 20
KOVAN JEWEL,"1,425,000",624.31,"2,283",Sep-25,KOVAN ROAD,New Sale,Strata,58,"24,569",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
KASSIA,"2,583,000","1,345.5","1,920",Sep-25,FLORA DRIVE,New Sale,Strata,125,"20,664",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
PASIR RIS 8,"1,610,000",775.01,"2,077",Sep-25,PASIR RIS DRIVE 8,Sub Sale,Strata,72,"22,361",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,06 to 10
TREASURE MANSIONS,"1,010,000",753.48,"1,340",Sep-25,ROSYTH AVENUE,Resale,Strata,70,"14,429",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
AMO RESIDENCE,"1,600,000",678.13,"2,359",Sep-25,ANG MO KIO RISE,Sub Sale,Strata,63,"25,397",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
EASTERN LAGOON,"1,730,088",979.52,"1,766",Sep-25,UPPER EAST COAST ROAD,Resale,Strata,91,"19,012",-,Condominium,1,Freehold,16,Outside Central Region,06 to 10
RIO VISTA,"1,540,000","1,248.62","1,233",Sep-25,UPPER SERANGOON VIEW,Resale,Strata,116,"13,276",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
THE QUINN,"830,000",538.2,"1,542",Sep-25,BARTLEY ROAD,Resale,Strata,50,"16,600",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE SPRINGBLOOM,"2,765,000","1,851.41","1,493",Sep-25,SERANGOON AVENUE 3,Resale,Strata,172,"16,076",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,01 to 05
THE GLADES,"1,208,800",721.19,"1,676",Sep-25,BEDOK RISE,Resale,Strata,67,"18,042",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
EAST VILLAGE,"1,060,000",882.65,"1,201",Sep-25,UPPER CHANGI ROAD,Resale,Strata,82,"12,927",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
JADESCAPE,"1,500,000",645.84,"2,323",Sep-25,SHUNFU ROAD,Resale,Strata,60,"25,000",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,21 to 25
KINGSFORD WATERBAY,"693,000",484.38,"1,431",Sep-25,UPPER SERANGOON VIEW,Resale,Strata,45,"15,400",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"1,260,000",721.19,"1,747",Sep-25,COMPASSVALE BOW,Resale,Strata,67,"18,806",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
URBAN VISTA,"910,000",559.73,"1,626",Sep-25,TANAH MERAH KECHIL LINK,Resale,Strata,52,"17,500",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
RIPPLE BAY,"1,768,000","1,442.38","1,226",Sep-25,PASIR RIS LINK,Resale,Strata,134,"13,194",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
THE QUINN,"840,000",548.96,"1,530",Sep-25,BARTLEY ROAD,Resale,Strata,51,"16,471",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
KASSIA,"2,571,000","1,345.5","1,911",Sep-25,FLORA DRIVE,New Sale,Strata,125,"20,568",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
THE GARDEN RESIDENCES,"1,395,000",785.77,"1,775",Sep-25,SERANGOON NORTH VIEW,Resale,Strata,73,"19,110",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
D'NEST,"1,978,000","1,270.15","1,557",Sep-25,PASIR RIS GROVE,Resale,Strata,118,"16,763",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
THE GARDEN RESIDENCES,"3,000,000","1,539.25","1,949",Sep-25,SERANGOON NORTH VIEW,Resale,Strata,143,"20,979",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
RIVERVALE CREST,"1,250,000","1,205.57","1,037",Sep-25,RIVERVALE CRESCENT,Resale,Strata,112,"11,161",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"802,000",462.85,"1,733",Sep-25,HOUGANG AVENUE 7,Resale,Strata,43,"18,651",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE QUINN,"835,000",538.2,"1,551",Sep-25,BARTLEY ROAD,Resale,Strata,50,"16,700",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
BALLOTA PARK CONDOMINIUM,"1,735,000","1,474.67","1,177",Sep-25,MARIAM WAY,Resale,Strata,137,"12,664",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE JOVELL,"900,000",667.37,"1,349",Sep-25,FLORA DRIVE,Resale,Strata,62,"14,516",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,060,000",602.78,"1,759",Sep-25,HOUGANG AVENUE 7,Resale,Strata,56,"18,929",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
CHANGI COURT,"1,320,000",968.76,"1,363",Sep-25,UPPER CHANGI ROAD EAST,Resale,Strata,90,"14,667",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
FABER GARDEN CONDOMINIUM,"3,060,000","1,679.18","1,822",Sep-25,ANGKLONG LANE,Resale,Strata,156,"19,615",-,Condominium,1,Freehold,20,Rest of Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,658,888",914.94,"1,813",Sep-25,HOUGANG AVENUE 7,Resale,Strata,85,"19,516",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
SEASTRAND,"1,145,000",882.65,"1,297",Sep-25,PASIR RIS LINK,Resale,Strata,82,"13,963",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE PANORAMA,"2,236,899","1,140.98","1,960",Sep-25,ANG MO KIO AVENUE 2,Resale,Strata,106,"21,103",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"708,000",441.32,"1,604",Sep-25,TAMPINES STREET 86,Resale,Strata,41,"17,268",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
D'NEST,"1,318,000",936.47,"1,407",Sep-25,PASIR RIS GROVE,Resale,Strata,87,"15,149",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"805,000",473.62,"1,700",Sep-25,SERANGOON NORTH AVENUE 1,Resale,Strata,44,"18,295",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,465,000",731.95,"2,001",Sep-25,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"21,544",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
CHUAN PARK,"3,566,300","1,388.56","2,568",Sep-25,LORONG CHUAN,New Sale,Strata,129,"27,646",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05
CHUAN PARK,"3,695,100","1,388.56","2,661",Sep-25,LORONG CHUAN,New Sale,Strata,129,"28,644",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,16 to 20
