Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LANDED HOUSING DEVELOPMENT,"9,500,000","3,834.14","2,478",Jul-25,JALAN MERAH SAGA,Resale,Land,356.2,"26,670",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
MCMAHON PARK,"20,500,000","10,853.34","1,889",Jul-25,TAN BOON CHONG AVENUE,Resale,Land,"1,008.3","20,331",-,Detached House,1,Freehold,10,Core Central Region,-
PRINCESS OF WALES PARK,"10,250,000","4,246.4","2,414",Jul-25,DUCHESS ROAD,Resale,Land,394.5,"25,982",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
SHAMROCK PARK,"13,102,820","3,157.08","4,150",Jul-25,NAMLY AVENUE,Resale,Land,293.3,"44,674",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,800,000","4,206.57","2,092",Jul-25,CORONATION ROAD WEST,Resale,Land,390.8,"22,518",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"28,300,000","14,681.02","1,928",Jul-25,LEEDON ROAD,Resale,Land,"1,363.9","20,749",-,Detached House,1,Freehold,10,Core Central Region,-
EDEN PARK,"11,200,000","3,121.56","3,588",Jul-25,MAPLE AVENUE,Resale,Land,290,"38,621",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GROVE,"4,080,000","2,230.3","1,829",Jul-25,HOLLAND GROVE VIEW,Resale,Land,207.2,"19,691",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
CORONATION VILLAGE,"6,500,000","2,495.1","2,605",Jul-25,CORONATION ROAD,Resale,Land,231.8,"28,041",-,Terrace House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
KINGSVILLE,"4,820,000","2,696.38","1,788",Jul-25,KING'S DRIVE,Resale,Land,250.5,"19,242",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
HOLLAND GARDENS,"7,500,000","3,753.41","1,998",Jul-25,MOONBEAM TERRACE,Resale,Land,348.7,"21,508",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
MING TECK PARK,"6,180,000","1,942.9","3,181",Jul-25,MING TECK PARK,Resale,Land,180.5,"34,238",-,Terrace House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
HOLLAND GROVE,"3,750,000","2,713.6","1,382",Jul-25,HOLLAND GROVE VIEW,Resale,Land,252.1,"14,875",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"18,000,000","8,477.73","2,123",Jun-25,HOLLAND GROVE LANE,Resale,Land,787.6,"22,854",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"18,700,000","9,368.99","1,996",Jun-25,GARLICK AVENUE,Resale,Land,870.4,"21,484",-,Detached House,1,Freehold,10,Core Central Region,-
MCMAHON PARK,"8,800,000","3,527.36","2,495",Jun-25,JALAN JELITA,Resale,Land,327.7,"26,854",-,Semi-Detached House,1,999 yrs lease commencing from 1877,10,Core Central Region,-
MING TECK PARK,"6,800,000","4,028.97","1,688",Jun-25,SIXTH AVENUE,Resale,Land,374.3,"18,167",-,Semi-Detached House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
SHAMROCK PARK,"7,028,000","3,842.75","1,829",Jun-25,NAMLY PLACE,Resale,Land,357,"19,686",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
MCMAHON PARK,"5,725,000","2,454.19","2,333",Jun-25,HOLLAND ROAD,Resale,Land,228,"25,110",-,Semi-Detached House,1,999 yrs lease commencing from 1877,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"25,000,000","8,250.61","3,030",Jun-25,CHATSWORTH AVENUE,Resale,Land,766.5,"32,616",-,Detached House,1,Freehold,10,Core Central Region,-
MOUNT SINAI,"9,899,999","3,911.64","2,531",Jun-25,MOUNT SINAI DRIVE,Resale,Land,363.4,"27,243",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
SHAMROCK PARK,"10,450,000","3,232.43","3,233",Jun-25,NAMLY AVENUE,Resale,Land,300.3,"34,799",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
BAN GUAN PARK,"7,300,000","3,589.79","2,034",Jun-25,GREENLEAF DRIVE,Resale,Land,333.5,"21,889",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GROVE,"5,500,888","5,263.6","1,045",Jun-25,HOLLAND GROVE VIEW,Resale,Land,489,"11,249",-,Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,200,000","3,734.03","2,464",Jun-25,HOLLAND GROVE DRIVE,Resale,Land,346.9,"26,521",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,400,000","3,700.66","1,189",Jun-25,NAMLY DRIVE,Resale,Land,343.8,"12,798",-,Semi-Detached House,1,99 yrs lease commencing from 1992,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,880,000","3,745.87","2,371",May-25,JALAN HAROM SETANGKAI,New Sale,Land,348,"25,517",-,Terrace House,1,Freehold,10,Core Central Region,-
PEIRCE VILLAS,"37,000,000","17,260.07","2,144",May-25,PEIRCE HILL,Resale,Land,"1,603.5","23,075",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"1,844,000","1,697.48","1,086",May-25,CAMBRIDGE ROAD,Resale,Land,157.7,"11,693",-,Terrace House,1,Freehold,08,Rest of Central Region,-
CORONATION VILLE,"13,888,000","4,923.45","2,821",May-25,CORONATION ROAD,Resale,Land,457.4,"30,363",-,Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
KINGSVILLE,"4,480,000","2,562.91","1,748",May-25,KING'S DRIVE,Resale,Land,238.1,"18,816",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
PRINCESS OF WALES PARK,"11,660,000","4,603.76","2,533",May-25,DUCHESS ROAD,Resale,Land,427.7,"27,262",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,579,000","1,700.71","2,692",May-25,CAMBRIDGE ROAD,Resale,Land,158,"28,981",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"20,500,000","9,637.01","2,127",May-25,MARGOLIOUTH ROAD,Resale,Land,895.3,"22,897",-,Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GROVE,"4,450,000","2,165.72","2,055",May-25,HOLLAND GROVE VIEW,Resale,Land,201.2,"22,117",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"12,680,000","5,127.97","2,473",Apr-25,JALAN PELANGI,Resale,Land,476.4,"26,616",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HENRY PARK,"8,000,000","2,519.85","3,175",Apr-25,MOUNT SINAI LANE,Resale,Land,234.1,"34,173",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"35,500,000","23,147.98","1,534",Apr-25,OLD HOLLAND ROAD,Resale,Land,"2,150.5","16,508",-,Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GROVE,"4,058,000","2,911.66","1,394",Apr-25,HOLLAND GROVE VIEW,Resale,Land,270.5,"15,002",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
EMERALD HILL CONSERVATION AREA,"10,500,000","2,216.31","4,738",Apr-25,SAUNDERS ROAD,Resale,Land,205.9,"50,996",-,Terrace House,1,Freehold,09,Core Central Region,-
MOUNT SINAI,"8,700,000","3,449.86","2,522",Apr-25,MOUNT SINAI AVENUE,Resale,Land,320.5,"27,145",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LUCKY PARK,"13,000,000","5,012.79","2,593",Apr-25,LANTANA AVENUE,Resale,Land,465.7,"27,915",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"10,000,000","4,524.11","2,210",Apr-25,HOLLAND GROVE DRIVE,Resale,Land,420.3,"23,793",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LUCKY PARK,"8,558,000","3,949.31","2,167",Apr-25,LASIA AVENUE,Resale,Land,366.9,"23,325",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
MCMAHON PARK,"8,200,000","3,686.67","2,224",Apr-25,JALAN JELITA,Resale,Land,342.5,"23,942",-,Semi-Detached House,1,999 yrs lease commencing from 1877,10,Core Central Region,-
BAN GUAN PARK,"9,000,000","3,955.77","2,275",Apr-25,GREENLEAF ROAD,Resale,Land,367.5,"24,490",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,900,000","3,299.17","2,395",Apr-25,GREENLEAF PLACE,Resale,Land,306.5,"25,775",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
KINGSVILLE,"4,320,000","2,553.22","1,692",Apr-25,KING'S DRIVE,Resale,Land,237.2,"18,212",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
HOLLAND GARDENS,"8,140,000","3,990.21","2,040",Mar-25,MOONBEAM DRIVE,Resale,Land,370.7,"21,958",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"45,800,000","15,635.79","2,929",Mar-25,LEEDON PARK,Resale,Land,"1,452.6","31,530",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"10,260,000","3,905.18","2,627",Mar-25,CORONATION DRIVE,Resale,Land,362.8,"28,280",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,930,000","1,730.85","3,426",Mar-25,LOTUS AVENUE,Resale,Land,160.8,"36,878",-,Terrace House,1,Freehold,10,Core Central Region,-
HENRY PARK,"7,888,000","2,580.13","3,057",Mar-25,GROVE AVENUE,Resale,Land,239.7,"32,908",-,Terrace House,1,Freehold,10,Core Central Region,-
HENRY PARK,"13,516,888","5,631.72","2,400",Mar-25,MOUNT SINAI LANE,Resale,Land,523.2,"25,835",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
REGENT VILLAS,"3,900,000","2,190.47","1,780",Mar-25,JALAN LIM TAI SEE,Resale,Land,203.5,"19,165",-,Semi-Detached House,1,99 yrs lease commencing from 1991,10,Core Central Region,-
MCMAHON PARK,"12,000,000","3,997.75","3,002",Mar-25,JALAN JELITA,Resale,Land,371.4,"32,310",-,Semi-Detached House,1,999 yrs lease commencing from 1877,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,500,000","4,181.81","1,793",Mar-25,JALAN HAJI ALIAS,Resale,Land,388.5,"19,305",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
CORONATION VILLE,"22,500,000","9,631.63","2,336",Mar-25,CORONATION ROAD,Resale,Land,894.8,"25,145",-,Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,750,000","1,628.59","3,531",Feb-25,JALAN JINTAN,Resale,Land,151.3,"38,004",-,Terrace House,1,Freehold,09,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"13,428,000","5,373.39","2,499",Feb-25,DUCHESS AVENUE,Resale,Land,499.2,"26,899",-,Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
MOUNT SINAI,"10,413,300","3,385.28","3,076",Feb-25,MOUNT SINAI WALK,Resale,Land,314.5,"33,111",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
REGENT VILLAS,"4,220,500","3,670.52","1,150",Feb-25,SIXTH AVENUE,Resale,Land,341,"12,377",-,Semi-Detached House,1,99 yrs lease commencing from 1991,10,Core Central Region,-
HOLLAND GROVE PARK,"24,725,000","9,850.14","2,510",Feb-25,HOLLAND GROVE WALK,Resale,Land,915.1,"27,019",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,200,000","3,799.69","2,158",Feb-25,KING'S ROAD,Resale,Land,353,"23,229",-,Terrace House,1,Freehold,10,Core Central Region,-
VICTORIA PARK VILLAS,"5,800,000","2,368.08","2,449",Feb-25,VICTORIA PARK GROVE,Resale,Land,220,"26,364",-,Semi-Detached House,1,99 yrs lease commencing from 2013,10,Core Central Region,-
EMERALD HILL CONSERVATION AREA,"6,880,000","1,342.27","5,126",Feb-25,EMERALD HILL ROAD,Resale,Land,124.7,"55,172",-,Terrace House,1,Freehold,09,Core Central Region,-
VICTORIA PARK VILLAS,"6,250,000","2,614.58","2,390",Feb-25,VICTORIA PARK GROVE,Resale,Land,242.9,"25,731",-,Semi-Detached House,1,99 yrs lease commencing from 2013,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,000,000","1,485.43","2,693",Feb-25,KAMPONG JAVA ROAD,Resale,Land,138,"28,986",-,Terrace House,1,Freehold,09,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"12,800,000","2,815.86","4,546",Feb-25,CAIRNHILL ROAD,Resale,Land,261.6,"48,930",-,Terrace House,1,Freehold,09,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"16,842,000","5,613.43","3,000",Feb-25,JALAN ARNAP,Resale,Land,521.5,"32,295",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GREEN,"5,930,000","4,875.02","1,216",Feb-25,HOLLAND GREEN,Resale,Land,452.9,"13,093",-,Detached House,1,99 yrs lease commencing from 1995,10,Core Central Region,-
MOUNT SINAI,"8,750,000","3,328.23","2,629",Jan-25,MOUNT SINAI RISE,Resale,Land,309.2,"28,299",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"58,000,000","16,306.38","3,557",Jan-25,GALLOP PARK,Resale,Land,"1,514.9","38,286",-,Detached House,1,Freehold,10,Core Central Region,-
VICTORIA PARK VILLAS,"5,750,000","2,288.43","2,513",Jan-25,VICTORIA PARK GROVE,Resale,Land,212.6,"27,046",-,Semi-Detached House,1,99 yrs lease commencing from 2013,10,Core Central Region,-
KIM LIN PARK,"10,880,000","3,638.23","2,990",Jan-25,JALAN KELAWAR,Resale,Land,338,"32,189",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,800,000","4,213.03","2,326",Jan-25,CORONATION ROAD WEST,Resale,Land,391.4,"25,038",-,Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GROVE PARK,"10,000,000","3,980.53","2,512",Jan-25,HOLLAND GROVE DRIVE,Resale,Land,369.8,"27,042",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
MCMAHON PARK,"9,800,000","3,491.84","2,807",Jan-25,JALAN ISTIMEWA,Resale,Land,324.4,"30,210",-,Semi-Detached House,1,999 yrs lease commencing from 1877,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,300,000","3,368.06","2,761",Jan-25,QUEEN'S ROAD,Resale,Land,312.9,"29,722",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,100,000","2,053.77","2,483",Jan-25,SIXTH AVENUE,Resale,Land,190.8,"26,730",-,Terrace House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,150,000","1,487.58","2,790",Jan-25,KAMPONG JAVA ROAD,Resale,Land,138.2,"30,029",-,Terrace House,1,Freehold,09,Core Central Region,-
SHAMROCK PARK,"8,088,000","3,399.27","2,379",Jan-25,NAMLY GARDEN,Resale,Land,315.8,"25,611",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SHAMROCK PARK,"6,500,000","2,219.54","2,929",Jan-25,NAMLY PLACE,Resale,Land,206.2,"31,523",-,Terrace House,1,Freehold,10,Core Central Region,-
EDEN PARK,"12,100,000","3,225.97","3,751",Dec-24,REDWOOD AVENUE,Resale,Land,299.7,"40,374",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LUCKY PARK,"5,900,000","2,111.9","2,794",Dec-24,LILY AVENUE,Resale,Land,196.2,"30,071",-,Terrace House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,400,000","2,701.76","2,739",Dec-24,SIXTH AVENUE,New Sale,Land,251,"29,482",-,Terrace House,1,Freehold,10,Core Central Region,-
MING TECK PARK,"10,688,000","3,207.67","3,332",Dec-24,MING TECK PARK,Resale,Land,298,"35,866",-,Semi-Detached House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,075,000","7,770.53",910,Dec-24,NAMLY AVENUE,Resale,Land,721.9,"9,801",-,Detached House,1,99 yrs lease commencing from 2008,10,Core Central Region,-
MOUNT SINAI,"5,300,000","1,701.79","3,114",Dec-24,MOUNT SINAI VIEW,Resale,Land,158.1,"33,523",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
CHIP HOCK GARDENS,"9,200,000","3,148.47","2,922",Dec-24,JALAN HAROM SETANGKAI,Resale,Land,292.5,"31,453",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"40,000,000","19,548.5","2,046",Dec-24,BELMONT ROAD,Resale,Land,"1,816.1","22,025",-,Detached House,1,Freehold,10,Core Central Region,-
MOUNT SINAI,"5,100,000","1,699.64","3,001",Dec-24,MOUNT SINAI VIEW,Resale,Land,157.9,"32,299",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
HOLLAND GROVE,"3,530,000","2,311.03","1,527",Dec-24,HOLLAND GROVE VIEW,Resale,Land,214.7,"16,442",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
MOUNT SINAI,"6,100,000","1,863.25","3,274",Dec-24,MOUNT SINAI DRIVE,Resale,Land,173.1,"35,240",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
REBECCA PARK,"24,700,000","12,272.04","2,013",Dec-24,REBECCA ROAD,Resale,Land,"1,140.1","21,665",-,Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
SHAMROCK PARK,"8,880,000","3,238.89","2,742",Nov-24,NAMLY AVENUE,Resale,Land,300.9,"29,511",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"14,280,000","7,628.45","1,872",Nov-24,JALAN LIM TAI SEE,Resale,Land,708.7,"20,150",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,000,000","1,489.74","3,356",Nov-24,NIVEN ROAD,Resale,Land,138.4,"36,127",-,Terrace House,1,Freehold,09,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"44,380,000","21,833.7","2,033",Nov-24,HOLLAND PARK,Resale,Land,"2,028.4","21,879",-,Detached House,1,Freehold,10,Core Central Region,-
SHAMROCK PARK,"6,680,000","2,616.73","2,553",Nov-24,NAMLY PLACE,Resale,Land,243.1,"27,478",-,Terrace House,1,Freehold,10,Core Central Region,-
HENRY PARK,"8,380,000","4,193.65","1,998",Nov-24,MOUNT SINAI ROAD,Resale,Land,389.6,"21,509",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HENRY PARK,"9,188,000","5,215.16","1,762",Nov-24,MOUNT SINAI ROAD,Resale,Land,484.5,"18,964",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"35,500,000","15,070.68","2,356",Nov-24,FORD AVENUE,Resale,Land,"1,400.1","25,355",-,Detached House,1,Freehold,10,Core Central Region,-
OEI TIONG HAM PARK,"23,000,000","10,849.04","2,120",Nov-24,OEI TIONG HAM PARK,Resale,Land,"1,007.9","22,820",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"21,000,000","8,237.69","2,549",Nov-24,FERNHILL ROAD,Resale,Land,765.3,"27,440",-,Detached House,1,Freehold,10,Core Central Region,-
KINGSVILLE,"4,380,000","2,610.27","1,678",Nov-24,KING'S ROAD,Resale,Land,242.5,"18,062",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
HOLLAND GROVE,"3,768,000","2,180.79","1,728",Nov-24,HOLLAND GROVE VIEW,Resale,Land,202.6,"18,598",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"20,980,000","8,064.39","2,602",Oct-24,STEVENS CLOSE,Resale,Land,749.2,"28,003",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"6,500,000","2,864.3","2,269",Oct-24,HERTFORD ROAD,Resale,Land,266.1,"24,427",-,Semi-Detached House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"8,360,000","3,396.04","2,462",Oct-24,LILY AVENUE,Resale,Land,315.5,"26,498",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,258,985","2,226","3,710",Oct-24,ONE TREE HILL,Resale,Land,206.8,"39,937",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,600,000","2,265.82","3,354",Oct-24,FERNHILL CLOSE,Resale,Land,210.5,"36,105",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,400,000","1,755.61","1,937",Oct-24,STARLIGHT ROAD,Resale,Land,163.1,"20,846",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,600,000","1,840.64","1,956",Oct-24,STARLIGHT ROAD,Resale,Land,171,"21,053",-,Terrace House,1,Freehold,08,Rest of Central Region,-
